lakeID,dateTime,temp_0.5,DO_0.5
SkyPond,8/13/16 0:13,8.712,8.21
SkyPond,8/13/16 0:43,8.693,8.186
SkyPond,8/13/16 1:13,8.628,8.182
SkyPond,8/13/16 1:43,8.637,8.174
SkyPond,8/13/16 2:13,8.553,8.195
SkyPond,8/13/16 2:43,8.59,8.17
SkyPond,8/13/16 3:13,8.581,8.174
SkyPond,8/13/16 3:43,8.544,8.181
SkyPond,8/13/16 4:13,8.497,8.199
SkyPond,8/13/16 4:43,8.487,8.208
SkyPond,8/13/16 5:13,8.45,8.202
SkyPond,8/13/16 5:43,8.45,8.185
SkyPond,8/13/16 6:13,8.412,8.198
SkyPond,8/13/16 6:43,8.403,8.2
SkyPond,8/13/16 7:13,8.403,8.223
SkyPond,8/13/16 7:43,8.384,8.212
SkyPond,8/13/16 8:13,8.393,8.22
SkyPond,8/13/16 8:43,8.356,8.215
SkyPond,8/13/16 9:13,8.544,8.233
SkyPond,8/13/16 9:43,8.712,8.234
SkyPond,8/13/16 10:13,8.787,8.253
SkyPond,8/13/16 10:43,8.796,8.231
SkyPond,8/13/16 11:13,9.308,8.318
SkyPond,8/13/16 11:43,9.104,8.244
SkyPond,8/13/16 12:13,9.261,8.228
SkyPond,8/13/16 12:43,9.695,8.337
SkyPond,8/13/16 13:13,9.925,8.31
SkyPond,8/13/16 13:43,9.224,8.248
SkyPond,8/13/16 14:13,9.52,8.4
SkyPond,8/13/16 14:43,9.271,8.376
SkyPond,8/13/16 15:13,9.603,8.4
SkyPond,8/13/16 15:43,9.4,8.312
SkyPond,8/13/16 16:13,9.271,8.268
SkyPond,8/13/16 16:43,9.778,8.349
SkyPond,8/13/16 17:13,9.594,8.334
SkyPond,8/13/16 17:43,9.511,8.297
SkyPond,8/13/16 18:13,9.483,8.298
SkyPond,8/13/16 18:43,9.437,8.297
SkyPond,8/13/16 19:13,9.335,8.334
SkyPond,8/13/16 19:43,9.345,8.303
SkyPond,8/13/16 20:13,9.243,8.295
SkyPond,8/13/16 20:43,9.206,8.313
SkyPond,8/13/16 21:13,9.224,8.288
SkyPond,8/13/16 21:43,9.206,8.278
SkyPond,8/13/16 22:13,9.159,8.261
SkyPond,8/13/16 22:43,9.159,8.292
SkyPond,8/13/16 23:13,9.104,8.294
SkyPond,8/13/16 23:43,9.038,8.294
SkyPond,8/14/16 0:13,9.011,8.275
SkyPond,8/14/16 0:43,8.908,8.286
SkyPond,8/14/16 1:13,8.917,8.272
SkyPond,8/14/16 1:43,8.89,8.273
SkyPond,8/14/16 2:13,8.88,8.255
SkyPond,8/14/16 2:43,8.871,8.254
SkyPond,8/14/16 3:13,8.824,8.247
SkyPond,8/14/16 3:43,8.834,8.236
SkyPond,8/14/16 4:13,8.834,8.236
SkyPond,8/14/16 4:43,8.768,8.244
SkyPond,8/14/16 5:13,8.721,8.234
SkyPond,8/14/16 5:43,8.712,8.222
SkyPond,8/14/16 6:13,8.703,8.216
SkyPond,8/14/16 6:43,8.675,8.219
SkyPond,8/14/16 7:13,8.637,8.232
SkyPond,8/14/16 7:43,8.656,8.206
SkyPond,8/14/16 8:13,8.647,8.242
SkyPond,8/14/16 8:43,8.628,8.234
SkyPond,8/14/16 9:13,9.085,8.265
SkyPond,8/14/16 9:43,9.261,8.322
SkyPond,8/14/16 10:13,9.252,8.316
SkyPond,8/14/16 10:43,9.446,8.361
SkyPond,8/14/16 11:13,9.15,8.301
SkyPond,8/14/16 11:43,9.409,8.351
SkyPond,8/14/16 12:13,9.677,8.341
SkyPond,8/14/16 12:43,10.026,8.374
SkyPond,8/14/16 13:13,9.898,8.373
SkyPond,8/14/16 13:43,10.163,8.391
SkyPond,8/14/16 14:13,10.51,8.35
SkyPond,8/14/16 14:43,10.373,8.37
SkyPond,8/14/16 15:13,10.537,8.406
SkyPond,8/14/16 15:43,10.682,8.43
SkyPond,8/14/16 16:13,10.428,8.314
SkyPond,8/14/16 16:43,10.728,8.342
SkyPond,8/14/16 17:13,10.583,8.277
SkyPond,8/14/16 17:43,10.346,8.287
SkyPond,8/14/16 18:13,9.843,8.344
SkyPond,8/14/16 18:43,9.594,8.403
SkyPond,8/14/16 19:13,9.695,8.374
SkyPond,8/14/16 19:43,9.695,8.349
SkyPond,8/14/16 20:13,9.622,8.352
SkyPond,8/14/16 20:43,10.017,8.295
SkyPond,8/14/16 21:13,9.888,8.283
SkyPond,8/14/16 21:43,9.686,8.291
SkyPond,8/14/16 22:13,9.261,8.406
SkyPond,8/14/16 22:43,8.899,8.505
SkyPond,8/14/16 23:13,9.261,8.337
SkyPond,8/14/16 23:43,9.474,8.276
SkyPond,8/15/16 0:13,9.576,8.236
SkyPond,8/15/16 0:43,9.594,8.2
SkyPond,8/15/16 1:13,9.566,8.204
SkyPond,8/15/16 1:43,9.483,8.193
SkyPond,8/15/16 2:13,9.456,8.194
SkyPond,8/15/16 2:43,9.456,8.166
SkyPond,8/15/16 3:13,9.446,8.162
SkyPond,8/15/16 3:43,9.428,8.125
SkyPond,8/15/16 4:13,9.372,8.13
SkyPond,8/15/16 4:43,9.317,8.136
SkyPond,8/15/16 5:13,9.252,8.143
SkyPond,8/15/16 5:43,9.234,8.123
SkyPond,8/15/16 6:13,9.206,8.117
SkyPond,8/15/16 6:43,9.178,8.149
SkyPond,8/15/16 7:13,9.196,8.14
SkyPond,8/15/16 7:43,9.187,8.149
SkyPond,8/15/16 8:13,9.178,8.185
SkyPond,8/15/16 8:43,9.169,8.202
SkyPond,8/15/16 9:13,9.437,8.282
SkyPond,8/15/16 9:43,9.576,8.293
SkyPond,8/15/16 10:13,9.631,8.317
SkyPond,8/15/16 10:43,9.557,8.299
SkyPond,8/15/16 11:13,9.76,8.282
SkyPond,8/15/16 11:43,9.944,8.342
SkyPond,8/15/16 12:13,10.054,8.335
SkyPond,8/15/16 12:43,9.925,8.27
SkyPond,8/15/16 13:13,9.87,8.235
SkyPond,8/15/16 13:43,9.806,8.292
SkyPond,8/15/16 14:13,9.787,8.28
SkyPond,8/15/16 14:43,10.218,8.442
SkyPond,8/15/16 15:13,9.797,8.277
SkyPond,8/15/16 15:43,9.714,8.299
SkyPond,8/15/16 16:13,9.539,8.412
SkyPond,8/15/16 16:43,9.419,8.542
SkyPond,8/15/16 17:13,9.714,8.516
SkyPond,8/15/16 17:43,9.686,8.4
SkyPond,8/15/16 18:13,9.797,8.37
SkyPond,8/15/16 18:43,9.741,8.358
SkyPond,8/15/16 19:13,9.668,8.4
SkyPond,8/15/16 19:43,9.64,8.4
SkyPond,8/15/16 20:13,9.52,8.421
SkyPond,8/15/16 20:43,9.483,8.403
SkyPond,8/15/16 21:13,9.456,8.384
SkyPond,8/15/16 21:43,9.465,8.369
SkyPond,8/15/16 22:13,9.456,8.355
SkyPond,8/15/16 22:43,9.465,8.346
SkyPond,8/15/16 23:13,9.456,8.311
SkyPond,8/15/16 23:43,9.446,8.306
SkyPond,8/16/16 0:13,9.437,8.286
SkyPond,8/16/16 0:43,9.391,8.302
SkyPond,8/16/16 1:13,9.391,8.298
SkyPond,8/16/16 1:43,9.363,8.283
SkyPond,8/16/16 2:13,9.326,8.306
SkyPond,8/16/16 2:43,9.335,8.277
SkyPond,8/16/16 3:13,9.317,8.302
SkyPond,8/16/16 3:43,9.206,8.29
SkyPond,8/16/16 4:13,9.169,8.278
SkyPond,8/16/16 4:43,9.159,8.263
SkyPond,8/16/16 5:13,9.141,8.261
SkyPond,8/16/16 5:43,9.094,8.256
SkyPond,8/16/16 6:13,9.066,8.267
SkyPond,8/16/16 6:43,9.011,8.302
SkyPond,8/16/16 7:13,9.001,8.298
SkyPond,8/16/16 7:43,8.973,8.295
SkyPond,8/16/16 8:13,9.001,8.294
SkyPond,8/16/16 8:43,8.964,8.295
SkyPond,8/16/16 9:13,9.335,8.327
SkyPond,8/16/16 9:43,9.502,8.372
SkyPond,8/16/16 10:13,9.53,8.351
SkyPond,8/16/16 10:43,9.576,8.33
SkyPond,8/16/16 11:13,9.769,8.424
SkyPond,8/16/16 11:43,9.649,8.359
SkyPond,8/16/16 12:13,9.989,8.391
SkyPond,8/16/16 12:43,9.934,8.43
SkyPond,8/16/16 13:13,10.364,8.466
SkyPond,8/16/16 13:43,9.989,8.37
SkyPond,8/16/16 14:13,10.601,8.462
SkyPond,8/16/16 14:43,10.328,8.322
SkyPond,8/16/16 15:13,10.455,8.421
SkyPond,8/16/16 15:43,10.163,8.396
SkyPond,8/16/16 16:13,10.346,8.433
SkyPond,8/16/16 16:43,10.492,8.468
SkyPond,8/16/16 17:13,10.236,8.388
SkyPond,8/16/16 17:43,10.236,8.39
SkyPond,8/16/16 18:13,10.2,8.415
SkyPond,8/16/16 18:43,10.264,8.431
SkyPond,8/16/16 19:13,10.108,8.432
SkyPond,8/16/16 19:43,9.999,8.432
SkyPond,8/16/16 20:13,10.017,8.413
SkyPond,8/16/16 20:43,9.999,8.381
SkyPond,8/16/16 21:13,10.026,8.382
