lakeID,dateTime,temp_4.5,DO_4.5
TheLoch,7/19/16 13:41,12.654,7.578
TheLoch,7/19/16 14:11,12.645,7.64
TheLoch,7/19/16 14:41,12.778,7.698
TheLoch,7/19/16 15:11,12.893,7.733
TheLoch,7/19/16 15:41,12.99,7.749
TheLoch,7/19/16 16:11,13.016,7.767
TheLoch,7/19/16 16:41,13.069,7.77
TheLoch,7/19/16 17:11,13.104,7.786
TheLoch,7/19/16 17:41,13.174,7.794
TheLoch,7/19/16 18:11,13.227,7.781
TheLoch,7/19/16 18:41,13.271,7.837
TheLoch,7/19/16 19:11,13.253,7.827
TheLoch,7/19/16 19:41,13.236,7.808
TheLoch,7/19/16 20:11,13.218,7.813
TheLoch,7/19/16 20:41,13.201,7.82
TheLoch,7/19/16 21:11,13.218,7.814
TheLoch,7/19/16 21:41,13.201,7.824
TheLoch,7/19/16 22:11,13.236,7.823
TheLoch,7/19/16 22:41,13.174,7.673
TheLoch,7/19/16 23:11,12.99,7.514
TheLoch,7/19/16 23:41,12.663,7.413
TheLoch,7/20/16 0:11,12.601,7.372
TheLoch,7/20/16 0:41,12.592,7.358
TheLoch,7/20/16 1:11,12.424,7.292
TheLoch,7/20/16 1:41,12.53,7.368
TheLoch,7/20/16 2:11,12.557,7.407
TheLoch,7/20/16 2:41,12.406,7.246
TheLoch,7/20/16 3:11,12.698,7.336
TheLoch,7/20/16 3:41,12.919,7.408
TheLoch,7/20/16 4:11,12.796,7.358
TheLoch,7/20/16 4:41,12.769,7.337
TheLoch,7/20/16 5:11,12.663,7.295
TheLoch,7/20/16 5:41,12.14,7.295
TheLoch,7/20/16 6:11,12.086,7.26
TheLoch,7/20/16 6:41,11.979,7.243
TheLoch,7/20/16 7:11,11.819,7.254
TheLoch,7/20/16 7:41,11.801,7.262
TheLoch,7/20/16 8:11,11.872,7.3
TheLoch,7/20/16 8:41,11.89,7.287
TheLoch,7/20/16 9:11,11.935,7.347
TheLoch,7/20/16 9:41,11.935,7.366
TheLoch,7/20/16 10:11,12.06,7.396
TheLoch,7/20/16 10:41,12.238,7.441
TheLoch,7/20/16 11:11,12.371,7.5
TheLoch,7/20/16 11:41,12.442,7.554
TheLoch,7/20/16 12:11,12.397,7.623
TheLoch,7/20/16 12:41,12.53,7.687
TheLoch,7/20/16 13:11,12.592,7.693
TheLoch,7/20/16 13:41,12.716,7.69
TheLoch,7/20/16 14:11,12.831,7.717
TheLoch,7/20/16 14:41,12.928,7.748
TheLoch,7/20/16 15:11,12.928,7.775
TheLoch,7/20/16 15:41,12.937,7.772
TheLoch,7/20/16 16:11,12.884,7.802
TheLoch,7/20/16 16:41,12.91,7.787
TheLoch,7/20/16 17:11,12.99,7.786
TheLoch,7/20/16 17:41,13.069,7.751
TheLoch,7/20/16 18:11,12.998,7.78
TheLoch,7/20/16 18:41,13.025,7.769
TheLoch,7/20/16 19:11,13.034,7.746
TheLoch,7/20/16 19:41,12.998,7.774
TheLoch,7/20/16 20:11,12.901,7.531
TheLoch,7/20/16 20:41,12.769,7.567
TheLoch,7/20/16 21:11,12.645,7.497
TheLoch,7/20/16 21:41,12.61,7.466
TheLoch,7/20/16 22:11,12.548,7.432
TheLoch,7/20/16 22:41,12.477,7.435
TheLoch,7/20/16 23:11,12.61,7.458
TheLoch,7/20/16 23:41,12.539,7.398
TheLoch,7/21/16 0:11,12.557,7.42
TheLoch,7/21/16 0:41,13.007,7.343
TheLoch,7/21/16 1:11,12.972,7.295
TheLoch,7/21/16 1:41,12.504,7.355
TheLoch,7/21/16 2:11,12.397,7.334
TheLoch,7/21/16 2:41,12.344,7.281
TheLoch,7/21/16 3:11,12.344,7.212
TheLoch,7/21/16 3:41,12.3,7.203
TheLoch,7/21/16 4:11,12.3,7.203
TheLoch,7/21/16 4:41,12.175,7.184
TheLoch,7/21/16 5:11,11.979,7.178
TheLoch,7/21/16 5:41,12.149,7.171
TheLoch,7/21/16 6:11,12.077,7.154
TheLoch,7/21/16 6:41,12.042,7.148
TheLoch,7/21/16 7:11,12.033,7.135
TheLoch,7/21/16 7:41,11.997,7.14
TheLoch,7/21/16 8:11,11.988,7.186
TheLoch,7/21/16 8:41,11.801,7.251
TheLoch,7/21/16 9:11,11.801,7.284
TheLoch,7/21/16 9:41,11.846,7.314
TheLoch,7/21/16 10:11,12.069,7.336
TheLoch,7/21/16 10:41,12.255,7.352
TheLoch,7/21/16 11:11,12.397,7.384
TheLoch,7/21/16 11:41,12.539,7.397
TheLoch,7/21/16 12:11,12.575,7.503
TheLoch,7/21/16 12:41,12.575,7.504
TheLoch,7/21/16 13:11,12.61,7.485
TheLoch,7/21/16 13:41,11.917,7.924
TheLoch,7/21/16 14:11,11.899,8.116
TheLoch,7/21/16 14:41,11.926,8.089
TheLoch,7/21/16 15:11,11.988,8.038
TheLoch,7/21/16 15:41,11.988,8.083
TheLoch,7/21/16 16:11,12.024,8.061
TheLoch,7/21/16 16:41,11.997,8.126
TheLoch,7/21/16 17:11,11.997,8.107
TheLoch,7/21/16 17:41,12.086,8.061
TheLoch,7/21/16 18:11,12.077,8.071
TheLoch,7/21/16 18:41,12.051,8.07
TheLoch,7/21/16 19:11,12.042,8.069
TheLoch,7/21/16 19:41,11.97,7.843
TheLoch,7/21/16 20:11,11.622,7.813
TheLoch,7/21/16 20:41,11.245,7.819
TheLoch,7/21/16 21:11,10.965,7.77
TheLoch,7/21/16 21:41,10.911,7.743
TheLoch,7/21/16 22:11,10.757,7.711
TheLoch,7/21/16 22:41,10.53,7.629
TheLoch,7/21/16 23:11,10.585,7.61
TheLoch,7/21/16 23:41,10.485,7.529
TheLoch,7/22/16 0:11,10.348,7.476
TheLoch,7/22/16 0:41,10.248,7.484
