lakeID	dateTime	localTZ	daylightSavings	wind
Sky	2016-07-14 14:00:00	Mountain	yes	5.35
Sky	2016-07-14 15:00:00	Mountain	yes	5.98
Sky	2016-07-14 16:00:00	Mountain	yes	5.09
Sky	2016-07-14 17:00:00	Mountain	yes	4.82
Sky	2016-07-14 18:00:00	Mountain	yes	4.22
Sky	2016-07-14 19:00:00	Mountain	yes	4.73
Sky	2016-07-14 20:00:00	Mountain	yes	1.98
Sky	2016-07-14 21:00:00	Mountain	yes	0.77
Sky	2016-07-14 22:00:00	Mountain	yes	0.31
Sky	2016-07-14 23:00:00	Mountain	yes	2.3
Sky	2016-07-15 00:00:00	Mountain	yes	4.67
Sky	2016-07-15 01:00:00	Mountain	yes	5.09
Sky	2016-07-15 02:00:00	Mountain	yes	3.82
Sky	2016-07-15 03:00:00	Mountain	yes	3.63
Sky	2016-07-15 04:00:00	Mountain	yes	3.93
Sky	2016-07-15 05:00:00	Mountain	yes	4.75
Sky	2016-07-15 06:00:00	Mountain	yes	5.19
Sky	2016-07-15 07:00:00	Mountain	yes	7.49
Sky	2016-07-15 08:00:00	Mountain	yes	6.7
Sky	2016-07-15 09:00:00	Mountain	yes	6.58
Sky	2016-07-15 10:00:00	Mountain	yes	6.09
Sky	2016-07-15 11:00:00	Mountain	yes	6.07
Sky	2016-07-15 12:00:00	Mountain	yes	6.69
Sky	2016-07-15 13:00:00	Mountain	yes	5.82
Sky	2016-07-15 14:00:00	Mountain	yes	6.1
Sky	2016-07-15 15:00:00	Mountain	yes	6.16
Sky	2016-07-15 16:00:00	Mountain	yes	6.16
Sky	2016-07-15 17:00:00	Mountain	yes	3.37
Sky	2016-07-15 18:00:00	Mountain	yes	3.82
Sky	2016-07-15 19:00:00	Mountain	yes	3.11
Sky	2016-07-15 20:00:00	Mountain	yes	1.81
Sky	2016-07-15 21:00:00	Mountain	yes	3.16
Sky	2016-07-15 22:00:00	Mountain	yes	2.56
Sky	2016-07-15 23:00:00	Mountain	yes	2.46
Sky	2016-07-16 00:00:00	Mountain	yes	2.2
Sky	2016-07-16 01:00:00	Mountain	yes	2.68
Sky	2016-07-16 02:00:00	Mountain	yes	2.31
Sky	2016-07-16 03:00:00	Mountain	yes	2.34
Sky	2016-07-16 04:00:00	Mountain	yes	3.2
Sky	2016-07-16 05:00:00	Mountain	yes	4.37
Sky	2016-07-16 06:00:00	Mountain	yes	2.43
Sky	2016-07-16 07:00:00	Mountain	yes	2.62
Sky	2016-07-16 08:00:00	Mountain	yes	5.64
Sky	2016-07-16 09:00:00	Mountain	yes	8.92
Sky	2016-07-16 10:00:00	Mountain	yes	8.16
Sky	2016-07-16 11:00:00	Mountain	yes	8.31
Sky	2016-07-16 12:00:00	Mountain	yes	7.62
Sky	2016-07-16 13:00:00	Mountain	yes	10.15
Sky	2016-07-16 14:00:00	Mountain	yes	8.36
Sky	2016-07-16 15:00:00	Mountain	yes	7.35
Sky	2016-07-16 16:00:00	Mountain	yes	10.27
Sky	2016-07-16 17:00:00	Mountain	yes	8.62
Sky	2016-07-16 18:00:00	Mountain	yes	7.8
Sky	2016-07-16 19:00:00	Mountain	yes	3.64
Sky	2016-07-16 20:00:00	Mountain	yes	3.9
Sky	2016-07-16 21:00:00	Mountain	yes	2.68
Sky	2016-07-16 22:00:00	Mountain	yes	2.26
Sky	2016-07-16 23:00:00	Mountain	yes	1.23
Sky	2016-07-17 00:00:00	Mountain	yes	1.73
Sky	2016-07-17 01:00:00	Mountain	yes	1.9
Sky	2016-07-17 02:00:00	Mountain	yes	2.08
Sky	2016-07-17 03:00:00	Mountain	yes	2.42
Sky	2016-07-17 04:00:00	Mountain	yes	3.27
Sky	2016-07-17 05:00:00	Mountain	yes	1.43
Sky	2016-07-17 06:00:00	Mountain	yes	1.84
Sky	2016-07-17 07:00:00	Mountain	yes	1.93
Sky	2016-07-17 08:00:00	Mountain	yes	5.68
Sky	2016-07-17 09:00:00	Mountain	yes	6.42
Sky	2016-07-17 10:00:00	Mountain	yes	7.46
Sky	2016-07-17 11:00:00	Mountain	yes	8.43
Sky	2016-07-17 12:00:00	Mountain	yes	8.88
Sky	2016-07-17 13:00:00	Mountain	yes	8.99
Sky	2016-07-17 14:00:00	Mountain	yes	7.82
Sky	2016-07-17 15:00:00	Mountain	yes	9.38
Sky	2016-07-17 16:00:00	Mountain	yes	9.56
Sky	2016-07-17 17:00:00	Mountain	yes	8.95
Sky	2016-07-17 18:00:00	Mountain	yes	6.31
Sky	2016-07-17 19:00:00	Mountain	yes	4
Sky	2016-07-17 20:00:00	Mountain	yes	4.43
Sky	2016-07-17 21:00:00	Mountain	yes	0.79
Sky	2016-07-17 22:00:00	Mountain	yes	0.61
Sky	2016-07-17 23:00:00	Mountain	yes	1.98
Sky	2016-07-18 00:00:00	Mountain	yes	1.18
Sky	2016-07-18 01:00:00	Mountain	yes	1.95
Sky	2016-07-18 02:00:00	Mountain	yes	3.95
Sky	2016-07-18 03:00:00	Mountain	yes	6.79
Sky	2016-07-18 04:00:00	Mountain	yes	4.59
Sky	2016-07-18 05:00:00	Mountain	yes	1.97
Sky	2016-07-18 06:00:00	Mountain	yes	4.18
Sky	2016-07-18 07:00:00	Mountain	yes	6.07
Sky	2016-07-18 08:00:00	Mountain	yes	5.84
Sky	2016-07-18 09:00:00	Mountain	yes	5.95
Sky	2016-07-18 10:00:00	Mountain	yes	5
Sky	2016-07-18 11:00:00	Mountain	yes	8.02
Sky	2016-07-18 12:00:00	Mountain	yes	5.03
Sky	2016-07-18 13:00:00	Mountain	yes	6.25
Sky	2016-07-18 14:00:00	Mountain	yes	6.51
Sky	2016-07-18 15:00:00	Mountain	yes	6.34
Sky	2016-07-18 16:00:00	Mountain	yes	6.05
Sky	2016-07-18 17:00:00	Mountain	yes	6.12
Sky	2016-07-18 18:00:00	Mountain	yes	5.86
Sky	2016-07-18 19:00:00	Mountain	yes	5.3
Sky	2016-07-18 20:00:00	Mountain	yes	3.41
Sky	2016-07-18 21:00:00	Mountain	yes	3.1
Sky	2016-07-18 22:00:00	Mountain	yes	2.65
Sky	2016-07-18 23:00:00	Mountain	yes	3.74
Sky	2016-07-19 00:00:00	Mountain	yes	5.52
Sky	2016-07-19 01:00:00	Mountain	yes	6.29
Sky	2016-07-19 02:00:00	Mountain	yes	6.05
Sky	2016-07-19 03:00:00	Mountain	yes	6.19
Sky	2016-07-19 04:00:00	Mountain	yes	7.78
Sky	2016-07-19 05:00:00	Mountain	yes	6.57
Sky	2016-07-19 06:00:00	Mountain	yes	8.66
Sky	2016-07-19 07:00:00	Mountain	yes	7.35
Sky	2016-07-19 08:00:00	Mountain	yes	8.34
Sky	2016-07-19 09:00:00	Mountain	yes	9.36
Sky	2016-07-19 10:00:00	Mountain	yes	8.23
Sky	2016-07-19 11:00:00	Mountain	yes	7.41
Sky	2016-07-19 12:00:00	Mountain	yes	10
Sky	2016-07-19 13:00:00	Mountain	yes	8.94
Sky	2016-07-19 14:00:00	Mountain	yes	6.61
Sky	2016-07-19 15:00:00	Mountain	yes	7.92
Sky	2016-07-19 16:00:00	Mountain	yes	6.97
Sky	2016-07-19 17:00:00	Mountain	yes	6.36
Sky	2016-07-19 18:00:00	Mountain	yes	5.79
Sky	2016-07-19 19:00:00	Mountain	yes	4.54
Sky	2016-07-19 20:00:00	Mountain	yes	3.63
Sky	2016-07-19 21:00:00	Mountain	yes	4.09
Sky	2016-07-19 22:00:00	Mountain	yes	4.88
Sky	2016-07-19 23:00:00	Mountain	yes	3.29
Sky	2016-07-20 00:00:00	Mountain	yes	4.94
Sky	2016-07-20 01:00:00	Mountain	yes	4.48
Sky	2016-07-20 02:00:00	Mountain	yes	6.34
Sky	2016-07-20 03:00:00	Mountain	yes	7.41
Sky	2016-07-20 04:00:00	Mountain	yes	6.58
Sky	2016-07-20 05:00:00	Mountain	yes	7.83
Sky	2016-07-20 06:00:00	Mountain	yes	7.49
Sky	2016-07-20 07:00:00	Mountain	yes	7.05
Sky	2016-07-20 08:00:00	Mountain	yes	5.34
Sky	2016-07-20 09:00:00	Mountain	yes	9.38
Sky	2016-07-20 10:00:00	Mountain	yes	6.99
Sky	2016-07-20 11:00:00	Mountain	yes	6.72
Sky	2016-07-20 12:00:00	Mountain	yes	5.91
Sky	2016-07-20 13:00:00	Mountain	yes	6.22
Sky	2016-07-20 14:00:00	Mountain	yes	5.76
Sky	2016-07-20 15:00:00	Mountain	yes	7.17
Sky	2016-07-20 16:00:00	Mountain	yes	7.84
Sky	2016-07-20 17:00:00	Mountain	yes	3.67
Sky	2016-07-20 18:00:00	Mountain	yes	1.9
Sky	2016-07-20 19:00:00	Mountain	yes	4.93
Sky	2016-07-20 20:00:00	Mountain	yes	5.56
Sky	2016-07-20 21:00:00	Mountain	yes	6.26
Sky	2016-07-20 22:00:00	Mountain	yes	7.21
Sky	2016-07-20 23:00:00	Mountain	yes	7.6
Sky	2016-07-21 00:00:00	Mountain	yes	7.35
Sky	2016-07-21 01:00:00	Mountain	yes	9.18
Sky	2016-07-21 02:00:00	Mountain	yes	7.8
Sky	2016-07-21 03:00:00	Mountain	yes	7.47
Sky	2016-07-21 04:00:00	Mountain	yes	9.94
Sky	2016-07-21 05:00:00	Mountain	yes	10.38
Sky	2016-07-21 06:00:00	Mountain	yes	8.88
Sky	2016-07-21 07:00:00	Mountain	yes	9.17
Sky	2016-07-21 08:00:00	Mountain	yes	10.71
Sky	2016-07-21 09:00:00	Mountain	yes	6.95
Sky	2016-07-21 10:00:00	Mountain	yes	6.74
Sky	2016-07-21 11:00:00	Mountain	yes	3.37
Sky	2016-07-21 12:00:00	Mountain	yes	5.28
Sky	2016-07-21 13:00:00	Mountain	yes	6.62
Sky	2016-07-21 14:00:00	Mountain	yes	8.78
Sky	2016-07-21 15:00:00	Mountain	yes	5.74
Sky	2016-07-21 16:00:00	Mountain	yes	7.42
Sky	2016-07-21 17:00:00	Mountain	yes	2.81
Sky	2016-07-21 18:00:00	Mountain	yes	5.38
Sky	2016-07-21 19:00:00	Mountain	yes	1.1
Sky	2016-07-21 20:00:00	Mountain	yes	4.95
Sky	2016-07-21 21:00:00	Mountain	yes	7.49
Sky	2016-07-21 22:00:00	Mountain	yes	6.36
Sky	2016-07-21 23:00:00	Mountain	yes	7.33
Sky	2016-07-22 00:00:00	Mountain	yes	3.66
Sky	2016-07-22 01:00:00	Mountain	yes	3.77
Sky	2016-07-22 02:00:00	Mountain	yes	2.4
Sky	2016-07-22 03:00:00	Mountain	yes	2.05
Sky	2016-07-22 04:00:00	Mountain	yes	3.98
Sky	2016-07-22 05:00:00	Mountain	yes	5.29
Sky	2016-07-22 06:00:00	Mountain	yes	6
Sky	2016-07-22 07:00:00	Mountain	yes	6.5
Sky	2016-07-22 08:00:00	Mountain	yes	7.05
Sky	2016-07-22 09:00:00	Mountain	yes	9.58
Sky	2016-07-22 10:00:00	Mountain	yes	7.79
Sky	2016-07-22 11:00:00	Mountain	yes	6.32
Sky	2016-07-22 12:00:00	Mountain	yes	6.54
Sky	2016-07-22 13:00:00	Mountain	yes	7.65
Sky	2016-07-22 14:00:00	Mountain	yes	6.57
Sky	2016-07-22 15:00:00	Mountain	yes	7.32
Sky	2016-07-22 16:00:00	Mountain	yes	5.09
Sky	2016-07-22 17:00:00	Mountain	yes	4.97
Sky	2016-07-22 18:00:00	Mountain	yes	5.05
Sky	2016-07-22 19:00:00	Mountain	yes	6.17
Sky	2016-07-22 20:00:00	Mountain	yes	5.55
Sky	2016-07-22 21:00:00	Mountain	yes	3.98
Sky	2016-07-22 22:00:00	Mountain	yes	6.44
Sky	2016-07-22 23:00:00	Mountain	yes	5.07
Sky	2016-07-23 00:00:00	Mountain	yes	5.72
Sky	2016-07-23 01:00:00	Mountain	yes	3.51
Sky	2016-07-23 02:00:00	Mountain	yes	5.13
Sky	2016-07-23 03:00:00	Mountain	yes	12.31
Sky	2016-07-23 04:00:00	Mountain	yes	12.51
Sky	2016-07-23 05:00:00	Mountain	yes	13.12
Sky	2016-07-23 06:00:00	Mountain	yes	12.3
Sky	2016-07-23 07:00:00	Mountain	yes	6.44
Sky	2016-07-23 08:00:00	Mountain	yes	7.52
Sky	2016-07-23 09:00:00	Mountain	yes	6.79
Sky	2016-07-23 10:00:00	Mountain	yes	6.3
Sky	2016-07-23 11:00:00	Mountain	yes	6.93
Sky	2016-07-23 12:00:00	Mountain	yes	7.26
Sky	2016-07-23 13:00:00	Mountain	yes	7.44
Sky	2016-07-23 14:00:00	Mountain	yes	7.23
Sky	2016-07-23 15:00:00	Mountain	yes	7.08
Sky	2016-07-23 16:00:00	Mountain	yes	6.89
Sky	2016-07-23 17:00:00	Mountain	yes	6.07
Sky	2016-07-23 18:00:00	Mountain	yes	5.44
Sky	2016-07-23 19:00:00	Mountain	yes	6.99
Sky	2016-07-23 20:00:00	Mountain	yes	4.86
Sky	2016-07-23 21:00:00	Mountain	yes	3.1
Sky	2016-07-23 22:00:00	Mountain	yes	1.96
Sky	2016-07-23 23:00:00	Mountain	yes	2.98
Sky	2016-07-24 00:00:00	Mountain	yes	1.07
Sky	2016-07-24 01:00:00	Mountain	yes	1.95
Sky	2016-07-24 02:00:00	Mountain	yes	2.33
Sky	2016-07-24 03:00:00	Mountain	yes	6.48
Sky	2016-07-24 04:00:00	Mountain	yes	7.51
Sky	2016-07-24 05:00:00	Mountain	yes	3.12
Sky	2016-07-24 06:00:00	Mountain	yes	4.99
Sky	2016-07-24 07:00:00	Mountain	yes	4.57
Sky	2016-07-24 08:00:00	Mountain	yes	5.37
Sky	2016-07-24 09:00:00	Mountain	yes	6.79
Sky	2016-07-24 10:00:00	Mountain	yes	6.91
Sky	2016-07-24 11:00:00	Mountain	yes	7.06
Sky	2016-07-24 12:00:00	Mountain	yes	5.55
Sky	2016-07-24 13:00:00	Mountain	yes	7.1
Sky	2016-07-24 14:00:00	Mountain	yes	6.28
Sky	2016-07-24 15:00:00	Mountain	yes	5.63
Sky	2016-07-24 16:00:00	Mountain	yes	4.99
Sky	2016-07-24 17:00:00	Mountain	yes	9.94
Sky	2016-07-24 18:00:00	Mountain	yes	6.38
Sky	2016-07-24 19:00:00	Mountain	yes	4.97
Sky	2016-07-24 20:00:00	Mountain	yes	2.63
Sky	2016-07-24 21:00:00	Mountain	yes	1.63
Sky	2016-07-24 22:00:00	Mountain	yes	1.49
Sky	2016-07-24 23:00:00	Mountain	yes	1.46
Sky	2016-07-25 00:00:00	Mountain	yes	4.96
Sky	2016-07-25 01:00:00	Mountain	yes	5.85
Sky	2016-07-25 02:00:00	Mountain	yes	5.01
Sky	2016-07-25 03:00:00	Mountain	yes	3.72
Sky	2016-07-25 04:00:00	Mountain	yes	2.8
Sky	2016-07-25 05:00:00	Mountain	yes	3.06
Sky	2016-07-25 06:00:00	Mountain	yes	2.99
Sky	2016-07-25 07:00:00	Mountain	yes	4.13
Sky	2016-07-25 08:00:00	Mountain	yes	6.62
Sky	2016-07-25 09:00:00	Mountain	yes	8.04
Sky	2016-07-25 10:00:00	Mountain	yes	7.07
Sky	2016-07-25 11:00:00	Mountain	yes	6.85
Sky	2016-07-25 12:00:00	Mountain	yes	7.58
Sky	2016-07-25 13:00:00	Mountain	yes	6.69
Sky	2016-07-25 14:00:00	Mountain	yes	5.65
Sky	2016-07-25 15:00:00	Mountain	yes	4.61
Sky	2016-07-25 16:00:00	Mountain	yes	6.91
Sky	2016-07-25 17:00:00	Mountain	yes	3.47
Sky	2016-07-25 18:00:00	Mountain	yes	0.66
Sky	2016-07-25 19:00:00	Mountain	yes	4.33
Sky	2016-07-25 20:00:00	Mountain	yes	2.56
Sky	2016-07-25 21:00:00	Mountain	yes	1.36
Sky	2016-07-25 22:00:00	Mountain	yes	1.3
Sky	2016-07-25 23:00:00	Mountain	yes	4.41
Sky	2016-07-26 00:00:00	Mountain	yes	5.5
Sky	2016-07-26 01:00:00	Mountain	yes	8.43
Sky	2016-07-26 02:00:00	Mountain	yes	7.83
Sky	2016-07-26 03:00:00	Mountain	yes	8.53
Sky	2016-07-26 04:00:00	Mountain	yes	8.52
Sky	2016-07-26 05:00:00	Mountain	yes	4.9
Sky	2016-07-26 06:00:00	Mountain	yes	3
Sky	2016-07-26 07:00:00	Mountain	yes	2.35
Sky	2016-07-26 08:00:00	Mountain	yes	2.5
Sky	2016-07-26 09:00:00	Mountain	yes	3.16
Sky	2016-07-26 10:00:00	Mountain	yes	4.07
Sky	2016-07-26 11:00:00	Mountain	yes	3.86
Sky	2016-07-26 12:00:00	Mountain	yes	5.96
Sky	2016-07-26 13:00:00	Mountain	yes	6.85
Sky	2016-07-26 14:00:00	Mountain	yes	3.61
Sky	2016-07-26 15:00:00	Mountain	yes	7.22
Sky	2016-07-26 16:00:00	Mountain	yes	7.43
Sky	2016-07-26 17:00:00	Mountain	yes	7.25
Sky	2016-07-26 18:00:00	Mountain	yes	7.62
Sky	2016-07-26 19:00:00	Mountain	yes	10.7
Sky	2016-07-26 20:00:00	Mountain	yes	8.62
Sky	2016-07-26 21:00:00	Mountain	yes	9.9
Sky	2016-07-26 22:00:00	Mountain	yes	9.25
Sky	2016-07-26 23:00:00	Mountain	yes	7.52
Sky	2016-07-27 00:00:00	Mountain	yes	8.85
Sky	2016-07-27 01:00:00	Mountain	yes	8.09
Sky	2016-07-27 02:00:00	Mountain	yes	10.75
Sky	2016-07-27 03:00:00	Mountain	yes	10.51
Sky	2016-07-27 04:00:00	Mountain	yes	10.3
Sky	2016-07-27 05:00:00	Mountain	yes	8.75
Sky	2016-07-27 06:00:00	Mountain	yes	6.06
Sky	2016-07-27 07:00:00	Mountain	yes	8.53
Sky	2016-07-27 08:00:00	Mountain	yes	6.13
Sky	2016-07-27 09:00:00	Mountain	yes	5.43
Sky	2016-07-27 10:00:00	Mountain	yes	7.56
Sky	2016-07-27 11:00:00	Mountain	yes	5.82
Sky	2016-07-27 12:00:00	Mountain	yes	7.7
Sky	2016-07-27 13:00:00	Mountain	yes	7.42
Sky	2016-07-27 14:00:00	Mountain	yes	5.98
Sky	2016-07-27 15:00:00	Mountain	yes	6.46
Sky	2016-07-27 16:00:00	Mountain	yes	5.68
Sky	2016-07-27 17:00:00	Mountain	yes	4.41
Sky	2016-07-27 18:00:00	Mountain	yes	4.21
Sky	2016-07-27 19:00:00	Mountain	yes	4.3
Sky	2016-07-27 20:00:00	Mountain	yes	1.28
Sky	2016-07-27 21:00:00	Mountain	yes	0.68
Sky	2016-07-27 22:00:00	Mountain	yes	1.64
Sky	2016-07-27 23:00:00	Mountain	yes	1.24
Sky	2016-07-28 00:00:00	Mountain	yes	0.41
Sky	2016-07-28 01:00:00	Mountain	yes	0.45
Sky	2016-07-28 02:00:00	Mountain	yes	2.41
Sky	2016-07-28 03:00:00	Mountain	yes	4.14
Sky	2016-07-28 04:00:00	Mountain	yes	4.85
Sky	2016-07-28 05:00:00	Mountain	yes	5.66
Sky	2016-07-28 06:00:00	Mountain	yes	2.69
Sky	2016-07-28 07:00:00	Mountain	yes	3.42
Sky	2016-07-28 08:00:00	Mountain	yes	4.46
Sky	2016-07-28 09:00:00	Mountain	yes	4.7
Sky	2016-07-28 10:00:00	Mountain	yes	5.63
Sky	2016-07-28 11:00:00	Mountain	yes	6.47
Sky	2016-07-28 12:00:00	Mountain	yes	7
Sky	2016-07-28 13:00:00	Mountain	yes	7.14
Sky	2016-07-28 14:00:00	Mountain	yes	6.79
Sky	2016-07-28 15:00:00	Mountain	yes	5.42
Sky	2016-07-28 16:00:00	Mountain	yes	3.91
Sky	2016-07-28 17:00:00	Mountain	yes	3.98
Sky	2016-07-28 18:00:00	Mountain	yes	3.26
Sky	2016-07-28 19:00:00	Mountain	yes	3.69
Sky	2016-07-28 20:00:00	Mountain	yes	1.13
Sky	2016-07-28 21:00:00	Mountain	yes	1.15
Sky	2016-07-28 22:00:00	Mountain	yes	0.9
Sky	2016-07-28 23:00:00	Mountain	yes	0.94
Sky	2016-07-29 00:00:00	Mountain	yes	2.72
Sky	2016-07-29 01:00:00	Mountain	yes	0.84
Sky	2016-07-29 02:00:00	Mountain	yes	1.04
Sky	2016-07-29 03:00:00	Mountain	yes	0.72
Sky	2016-07-29 04:00:00	Mountain	yes	1.17
Sky	2016-07-29 05:00:00	Mountain	yes	1.46
Sky	2016-07-29 06:00:00	Mountain	yes	6.09
Sky	2016-07-29 07:00:00	Mountain	yes	4.21
Sky	2016-07-29 08:00:00	Mountain	yes	2.98
Sky	2016-07-29 09:00:00	Mountain	yes	6.03
Sky	2016-07-29 10:00:00	Mountain	yes	6.26
Sky	2016-07-29 11:00:00	Mountain	yes	5.78
Sky	2016-07-29 12:00:00	Mountain	yes	6.18
Sky	2016-07-29 13:00:00	Mountain	yes	5.41
Sky	2016-07-29 14:00:00	Mountain	yes	4.38
Sky	2016-07-29 15:00:00	Mountain	yes	5.06
Sky	2016-07-29 16:00:00	Mountain	yes	3.73
Sky	2016-07-29 17:00:00	Mountain	yes	4.95
Sky	2016-07-29 18:00:00	Mountain	yes	4.63
Sky	2016-07-29 19:00:00	Mountain	yes	4.44
Sky	2016-07-29 20:00:00	Mountain	yes	3.23
Sky	2016-07-29 21:00:00	Mountain	yes	1.64
Sky	2016-07-29 22:00:00	Mountain	yes	0.85
Sky	2016-07-29 23:00:00	Mountain	yes	1.01
Sky	2016-07-30 00:00:00	Mountain	yes	2.21
Sky	2016-07-30 01:00:00	Mountain	yes	1.57
Sky	2016-07-30 02:00:00	Mountain	yes	5.87
Sky	2016-07-30 03:00:00	Mountain	yes	4.88
Sky	2016-07-30 04:00:00	Mountain	yes	3.72
Sky	2016-07-30 05:00:00	Mountain	yes	5.8
Sky	2016-07-30 06:00:00	Mountain	yes	6.1
Sky	2016-07-30 07:00:00	Mountain	yes	6.84
Sky	2016-07-30 08:00:00	Mountain	yes	7
Sky	2016-07-30 09:00:00	Mountain	yes	5.86
Sky	2016-07-30 10:00:00	Mountain	yes	6.91
Sky	2016-07-30 11:00:00	Mountain	yes	6.65
Sky	2016-07-30 12:00:00	Mountain	yes	7.3
Sky	2016-07-30 13:00:00	Mountain	yes	6.58
Sky	2016-07-30 14:00:00	Mountain	yes	6.1
Sky	2016-07-30 15:00:00	Mountain	yes	7.89
Sky	2016-07-30 16:00:00	Mountain	yes	5.69
Sky	2016-07-30 17:00:00	Mountain	yes	4.37
Sky	2016-07-30 18:00:00	Mountain	yes	4.97
Sky	2016-07-30 19:00:00	Mountain	yes	5.66
Sky	2016-07-30 20:00:00	Mountain	yes	1.44
Sky	2016-07-30 21:00:00	Mountain	yes	1.31
Sky	2016-07-30 22:00:00	Mountain	yes	1.62
Sky	2016-07-30 23:00:00	Mountain	yes	1
Sky	2016-07-31 00:00:00	Mountain	yes	1.69
Sky	2016-07-31 01:00:00	Mountain	yes	3.19
Sky	2016-07-31 02:00:00	Mountain	yes	3.53
Sky	2016-07-31 03:00:00	Mountain	yes	4.32
Sky	2016-07-31 04:00:00	Mountain	yes	5.94
Sky	2016-07-31 05:00:00	Mountain	yes	6.9
Sky	2016-07-31 06:00:00	Mountain	yes	6.33
Sky	2016-07-31 07:00:00	Mountain	yes	7.2
Sky	2016-07-31 08:00:00	Mountain	yes	7.99
Sky	2016-07-31 09:00:00	Mountain	yes	9.1
Sky	2016-07-31 10:00:00	Mountain	yes	8.89
Sky	2016-07-31 11:00:00	Mountain	yes	7.52
Sky	2016-07-31 12:00:00	Mountain	yes	6.68
Sky	2016-07-31 13:00:00	Mountain	yes	7.35
Sky	2016-07-31 14:00:00	Mountain	yes	6.21
Sky	2016-07-31 15:00:00	Mountain	yes	4.7
Sky	2016-07-31 16:00:00	Mountain	yes	7.8
Sky	2016-07-31 17:00:00	Mountain	yes	7.4
Sky	2016-07-31 18:00:00	Mountain	yes	2.55
Sky	2016-07-31 19:00:00	Mountain	yes	5.83
Sky	2016-07-31 20:00:00	Mountain	yes	5.83
Sky	2016-07-31 21:00:00	Mountain	yes	5.45
Sky	2016-07-31 22:00:00	Mountain	yes	6.53
Sky	2016-07-31 23:00:00	Mountain	yes	9.99
Sky	2016-08-01 00:00:00	Mountain	yes	11.38
Sky	2016-08-01 01:00:00	Mountain	yes	9.22
Sky	2016-08-01 02:00:00	Mountain	yes	8.99
Sky	2016-08-01 03:00:00	Mountain	yes	6.37
Sky	2016-08-01 04:00:00	Mountain	yes	10.02
Sky	2016-08-01 05:00:00	Mountain	yes	12.67
Sky	2016-08-01 06:00:00	Mountain	yes	9.5
Sky	2016-08-01 07:00:00	Mountain	yes	9.7
Sky	2016-08-01 08:00:00	Mountain	yes	8.54
Sky	2016-08-01 09:00:00	Mountain	yes	6.9
Sky	2016-08-01 10:00:00	Mountain	yes	6.18
Sky	2016-08-01 11:00:00	Mountain	yes	6.81
Sky	2016-08-01 12:00:00	Mountain	yes	8.03
Sky	2016-08-01 13:00:00	Mountain	yes	8.08
Sky	2016-08-01 14:00:00	Mountain	yes	6.34
Sky	2016-08-01 15:00:00	Mountain	yes	4.62
Sky	2016-08-01 16:00:00	Mountain	yes	3.99
Sky	2016-08-01 17:00:00	Mountain	yes	5.28
Sky	2016-08-01 18:00:00	Mountain	yes	9.35
Sky	2016-08-01 19:00:00	Mountain	yes	4.88
Sky	2016-08-01 20:00:00	Mountain	yes	7.05
Sky	2016-08-01 21:00:00	Mountain	yes	2.3
Sky	2016-08-01 22:00:00	Mountain	yes	6.5
Sky	2016-08-01 23:00:00	Mountain	yes	2.59
Sky	2016-08-02 00:00:00	Mountain	yes	4.03
Sky	2016-08-02 01:00:00	Mountain	yes	1.73
Sky	2016-08-02 02:00:00	Mountain	yes	2.29
Sky	2016-08-02 03:00:00	Mountain	yes	5.1
Sky	2016-08-02 04:00:00	Mountain	yes	1.59
Sky	2016-08-02 05:00:00	Mountain	yes	3.1
Sky	2016-08-02 06:00:00	Mountain	yes	1.57
Sky	2016-08-02 07:00:00	Mountain	yes	2.41
Sky	2016-08-02 08:00:00	Mountain	yes	3.37
Sky	2016-08-02 09:00:00	Mountain	yes	3.86
Sky	2016-08-02 10:00:00	Mountain	yes	4.48
Sky	2016-08-02 11:00:00	Mountain	yes	6.09
Sky	2016-08-02 12:00:00	Mountain	yes	5.07
Sky	2016-08-02 13:00:00	Mountain	yes	7.2
Sky	2016-08-02 14:00:00	Mountain	yes	3.52
Sky	2016-08-02 15:00:00	Mountain	yes	2.67
Sky	2016-08-02 16:00:00	Mountain	yes	5.31
Sky	2016-08-02 17:00:00	Mountain	yes	3.94
Sky	2016-08-02 18:00:00	Mountain	yes	9.21
Sky	2016-08-02 19:00:00	Mountain	yes	5.21
Sky	2016-08-02 20:00:00	Mountain	yes	7.29
Sky	2016-08-02 21:00:00	Mountain	yes	4.86
Sky	2016-08-02 22:00:00	Mountain	yes	6.9
Sky	2016-08-02 23:00:00	Mountain	yes	3.37
Sky	2016-08-03 00:00:00	Mountain	yes	4.53
Sky	2016-08-03 01:00:00	Mountain	yes	3.36
Sky	2016-08-03 02:00:00	Mountain	yes	1.59
Sky	2016-08-03 03:00:00	Mountain	yes	5.6
Sky	2016-08-03 04:00:00	Mountain	yes	7.28
Sky	2016-08-03 05:00:00	Mountain	yes	7.24
Sky	2016-08-03 06:00:00	Mountain	yes	7.54
Sky	2016-08-03 07:00:00	Mountain	yes	6.61
Sky	2016-08-03 08:00:00	Mountain	yes	9.27
Sky	2016-08-03 09:00:00	Mountain	yes	7.81
Sky	2016-08-03 10:00:00	Mountain	yes	4.18
Sky	2016-08-03 11:00:00	Mountain	yes	6.02
Sky	2016-08-03 12:00:00	Mountain	yes	5.11
Sky	2016-08-03 13:00:00	Mountain	yes	5.6
Sky	2016-08-03 14:00:00	Mountain	yes	2.36
Sky	2016-08-03 15:00:00	Mountain	yes	3.84
