"","hylak_id","hybas_id","elevation","centr_lat","centr_lon"
"1",70,7070833220,1518,20.2372455318,-103.011379607
"2",78,6050040470,3815,-15.8815289093,-69.3537544958
"3",79,6060691260,3694,-18.8129432757,-67.0850089521
"4",119,3050696460,1642,51.0812019708,100.477348931
"5",136,4060050570,1601,42.4409603132,77.2661115496
"6",139,2070644030,1898,40.3564555291,45.328729494
"7",141,2070085990,1645,38.6435513706,42.9530650276
"8",143,4060050460,3194,36.8841231998,100.19996072
"9",147,4060050470,4539,31.787208612,88.985537921
"10",149,4060050910,4724,30.737344814,90.6021597685
"11",154,1050810660,1786,12.0118733012,37.3141494941
"12",760,7070415100,2360,44.4352671893,-110.36659838
"13",765,7080444000,2063,43.9002668482,-110.673726302
"14",778,7080482350,1805,41.9948035,-111.329838909
"15",784,7040585110,1838,41.0679623131,-109.562375747
"16",787,7080075670,1556,40.6429394816,-120.739419619
"17",792,7070073920,1898,39.0959186311,-120.033550731
"18",798,7090074940,1948,38.0079225709,-119.014581702
"19",850,7080074890,2131,29.3464110905,-107.838043572
"20",853,7080074360,1967,28.5623642156,-106.767139987
"21",858,7080074220,1831,19.951133968,-101.157598656
"22",870,7090077010,1556,14.6958491755,-91.1943417136
"23",916,6080505250,4080,-11.0158115503,-76.1060126267
"24",924,6090610020,3812,-15.1646486426,-70.0228046751
"25",933,6050040470,3661,-19.3583908917,-68.1074704758
"26",935,6070710440,3657,-19.8665601606,-67.8437209299
"27",937,6070709760,3657,-19.9306119774,-67.308779405
"28",941,6060040490,3654,-20.5536783872,-67.3526776051
"29",955,6080040850,2952,-24.6003382957,-68.9910485622
"30",1225,3080025010,1890,49.2357584323,99.0206014734
"31",1231,3070024580,1792,48.8338101862,97.3147043764
"32",1295,4080055200,2072,44.6036494449,81.1702709324
"33",1305,4080403900,3011,41.8404257134,75.1512400515
"34",1311,2080627740,1961,41.0466214616,43.2417206078
"35",1315,4080056130,3526,40.6334546998,75.2946716824
"36",1330,4070051940,3915,39.0296230964,73.4070057622
"37",1331,4080050600,2793,38.8680128333,93.8808105588
"38",1333,2090672010,1804,38.6751520363,43.5790582269
"39",1336,4070051820,4076,38.2948229094,97.5888101259
"40",1339,4060050500,2854,38.1220830657,90.7855627799
"41",1344,4060050510,3876,37.5553966958,89.3909588268
"42",1347,4080050420,2686,37.5001687752,93.9323439099
"43",1350,4080050720,2805,37.1380107086,96.9346933694
"44",1352,4060050770,4251,37.0764166632,88.4225674414
"45",1353,4050050270,2680,36.9964953785,95.093977389
"46",1354,4070052480,3061,36.6961751369,99.1118110722
"47",1357,4070051790,4713,36.3447482952,89.4139265567
"48",1358,4050589340,2569,36.0522906281,100.743205014
"49",1363,4040578830,1731,35.8181752955,103.191222726
"50",1364,4080584880,4881,35.9263157156,90.628559445
"51",1366,4080053780,4870,35.7478418433,90.1970396873
"52",1367,4070051560,4475,35.7346776614,92.8642202466
"53",1369,4080053040,4886,35.5872230768,91.1429665949
"54",1370,4070051560,4753,35.5493946522,91.9195856809
"55",1371,4080602220,4081,35.2974681551,98.5504742254
"56",1372,4070051470,4787,35.3081518735,89.2611004128
"57",1373,4070051120,4844,35.2134116767,79.8358410348
"58",1374,4070051340,4772,35.2120905996,90.3060900948
"59",1375,4080606820,4688,35.2210552968,92.1345229241
"60",1377,4070628060,4267,34.9038028868,97.7032493478
"61",1378,4080052930,5080,35.0233817784,81.0739223438
"62",1379,4080055440,4960,35.0352709256,83.1315708079
"63",1382,4070052370,4904,34.9524055406,81.5643460945
"64",1385,4070620840,4290,34.9303401948,97.261630433
"65",1386,4070051500,4855,34.8336096244,90.4384203449
"66",1387,4070051500,4857,34.7502590304,90.6360643277
"67",1389,4070051160,4818,34.572935187,89.0264497914
"68",1391,4080053430,4920,34.2204469097,82.3070493038
"69",1395,4080054210,4961,34.158873402,79.7794630527
"70",1397,4080053430,4937,33.9916734889,82.3949747096
"71",1399,4070051080,4812,34.0239248054,81.616860695
"72",1400,4060639900,4241,33.790701924,78.6827455335
"73",1401,4080053520,4525,33.9520368654,80.9057275065
"74",1402,4080054120,5062,33.8483222056,88.5907368181
"75",1403,4050607260,4239,33.6020656803,79.6370851454
"76",1404,4050050950,4935,33.4483278179,90.264977528
"77",1405,4080052350,4929,33.4003273148,89.8622610903
"78",1411,4080052330,4872,33.0162071652,89.7913737383
"79",1413,4090053490,4522,32.8978997127,78.3142118407
"80",1419,4080052950,4615,32.4494383201,89.9791072678
"81",1422,4070052400,4568,32.0753311156,90.8629681432
"82",1424,4060718400,4585,32.0267140225,91.4800096435
"83",1425,4070050780,4465,31.8958065662,87.5349997227
"84",1426,4080053240,4527,31.746338967,89.5141375665
"85",1427,4080055610,4551,31.7087946734,91.1592144644
"86",1428,4060050710,4554,31.7166540962,88.0002954359
"87",1429,4070709270,4563,31.5852156581,88.7229625286
"88",1431,4070050810,4716,31.5427522576,83.0776132181
"89",1433,4080052510,4529,31.5090592384,90.967422495
"90",1437,4060050670,4424,31.4109205747,84.0596580987
"91",1439,4060050710,4649,31.1219229608,88.3448878791
"92",1440,4070051810,4560,31.2544113346,90.5801953041
"93",1441,4080052510,4666,31.2185908166,91.1622078201
"94",1442,4080053120,4760,31.277929986,83.4495041773
"95",1443,4080053250,4623,31.2424544306,84.9601224445
"96",1444,4080056430,4629,31.2152534222,89.2023423107
"97",1445,4070728910,4567,31.1380179922,84.1167884721
"98",1447,4080051220,4685,31.0269532303,87.1436766959
"99",1448,4080052490,4656,30.9335906371,89.6707949209
"100",1449,4060050610,4612,30.9267949231,85.616581104
"101",1450,4070051040,4535,31.0713630222,86.6093290271
"102",1451,4080054270,5101,30.8897683816,83.5799239646
"103",1452,4070730580,4570,30.6910991507,81.2336091882
"104",1454,4050709990,4585,30.6844889841,81.4711157267
"105",1457,4080053910,4714,30.2943518727,86.4137237548
"106",1459,4080056500,5198,30.2136063203,84.7962261201
"107",1465,4090057640,5145,29.8382200217,85.7195077466
"108",1466,2070085930,1559,29.7127079892,53.5549022983
"109",1471,2070086600,1559,29.4030326758,53.7902886385
"110",1473,4060788290,4442,28.9550563821,90.7072810856
"111",1474,4080053370,4580,28.8896717148,85.5855749771
"112",1477,4070797480,5013,28.5656651074,90.3977156844
"113",1479,4080906600,1962,25.7887160637,100.195331827
"114",1483,4060883040,1886,24.8231500649,102.686478936
"115",1485,4080937150,1721,24.5193427253,102.886371883
"116",1555,1070817220,2224,9.51210620351,37.2203908302
"117",1560,1060850740,1590,8.38894063741,39.0806901336
"118",1562,1060041440,1636,7.98717505372,38.8316361635
"119",1563,1080916290,1585,7.60091508184,38.7556345748
"120",1564,1060041440,1579,7.61597116132,38.5961687935
"121",1565,1070043650,1557,7.46643380208,38.5130191285
"122",1591,1080044500,1881,-0.768264053301,36.3510824796
"123",1606,5070043970,1766,-3.8849604596,136.311453804
"124",7100,8080345080,1673,52.6621942573,-117.536812362
"125",7658,7090249900,1693,50.9179313135,-115.357904532
"126",8706,7121002550,1943,46.1852330335,-113.292000631
"127",8897,7070398710,1688,44.9697348721,-112.872204199
"128",8916,7121017650,1522,44.9463367947,-116.085501777
"129",8924,7070386370,1992,44.7816383942,-111.234057677
"130",8953,7090423030,2003,44.632548086,-112.275502765
"131",8960,7090422900,2015,44.6106811698,-111.72310578
"132",8962,7090429210,1975,44.6417109718,-111.404434719
"133",8980,7070416820,1639,44.4810566959,-109.233101746
"134",8991,7070446330,1922,44.4054896537,-111.511500604
"135",8999,7090436350,2378,44.370213836,-110.719105289
"136",9004,7121024350,1615,44.3090703246,-115.66296135
"137",9008,7090436350,2374,44.3045694804,-110.628580774
"138",9042,7070437090,1651,43.729887064,-122.042464876
"139",9073,7060446380,1711,43.2382563944,-111.111659631
"140",9079,7120459330,1767,43.1920989107,-109.106488389
"141",9080,7090460430,1595,43.1847735016,-108.601302477
"142",9081,7120457900,1581,43.1599107951,-122.151706168
"143",9088,7080459310,1863,42.9141098353,-111.608756334
"144",9092,7120083040,1882,42.9419287264,-122.10611759
"145",9095,7120469490,2265,42.9528595787,-109.803876513
"146",9117,7060485210,1782,42.4219002702,-106.925580067
"147",9127,7060485210,1935,42.0457271396,-106.84365195
"148",9132,7070494330,1979,42.0805373613,-110.123960257
"149",9137,7121050710,1594,41.9231854845,-120.037012512
"150",9141,7120494340,2117,41.8774344164,-105.713601385
"151",9145,7120494420,2121,41.8533278023,-105.607747023
"152",9147,7070484070,1891,41.6651313919,-115.806519264
"153",9148,7090075630,1681,41.6981171661,-119.840861003
"154",9149,7090077460,1714,41.6605309163,-119.599591175
"155",9165,7121060870,1681,41.0901294679,-120.397980304
"156",9170,7120078860,1612,40.8267172713,-120.692214493
"157",9178,7120528090,1539,40.6630939642,-120.503355409
"158",9181,7090527640,1878,40.618671328,-111.409561681
"159",9188,7100533360,1535,40.2713058634,-120.963056148
"160",9189,7080536570,1742,40.1916513902,-110.464396462
"161",9193,7080538500,2523,40.1543207031,-105.849114058
"162",9194,7080537620,2318,40.1732585318,-111.125017626
"163",9200,7120545430,1765,39.9141267127,-120.512090389
"164",9206,7080540480,2751,39.6015400677,-106.058735649
"165",9212,7121078210,1816,39.4779020291,-120.136236199
"166",9221,7100556050,1531,39.3063515916,-111.934658721
"167",9233,7100566000,2614,38.9314484216,-105.520761478
"168",9241,7120576830,2698,38.5479325252,-111.709914163
"169",9244,7070570830,2289,38.4726071606,-107.215002546
"170",9275,7080602610,2064,37.6101940092,-118.74128182
"171",9277,7030008710,2111,37.5225539779,-108.550170566
"172",9298,7060619150,1853,36.9181848029,-107.494203351
"173",9301,7080628070,2190,36.6929780757,-106.696998587
"174",9304,7080628070,2103,36.6221777571,-106.751358584
"175",9323,7070636470,1901,36.2665409712,-106.472498621
"176",9395,7120678190,2059,34.2531542513,-116.928323996
"177",9611,7090076370,2105,28.1506263469,-106.96918466
"178",9668,7080074560,1958,24.9173333948,-104.901526433
"179",9722,7050822270,1561,20.634963493,-99.509153048
"180",9725,7120832460,1548,20.4184471565,-103.3233658
"181",9729,7080833380,1726,20.2504476867,-101.132450413
"182",9730,7080834350,2024,20.1300841121,-99.3681221329
"183",9731,7090834600,1711,20.1189661989,-101.755590522
"184",9733,7060831510,1890,20.0714034319,-100.598519459
"185",9735,7090833760,2617,19.9930638979,-99.706115228
"186",9736,7080836490,2344,20.0457108099,-100.241909311
"187",9738,7080074220,1831,19.9262752215,-100.917961208
"188",9739,7080075950,2037,19.6201189197,-101.626009799
"189",9741,7080841740,2560,19.4646532213,-100.002842042
"190",9743,7080074600,2343,19.2962646727,-97.6150250062
"191",9745,7090841810,1783,19.1965715815,-100.153019121
"192",9751,7080845780,2059,18.9192886048,-98.193309812
"193",9945,6070102080,1881,6.26583909301,-75.1852640596
"194",9947,6100114950,3014,5.53971596398,-72.9252412231
"195",9949,6120118270,2581,4.97176452481,-73.8331040353
"196",9961,6090195650,2781,1.08821703223,-77.1509771998
"197",10169,6090503840,4301,-10.835684184,-76.4844716094
"198",10170,6080505250,4079,-10.9348817317,-76.2258256882
"199",10171,6120512770,4580,-11.0476415934,-76.4467738877
"200",10199,6120564290,4620,-13.2150888748,-75.1530539596
"201",10201,6090566380,4517,-13.2006619076,-75.0757050228
"202",10215,6120579860,4868,-13.857627222,-71.0326161284
"203",10218,6100580880,3665,-14.0209126977,-71.5270500536
"204",10233,6080583690,3956,-14.4801808574,-71.2184557907
"205",10240,6120601720,4602,-14.767971579,-69.2833638973
"206",10246,6090043400,3274,-15.2901511167,-73.6966079563
"207",10249,6060628360,4816,-15.3640293582,-70.8475068217
"208",10251,6100616970,4601,-15.3569720256,-71.0396413124
"209",10260,6120619320,3840,-15.7414630458,-70.1878054087
"210",10261,6090619890,4174,-15.7240697666,-70.7425012132
"211",10264,6090620000,4154,-15.7835363658,-70.6354065006
"212",10285,6080637080,4312,-16.3658373735,-71.1401869888
"213",10288,6080636130,4535,-16.7401083802,-70.2015557653
"214",10289,6060654280,3821,-16.7122510818,-68.9758642336
"215",10290,6120046840,4562,-16.869302383,-70.0384516363
"216",10292,6080041590,4457,-16.9246932056,-70.3920939759
"217",10300,6090657430,2699,-17.5477040425,-66.0701198529
"218",10301,6070670810,3734,-17.5651108148,-67.5454887362
"219",10304,6090665020,3718,-17.7581391695,-67.3571678514
"220",10308,6070681320,3706,-18.1048579613,-67.0913644859
"221",10309,6120046350,4556,-18.2436766832,-69.1490566865
"222",10312,6090043570,4260,-18.8362398595,-69.0477133303
"223",10318,6070693580,3665,-19.2982928453,-67.972347936
"224",10319,6070693570,3662,-19.3243168043,-68.4432075867
"225",10322,6090697210,3665,-19.5787046869,-67.8756466396
"226",10334,6090044470,4525,-21.9010935616,-67.8621495475
"227",10335,6090043310,4431,-21.9549899637,-67.5946671261
"228",10337,6080041760,4288,-22.2035026557,-67.776715416
"229",10338,6070040870,3659,-22.3594639329,-66.0034383569
"230",10339,6090045610,4534,-22.4254132523,-67.0096514499
"231",10340,6100750840,4390,-22.4751736428,-67.5552738655
"232",10341,6090041780,4392,-22.5340413093,-67.6101864085
"233",10344,6090043470,4488,-22.5905892694,-66.913903011
"234",10346,6090044640,4537,-22.6154096522,-67.200744032
"235",10347,6090045390,4438,-22.6870284712,-66.7925327758
"236",10355,6080041400,4317,-23.0436193365,-67.2743485791
"237",10365,6120045980,4143,-23.7260244707,-67.7683044562
"238",10371,6080040880,3965,-25.3291300905,-66.9537912858
"239",10372,6120791590,3964,-25.4118326324,-67.0294696087
"240",10379,6090044440,4571,-26.0228508477,-67.0438127813
"241",10382,6090042300,4332,-26.8815111721,-68.4671146197
"242",10383,6090043080,4002,-26.9844047395,-68.1554235595
"243",10392,6080041050,4087,-27.3800587876,-68.6885133625
"244",10395,6090043150,4132,-27.4612962285,-69.2306104674
"245",10398,6120818490,4088,-27.5658969563,-68.6494488668
"246",10399,6080041050,4089,-27.6338780973,-68.5699712086
"247",10412,6080042220,4261,-28.3015408957,-68.8397099175
"248",10449,6050862860,1531,-30.1800984134,-69.0851232443
"249",10498,6090898750,3289,-34.1638376226,-69.694652837
"250",10533,6080908470,2163,-36.0548087522,-70.5013598854
"251",10535,6090914070,2492,-36.1795816147,-70.5175193298
"252",10536,6090915180,2021,-36.3493268401,-70.6413098817
"253",13679,3070656070,1810,51.5191026768,91.1668325486
"254",13685,3050651040,1534,51.3948504771,99.3821038681
"255",13698,3100659480,1534,51.2405385021,99.4870221602
"256",13740,3090673070,2198,50.4870470469,89.7034190466
"257",13762,3120678300,2304,50.3557342765,89.8272263776
"258",13788,3090025680,1542,49.9317621341,99.9279982337
"259",13833,3120695460,1879,49.4160308105,98.5231904157
"260",13844,3100698100,1999,49.3512320083,97.5283248903
"261",13856,3120027000,1697,49.233451035,91.2772549111
"262",13863,3070024630,1666,49.1591289666,96.5793007404
"263",13866,3120029230,2042,49.1386325477,97.4591387953
"264",13870,3080024740,1571,49.0992365911,91.9113653139
"265",13873,3120700840,2009,49.0644244141,99.4839468384
"266",13874,3090701760,1941,49.0228677508,97.1517577052
"267",13912,3120708200,1873,48.7332945015,95.8633050192
"268",13920,3120987420,2483,48.614719483,88.929090741
"269",13926,3080708970,2078,48.6498868188,88.3039470971
"270",13928,3090708570,2074,48.5534009362,90.0522396906
"271",13931,3080708970,2071,48.5455895274,88.5950844329
"272",13937,3090024660,1503,48.4573667151,95.1064311559
"273",13939,3080708910,2226,48.3540497134,88.8397252291
"274",13943,3080025210,1981,48.352060805,96.1099943792
"275",13952,3100712630,2386,48.23444034,90.6473408718
"276",13957,3120714700,2054,48.1576370864,99.5275170354
"277",13959,3080714650,2054,48.1588667314,99.7024352433
"278",13960,3080713500,2576,48.050226962,90.1729274706
"279",13987,3120721360,2476,47.6000766079,97.3422500308
"280",13998,3090724550,2625,47.5154869186,98.5244911528
"281",14057,3080024530,1686,46.673469003,93.2413265333
"282",14078,3080024970,1599,46.4595828086,94.0602163362
"283",14332,4070051610,1577,43.6654619096,92.7709539226
"284",14359,4080055420,1893,43.3935292644,94.2195044609
"285",14416,4090368650,1743,42.3123125117,75.9438241836
"286",14449,2121213100,1991,41.6457033532,43.6255292267
"287",14454,2070616770,1505,41.619426302,44.0412186591
"288",14462,2090616980,2077,41.4427956155,43.8099674227
"289",14475,2120618180,1798,41.2115398083,43.217695014
"290",14482,2121217590,2022,41.0573844572,43.6238143605
"291",14556,4070051300,1551,40.0996064622,77.3487221692
"292",14583,2121230980,2251,39.7740590991,43.5632646362
"293",14625,2120664170,2162,39.1376680255,41.7397482678
"294",14637,4070489570,2808,39.0656959949,94.2139706488
"295",14641,2120663840,1582,39.0218237759,42.2995885537
"296",14657,2120669280,1813,38.8635905087,42.2898558882
"297",14661,2090673030,1652,38.8112234715,42.9874403358
"298",14673,2120102770,2249,38.6215958579,42.2223249734
"299",14701,4060508830,3264,38.2263401281,72.7776902375
"300",14704,4100510480,2743,38.2336020819,94.3161298103
"301",14731,4080054310,3149,37.8386884847,95.2461608468
"302",14733,4060534300,3719,37.7641335394,72.8836897411
"303",14735,4070051250,2684,37.7070811057,93.4067369671
"304",14748,4070051570,3173,37.4883829383,95.512504023
"305",14750,4090535360,4115,37.4424392623,73.6913566634
"306",14753,4090538890,3142,37.3914729684,71.3461652002
"307",14760,4080537400,3885,37.3014727642,90.3075251241
"308",14765,4080541360,2814,37.2843042556,96.8947741199
"309",14766,4090539690,4024,37.229433706,74.1797726106
"310",14771,4080544200,2849,37.1291775901,97.5521787218
"311",14781,4090057150,4089,37.0826191483,90.5403053087
"312",14785,4080547770,2681,36.9718397829,94.5030531939
"313",14787,4090550660,3197,37.0067673588,100.567243269
"314",14789,4070548350,2679,37.0639455646,94.3059847506
"315",14790,4070549650,2680,36.9588298447,95.6161251018
"316",14791,4100547520,4103,36.9777164935,90.738236479
"317",14793,4120550400,2680,36.9115988725,95.4883604545
"318",14795,4070051860,2937,36.9395303972,98.2005908538
"319",14797,4070051860,2938,36.8456135988,98.4567709207
"320",14799,4120555340,3194,36.8892429641,100.520067989
"321",14800,4080559100,2680,36.9110878387,95.9316739298
"322",14803,4080551590,2680,36.820054471,95.2590685471
"323",14806,4060549450,2680,36.7530325969,95.3163903384
"324",14812,4080558140,2679,36.7323388466,95.4244437443
"325",14815,4070557960,4233,36.5886386267,84.4564726551
"326",14828,4090570730,4854,36.3733141239,90.6973343238
"327",14832,4090054770,4873,36.2894353565,88.2755522564
"328",14835,4070051790,4713,36.2580133423,89.5647594634
"329",14836,4090056040,4877,36.1872293201,88.1475708006
"330",14837,4090062520,4878,36.1686071491,89.3210822663
"331",14838,4090055660,4841,36.1435305686,88.967318349
"332",14839,4090580510,2160,36.1509222226,101.76588288
"333",14840,4080578830,1620,35.9828341369,103.240585296
"334",14843,4080053540,4902,36.0485393889,86.0190209151
"335",14844,4090058640,4848,36.0256278345,88.5101472645
"336",14845,4080053560,4856,36.0127959676,88.7654323859
"337",14846,4080054300,4841,35.9939761481,88.1104117055
"338",14847,4080053870,4807,35.9833967586,87.3553212383
"339",14848,4070584890,4438,35.9929293486,93.2585123579
"340",14849,4090582070,5002,35.99017942,90.1191581958
"341",14851,4121364460,4881,35.9771928432,89.2219323055
"342",14853,4080052120,4792,35.9219942191,86.9713133446
"343",14856,4120060880,4940,35.8998231096,85.2745362769
"344",14861,4050589340,1997,35.8837938335,102.09756667
"345",14862,4090060710,4701,35.8678874503,78.5692893623
"346",14864,4080055410,4858,35.8045894451,89.4183352651
"347",14867,4090053950,4902,35.780644701,83.4617435078
"348",14870,4120056630,4672,35.7373132791,81.5607723992
"349",14871,4080053470,4882,35.7387136832,86.6988755004
"350",14872,4090058280,4886,35.6962501162,91.373851737
"351",14875,4080053260,4848,35.6884187037,87.2655022126
"352",14877,4120064580,4669,35.6707958479,81.6194181961
"353",14878,4080053040,4911,35.6022643616,90.6218602753
"354",14879,4080051680,4760,35.6371941932,79.3643223747
"355",14880,4121368800,4908,35.6104022984,90.367602819
"356",14881,4080052920,4466,35.5790463765,93.1730498701
"357",14883,4080595300,4101,35.5720824243,97.1216360797
"358",14884,4080054050,5049,35.5646882187,82.7542248891
"359",14889,4080052920,4439,35.5323659126,93.4069963652
"360",14890,4120596100,4472,35.5234678806,93.2006656881
"361",14892,4080051740,4815,35.4547188147,88.447098373
"362",14894,4060050980,4778,35.4306903495,84.6551978981
"363",14895,4080051740,4815,35.4130933954,88.3705859486
"364",14896,4090598280,4572,35.4155447488,95.1117721428
"365",14898,4090058570,4783,35.330017482,91.8602609291
"366",14899,4080598480,4395,35.3283598358,95.6059632554
"367",14900,4080052520,4744,35.2903778247,87.2602471283
"368",14901,4070051630,4889,35.2955382176,83.1179409034
"369",14902,4090058570,4783,35.2835819414,91.9294660084
"370",14904,4080610410,4127,35.303987243,99.1758214308
"371",14905,4090608100,4770,35.2721339358,89.9464908126
"372",14906,4100605980,4535,35.2086611641,95.1268491867
"373",14907,4080608510,4782,35.2297045292,91.2123424
"374",14908,4080608120,4772,35.2035356129,90.532964712
"375",14909,4121374450,4771,35.2174948321,90.0027483299
"376",14913,4080052050,4793,35.1259279892,86.7436220319
"377",14914,4090054540,4797,35.0686136623,90.5371013969
"378",14916,4080052240,4795,35.0477316187,87.0775272689
"379",14917,4080052240,4800,35.0500477218,86.9619402917
"380",14919,4080056680,4764,35.0266516899,87.6579119817
"381",14920,4080053670,4825,35.0170129686,88.0509795101
"382",14921,4120617220,4290,34.9628794645,97.4753014797
"383",14925,4090058330,4847,34.9537655465,89.2357131496
"384",14929,4120059380,4899,34.9048377128,88.3843084165
"385",14930,4120617590,5048,34.8796428863,81.959687537
"386",14932,4120618410,5103,34.9185013202,82.2172221067
"387",14933,4070052890,5202,34.8895164303,79.3545721699
"388",14934,4090615850,4213,34.8673005724,98.0202511611
"389",14935,4120618480,4214,34.8288707666,98.1037875942
"390",14937,4090060510,4872,34.8787544552,89.0571701363
"391",14938,4120619270,4209,34.7867797787,98.1982020846
"392",14939,4120620270,4208,34.7798177145,98.2878541364
"393",14940,4090057380,4805,34.8061728029,92.2244184827
"394",14942,4100061000,5116,34.7640818013,80.1701073761
"395",14943,4080053230,5039,34.7383298576,81.8943476564
"396",14944,4080055280,4839,34.7128010486,89.0339023033
"397",14945,4090621920,4921,34.7068547274,86.3951216212
"398",14947,4090063370,4905,34.7011546585,87.193097952
"399",14948,4080053550,5187,34.6846364601,79.6927536991
"400",14952,4090629370,4818,34.6511136944,88.6985025761
"401",14954,4080056660,5004,34.6144334269,80.45676486
"402",14955,4120058760,4662,34.596244747,92.4632713019
"403",14956,4080053970,5051,34.6073542335,80.248576749
"404",14958,4090628500,4919,34.5778992329,87.2105044324
"405",14959,4080627810,5194,34.5337120034,81.0356055986
"406",14960,4080052250,4920,34.5763949429,87.3074129888
"407",14962,4120059050,4854,34.5590405395,90.8534708166
"408",14964,4120629670,4818,34.5286444621,89.1239574253
"409",14965,4090055590,5057,34.5327631936,84.6986581236
"410",14966,4090628170,5099,34.4780769668,81.7945067418
"411",14967,4080052250,4922,34.5110149543,87.0948716107
"412",14968,4090625710,4416,34.4899256576,97.7251902035
"413",14969,4120061310,5021,34.4953141099,80.44310781
"414",14970,4120632650,4167,34.4988575528,98.742580062
"415",14972,4080053230,5100,34.4406920278,81.9423256132
"416",14973,4120056870,4914,34.4293401502,88.5625049929
"417",14974,4120633180,4825,34.4292083444,88.0704401329
"418",14975,4090058580,5095,34.4328342563,82.3359569401
"419",14976,4120633240,4918,34.4279176025,83.5569367226
"420",14977,4090058530,5166,34.4013650097,85.7659358872
"421",14978,4080055470,4829,34.3954557075,87.9887116666
"422",14979,4080053460,4813,34.389822628,84.2497654068
"423",14980,4090056780,4840,34.3825194238,89.206562724
"424",14982,4090634440,4788,34.4179692948,91.0326967918
"425",14983,4080055310,4883,34.364764679,87.4927940533
"426",14984,4090058130,4885,34.3406494403,85.2274377414
"427",14985,4120632760,4173,34.3254666743,98.7499058777
"428",14986,4080631610,4174,34.3230259677,98.6606452867
"429",14988,4080637090,4675,34.3415238486,91.5906502952
"430",14989,4070634760,1574,34.3565244822,74.5548509001
"431",14990,4120061940,5086,34.288321413,89.7138807228
"432",14991,4120065800,5204,34.2654681215,85.7188856533
"433",14993,4070051760,4886,34.2441289543,83.8110576083
"434",14994,4090063240,5039,34.2159351668,89.7491868564
"435",14996,4080639110,4649,34.1974288241,91.6946856843
"436",14997,4080056300,4935,34.1967307093,87.7955607151
"437",14998,4070052620,5021,34.1713928927,83.1500850108
"438",14999,4080055600,4913,34.1654465541,88.4366007429
"439",15002,4090640450,5275,34.0965497242,90.2634920787
"440",15003,4120643160,1581,34.1165061202,74.860636757
"441",15005,4090058050,4880,34.0488730894,85.6072358047
"442",15007,4121388280,4531,34.0105785708,97.2297357612
"443",15008,4080650100,4988,34.0109670523,89.952903245
"444",15009,4080055330,4971,33.9754568431,86.0443347122
"445",15010,4080054060,4909,33.9681222489,86.4936509288
"446",15012,4080056110,4822,33.9170377528,86.6935818999
"447",15013,4090058230,4922,33.8867003937,91.194190533
"448",15014,4080052990,4836,33.8616332961,87.0180958543
"449",15015,4080055650,4942,33.8652751136,88.3086678126
"450",15016,4060050950,4973,33.8704028563,89.9305444437
"451",15017,4120063750,5062,33.8095771103,90.5139188863
"452",15018,4080658530,4956,33.8022236669,90.3595533229
"453",15020,4090061150,5061,33.7161067717,82.6699130552
"454",15021,4120654090,5000,33.738666819,90.6359535885
"455",15023,4080658360,4954,33.7275164519,90.0134419388
"456",15024,4080054710,4755,33.6911555368,86.8387263527
"457",15025,4080051320,4675,33.6521965961,85.7969795584
"458",15026,4080054700,4947,33.6357459557,89.7125624258
"459",15027,4121393800,4936,33.6177149437,90.2141323027
"460",15028,4090654550,4765,33.5592543094,86.9615749225
"461",15029,4090657200,4291,33.5306320103,78.909028209
"462",15030,4070051780,4582,33.5492693723,84.5927594432
"463",15031,4080657260,3442,33.4527284171,102.814569036
"464",15032,4090660490,4959,33.5407788913,88.7054244476
"465",15033,4080052910,4958,33.4499256335,88.7075861631
"466",15034,4080660200,4289,33.3673524294,80.5527329029
"467",15035,4090658830,3445,33.3625390237,102.796762013
"468",15036,4080053280,4772,33.3885800958,82.9765971733
"469",15037,4070052640,4513,33.3650966751,84.193870618
"470",15038,4080056520,4531,33.3118519674,77.9978120025
"471",15040,4120072400,4767,33.2611223099,83.0100863167
"472",15041,4080055990,4756,33.2219814147,88.3926928467
"473",15043,4090058940,4861,33.194920563,86.665342815
"474",15044,4080052590,4840,33.1707186819,89.0007192857
"475",15046,4080054530,4777,33.1592882566,88.0855426448
"476",15050,4090674150,4892,33.1507910752,89.7009676566
"477",15051,4090669360,4846,33.0601295108,89.0681450073
"478",15052,4050607260,4345,33.1045244907,80.2829401884
"479",15054,4120073860,4438,33.0744269199,96.2952966625
"480",15055,4080671640,4706,33.0905379222,93.2116557798
"481",15056,4080053320,4337,33.0979012822,80.3929556181
"482",15058,4080053320,4321,33.0351863807,80.5758068124
"483",15062,4080055260,4822,32.9843803664,88.697862
"484",15063,4080051270,4557,32.9806855983,86.7464336965
"485",15065,4090059990,4675,32.962991268,84.4587430223
"486",15069,4090059190,4816,32.9020695581,88.4369118074
"487",15070,4080054430,4727,32.8988598704,88.1950183053
"488",15071,4080052000,4378,32.9213372285,82.084656641
"489",15073,4080057030,4810,32.8938966953,88.8517125526
"490",15074,4080052000,4376,32.8343106349,82.1968355527
"491",15075,4090680570,4756,32.8275174388,87.8852891633
"492",15076,4080053530,4758,32.7864786875,87.8185594643
"493",15079,4080052660,4425,32.7594570848,81.7378713317
"494",15081,2070786400,2023,32.7122391239,50.5918651225
"495",15082,4090060460,4594,32.734158126,84.26047855
"496",15085,4080054790,4839,32.7067335101,89.577964117
"497",15091,4080056960,4869,32.6743274219,85.4450124219
"498",15095,4080055060,4672,32.5837614339,86.2431721948
