lakeID	dateTime	localTZ	daylightSavings	wtr0.5	wtr2.0	wtr4.0	wtr6.0	wtr7.0
Sky	2016-07-14 14:30:00	Mountain	yes	8.04	7.5	7.38	7.38	7.24
Sky	2016-07-14 15:00:00	Mountain	yes	8.1	7.5	7.38	7.38	7.16
Sky	2016-07-14 15:30:00	Mountain	yes	8.3	7.5	7.38	7.38	7.24
Sky	2016-07-14 16:00:00	Mountain	yes	8.38	7.75	7.88	7.63	7.24
Sky	2016-07-14 16:30:00	Mountain	yes	8.32	7.75	7.88	7.63	7.36
Sky	2016-07-14 17:00:00	Mountain	yes	8.4	7.75	7.88	7.63	7.88
Sky	2016-07-14 17:30:00	Mountain	yes	8.52	7.75	7.88	7.63	8.16
Sky	2016-07-14 18:00:00	Mountain	yes	8.34	7.63	8	7.5	7.98
Sky	2016-07-14 18:30:00	Mountain	yes	8.28	7.63	8	7.5	7.96
Sky	2016-07-14 19:00:00	Mountain	yes	8.26	7.63	8	7.5	7.86
Sky	2016-07-14 19:30:00	Mountain	yes	8.18	7.63	8	7.5	7.9
Sky	2016-07-14 20:00:00	Mountain	yes	8.16	7.5	7.75	7.5	7.92
Sky	2016-07-14 20:30:00	Mountain	yes	8.14	7.5	7.75	7.5	7.8
Sky	2016-07-14 21:00:00	Mountain	yes	8.18	7.5	7.75	7.5	7.72
Sky	2016-07-14 21:30:00	Mountain	yes	8.24	7.5	7.75	7.5	7.4
Sky	2016-07-14 22:00:00	Mountain	yes	8.22	7.5	7.63	7.13	7.48
Sky	2016-07-14 22:30:00	Mountain	yes	8.26	7.5	7.63	7.13	7.46
Sky	2016-07-14 23:00:00	Mountain	yes	8.18	7.5	7.63	7.13	7.44
Sky	2016-07-14 23:30:00	Mountain	yes	8.14	7.5	7.63	7.13	7.38
Sky	2016-07-15 00:00:00	Mountain	yes	8.06	7.38	7.5	7.25	7.34
Sky	2016-07-15 00:30:00	Mountain	yes	7.98	7.38	7.5	7.25	7.2
Sky	2016-07-15 01:00:00	Mountain	yes	7.86	7.38	7.5	7.25	7.36
Sky	2016-07-15 01:30:00	Mountain	yes	7.82	7.38	7.5	7.25	7.46
Sky	2016-07-15 02:00:00	Mountain	yes	7.76	7.13	7.5	7.13	7.34
Sky	2016-07-15 02:30:00	Mountain	yes	7.76	7.13	7.5	7.13	7.36
Sky	2016-07-15 03:00:00	Mountain	yes	7.72	7.13	7.5	7.13	7.42
Sky	2016-07-15 03:30:00	Mountain	yes	7.68	7.13	7.5	7.13	7.26
Sky	2016-07-15 04:00:00	Mountain	yes	7.68	7	7.38	7	7.38
Sky	2016-07-15 04:30:00	Mountain	yes	7.66	7	7.38	7	7.18
Sky	2016-07-15 05:00:00	Mountain	yes	7.6	7	7.38	7	7.2
Sky	2016-07-15 05:30:00	Mountain	yes	7.6	7	7.38	7	7.26
Sky	2016-07-15 06:00:00	Mountain	yes	7.56	6.88	7.25	6.88	7.2
Sky	2016-07-15 06:30:00	Mountain	yes	7.5	6.88	7.25	6.88	7.16
Sky	2016-07-15 07:00:00	Mountain	yes	7.44	6.88	7.25	6.88	7.08
Sky	2016-07-15 07:30:00	Mountain	yes	7.44	6.88	7.25	6.88	7
Sky	2016-07-15 08:00:00	Mountain	yes	7.42	6.88	7.13	6.75	7.2
Sky	2016-07-15 08:30:00	Mountain	yes	7.48	6.88	7.13	6.75	7.18
Sky	2016-07-15 09:00:00	Mountain	yes	7.5	6.88	7.13	6.75	6.98
Sky	2016-07-15 09:30:00	Mountain	yes	7.5	6.88	7.13	6.75	7.1
Sky	2016-07-15 10:00:00	Mountain	yes	NA	7	7.13	6.88	7.28
Sky	2016-07-15 10:30:00	Mountain	yes	NA	7	7.13	6.88	7.16
Sky	2016-07-15 11:00:00	Mountain	yes	NA	7	7.13	6.88	7.26
Sky	2016-07-15 11:30:00	Mountain	yes	NA	7	7.13	6.88	7.48
Sky	2016-07-15 12:00:00	Mountain	yes	NA	7.38	7.38	7.25	7.5
Sky	2016-07-15 12:30:00	Mountain	yes	NA	7.38	7.38	7.25	7.62
Sky	2016-07-15 13:00:00	Mountain	yes	8	7.38	7.38	7.25	7.74
Sky	2016-07-15 13:30:00	Mountain	yes	8	7.38	7.38	7.25	7.34
Sky	2016-07-15 14:00:00	Mountain	yes	8.06	7.5	7.63	7.25	7.24
Sky	2016-07-15 14:30:00	Mountain	yes	8.1	7.5	7.63	7.25	7.26
Sky	2016-07-15 15:00:00	Mountain	yes	8.28	7.5	7.63	7.25	7.28
Sky	2016-07-15 15:30:00	Mountain	yes	8.24	7.5	7.63	7.25	7.22
Sky	2016-07-15 16:00:00	Mountain	yes	8.12	7.5	7.75	7.5	7.52
Sky	2016-07-15 16:30:00	Mountain	yes	8.18	7.5	7.75	7.5	7.56
Sky	2016-07-15 17:00:00	Mountain	yes	8.1	7.5	7.75	7.5	7.72
Sky	2016-07-15 17:30:00	Mountain	yes	8.06	7.5	7.75	7.5	7.46
Sky	2016-07-15 18:00:00	Mountain	yes	8.1	7.5	7.75	7.25	7.4
Sky	2016-07-15 18:30:00	Mountain	yes	8.22	7.5	7.75	7.25	7.38
Sky	2016-07-15 19:00:00	Mountain	yes	8.12	7.5	7.75	7.25	7.36
Sky	2016-07-15 19:30:00	Mountain	yes	8	7.5	7.75	7.25	7.54
Sky	2016-07-15 20:00:00	Mountain	yes	7.98	7.38	7.63	7	7.86
Sky	2016-07-15 20:30:00	Mountain	yes	8	7.38	7.63	7	7.4
Sky	2016-07-15 21:00:00	Mountain	yes	8.18	7.38	7.63	7	7.26
Sky	2016-07-15 21:30:00	Mountain	yes	8.22	7.38	7.63	7	7.2
Sky	2016-07-15 22:00:00	Mountain	yes	8.12	7.38	7.63	7.13	7.32
Sky	2016-07-15 22:30:00	Mountain	yes	8.04	7.38	7.63	7.13	7.32
Sky	2016-07-15 23:00:00	Mountain	yes	7.98	7.38	7.63	7.13	7.28
Sky	2016-07-15 23:30:00	Mountain	yes	7.94	7.38	7.63	7.13	7.4
Sky	2016-07-16 00:00:00	Mountain	yes	7.94	7.38	7.5	6.88	7.18
Sky	2016-07-16 00:30:00	Mountain	yes	7.96	7.38	7.5	6.88	7.04
Sky	2016-07-16 01:00:00	Mountain	yes	7.96	7.38	7.5	6.88	7.12
Sky	2016-07-16 01:30:00	Mountain	yes	7.94	7.38	7.5	6.88	7.14
Sky	2016-07-16 02:00:00	Mountain	yes	7.9	7.25	7.38	6.75	7.1
Sky	2016-07-16 02:30:00	Mountain	yes	7.86	7.25	7.38	6.75	7.1
Sky	2016-07-16 03:00:00	Mountain	yes	7.82	7.25	7.38	6.75	7.1
Sky	2016-07-16 03:30:00	Mountain	yes	7.82	7.25	7.38	6.75	6.98
Sky	2016-07-16 04:00:00	Mountain	yes	7.78	7.13	7.38	6.63	6.86
Sky	2016-07-16 04:30:00	Mountain	yes	7.76	7.13	7.38	6.63	6.86
Sky	2016-07-16 05:00:00	Mountain	yes	7.76	7.13	7.38	6.63	6.82
Sky	2016-07-16 05:30:00	Mountain	yes	7.74	7.13	7.38	6.63	6.72
Sky	2016-07-16 06:00:00	Mountain	yes	7.72	7.13	7.13	6.5	6.7
Sky	2016-07-16 06:30:00	Mountain	yes	7.72	7.13	7.13	6.5	6.72
Sky	2016-07-16 07:00:00	Mountain	yes	7.72	7.13	7.13	6.5	6.68
Sky	2016-07-16 07:30:00	Mountain	yes	7.74	7.13	7.13	6.5	6.58
Sky	2016-07-16 08:00:00	Mountain	yes	7.74	7.13	7.38	7	6.88
Sky	2016-07-16 08:30:00	Mountain	yes	7.74	7.13	7.38	7	6.86
Sky	2016-07-16 09:00:00	Mountain	yes	7.78	7.13	7.38	7	7.26
Sky	2016-07-16 09:30:00	Mountain	yes	7.8	7.13	7.38	7	7.38
Sky	2016-07-16 10:00:00	Mountain	yes	NA	7.25	7.38	7.13	7.4
Sky	2016-07-16 10:30:00	Mountain	yes	7.88	7.25	7.38	7.13	7.26
Sky	2016-07-16 11:00:00	Mountain	yes	NA	7.25	7.38	7.13	7.58
Sky	2016-07-16 11:30:00	Mountain	yes	NA	7.25	7.38	7.13	7.26
Sky	2016-07-16 12:00:00	Mountain	yes	NA	7.5	7.5	7.38	7.04
Sky	2016-07-16 12:30:00	Mountain	yes	NA	7.5	7.5	7.38	7.06
Sky	2016-07-16 13:00:00	Mountain	yes	8.24	7.5	7.5	7.38	7.32
Sky	2016-07-16 13:30:00	Mountain	yes	NA	7.5	7.5	7.38	7.26
Sky	2016-07-16 14:00:00	Mountain	yes	8.34	7.75	8	7.63	7.38
Sky	2016-07-16 14:30:00	Mountain	yes	8.3	7.75	8	7.63	7.7
Sky	2016-07-16 15:00:00	Mountain	yes	8.5	7.75	8	7.63	7.3
Sky	2016-07-16 15:30:00	Mountain	yes	8.52	7.75	8	7.63	7.4
Sky	2016-07-16 16:00:00	Mountain	yes	8.64	7.88	8	7.88	7.36
Sky	2016-07-16 16:30:00	Mountain	yes	8.54	7.88	8	7.88	7.52
Sky	2016-07-16 17:00:00	Mountain	yes	8.5	7.88	8	7.88	8.26
Sky	2016-07-16 17:30:00	Mountain	yes	8.5	7.88	8	7.88	8.14
Sky	2016-07-16 18:00:00	Mountain	yes	8.46	7.88	8.13	7.75	8.26
Sky	2016-07-16 18:30:00	Mountain	yes	8.46	7.88	8.13	7.75	7.84
Sky	2016-07-16 19:00:00	Mountain	yes	8.42	7.88	8.13	7.75	7.68
Sky	2016-07-16 19:30:00	Mountain	yes	8.46	7.88	8.13	7.75	7.58
Sky	2016-07-16 20:00:00	Mountain	yes	8.56	7.88	8	7.5	7.52
Sky	2016-07-16 20:30:00	Mountain	yes	8.52	7.88	8	7.5	7.58
Sky	2016-07-16 21:00:00	Mountain	yes	8.52	7.88	8	7.5	7.52
Sky	2016-07-16 21:30:00	Mountain	yes	8.48	7.88	8	7.5	7.6
Sky	2016-07-16 22:00:00	Mountain	yes	8.46	7.75	8	7.38	7.54
Sky	2016-07-16 22:30:00	Mountain	yes	8.42	7.75	8	7.38	7.56
Sky	2016-07-16 23:00:00	Mountain	yes	8.4	7.75	8	7.38	7.52
Sky	2016-07-16 23:30:00	Mountain	yes	8.42	7.75	8	7.38	7.52
Sky	2016-07-17 00:00:00	Mountain	yes	8.42	7.75	7.75	7.25	7.44
Sky	2016-07-17 00:30:00	Mountain	yes	8.42	7.75	7.75	7.25	7.4
Sky	2016-07-17 01:00:00	Mountain	yes	8.46	7.75	7.75	7.25	7.34
Sky	2016-07-17 01:30:00	Mountain	yes	8.44	7.75	7.75	7.25	7.38
Sky	2016-07-17 02:00:00	Mountain	yes	8.36	7.63	7.75	7.13	7.34
Sky	2016-07-17 02:30:00	Mountain	yes	8.34	7.63	7.75	7.13	7.34
Sky	2016-07-17 03:00:00	Mountain	yes	8.3	7.63	7.75	7.13	7.24
Sky	2016-07-17 03:30:00	Mountain	yes	8.28	7.63	7.75	7.13	7.2
Sky	2016-07-17 04:00:00	Mountain	yes	8.24	7.63	7.75	7	7.12
Sky	2016-07-17 04:30:00	Mountain	yes	8.22	7.63	7.75	7	7.08
Sky	2016-07-17 05:00:00	Mountain	yes	8.22	7.63	7.75	7	7.1
Sky	2016-07-17 05:30:00	Mountain	yes	8.18	7.63	7.75	7	7.04
Sky	2016-07-17 06:00:00	Mountain	yes	8.16	7.5	7.5	6.88	6.96
Sky	2016-07-17 06:30:00	Mountain	yes	8.16	7.5	7.5	6.88	6.92
Sky	2016-07-17 07:00:00	Mountain	yes	8.12	7.5	7.5	6.88	6.96
Sky	2016-07-17 07:30:00	Mountain	yes	8.14	7.5	7.5	6.88	6.98
Sky	2016-07-17 08:00:00	Mountain	yes	8.12	7.63	7.63	7	6.98
Sky	2016-07-17 08:30:00	Mountain	yes	8.22	7.63	7.63	7	6.98
Sky	2016-07-17 09:00:00	Mountain	yes	8.28	7.63	7.63	7	7.06
Sky	2016-07-17 09:30:00	Mountain	yes	8.3	7.63	7.63	7	7.02
Sky	2016-07-17 10:00:00	Mountain	yes	8.36	7.75	7.88	6.88	6.9
Sky	2016-07-17 10:30:00	Mountain	yes		7.75	7.88	6.88	6.94
Sky	2016-07-17 11:00:00	Mountain	yes	8.56	7.75	7.88	6.88	7.08
Sky	2016-07-17 11:30:00	Mountain	yes		7.75	7.88	6.88	7.08
Sky	2016-07-17 12:00:00	Mountain	yes	8.58	8	8	7.38	7.16
Sky	2016-07-17 12:30:00	Mountain	yes	8.58	8	8	7.38	7.32
Sky	2016-07-17 13:00:00	Mountain	yes	8.6	8	8	7.38	7.22
Sky	2016-07-17 13:30:00	Mountain	yes	8.66	8	8	7.38	7.4
Sky	2016-07-17 14:00:00	Mountain	yes	8.7	8.13	8.13	8.13	7.2
Sky	2016-07-17 14:30:00	Mountain	yes		8.13	8.13	8.13	7.34
Sky	2016-07-17 15:00:00	Mountain	yes	8.86	8.13	8.13	8.13	7.38
Sky	2016-07-17 15:30:00	Mountain	yes	8.98	8.13	8.13	8.13	7.42
Sky	2016-07-17 16:00:00	Mountain	yes	9.1	8.5	8.63	8	7.38
Sky	2016-07-17 16:30:00	Mountain	yes	9.22	8.5	8.63	8	7.5
Sky	2016-07-17 17:00:00	Mountain	yes	9.22	8.5	8.63	8	7.5
Sky	2016-07-17 17:30:00	Mountain	yes	9.3	8.5	8.63	8	7.58
Sky	2016-07-17 18:00:00	Mountain	yes	9.16	8.38	8.63	8.13	7.58
Sky	2016-07-17 18:30:00	Mountain	yes	9.06	8.38	8.63	8.13	7.56
Sky	2016-07-17 19:00:00	Mountain	yes	8.98	8.38	8.63	8.13	7.5
Sky	2016-07-17 19:30:00	Mountain	yes	9.12	8.38	8.63	8.13	7.54
Sky	2016-07-17 20:00:00	Mountain	yes	9.08	8.5	8.5	7.63	7.5
Sky	2016-07-17 20:30:00	Mountain	yes	9.22	8.5	8.5	7.63	7.84
Sky	2016-07-17 21:00:00	Mountain	yes	9.2	8.5	8.5	7.63	7.74
Sky	2016-07-17 21:30:00	Mountain	yes	9.18	8.5	8.5	7.63	7.8
Sky	2016-07-17 22:00:00	Mountain	yes	9.16	8.5	8.38	7.38	7.62
Sky	2016-07-17 22:30:00	Mountain	yes	9.16	8.5	8.38	7.38	7.68
Sky	2016-07-17 23:00:00	Mountain	yes	9.16	8.5	8.38	7.38	7.84
Sky	2016-07-17 23:30:00	Mountain	yes	9.16	8.5	8.38	7.38	7.84
Sky	2016-07-18 00:00:00	Mountain	yes	9.14	8.25	7.88	7.38	7.74
Sky	2016-07-18 00:30:00	Mountain	yes	9.12	8.25	7.88	7.38	7.74
Sky	2016-07-18 01:00:00	Mountain	yes	9.1	8.25	7.88	7.38	7.76
Sky	2016-07-18 01:30:00	Mountain	yes	9.1	8.25	7.88	7.38	7.54
Sky	2016-07-18 02:00:00	Mountain	yes	9.04	8.25	8	7.5	7.64
Sky	2016-07-18 02:30:00	Mountain	yes	8.96	8.25	8	7.5	7.7
Sky	2016-07-18 03:00:00	Mountain	yes	8.86	8.25	8	7.5	7.42
Sky	2016-07-18 03:30:00	Mountain	yes	8.8	8.25	8	7.5	7.38
Sky	2016-07-18 04:00:00	Mountain	yes	8.72	8.13	8.38	7.25	7.4
Sky	2016-07-18 04:30:00	Mountain	yes	8.66	8.13	8.38	7.25	7.4
Sky	2016-07-18 05:00:00	Mountain	yes	8.68	8.13	8.38	7.25	7.34
Sky	2016-07-18 05:30:00	Mountain	yes	8.66	8.13	8.38	7.25	7.46
Sky	2016-07-18 06:00:00	Mountain	yes	8.6	8	7.88	7.25	7.42
Sky	2016-07-18 06:30:00	Mountain	yes	8.58	8	7.88	7.25	7.42
Sky	2016-07-18 07:00:00	Mountain	yes	8.5	8	7.88	7.25	7.62
Sky	2016-07-18 07:30:00	Mountain	yes	8.36	8	7.88	7.25	7.66
Sky	2016-07-18 08:00:00	Mountain	yes	8.38	7.75	8	7.25	7.78
Sky	2016-07-18 08:30:00	Mountain	yes	8.44	7.75	8	7.25	7.44
Sky	2016-07-18 09:00:00	Mountain	yes	8.58	7.75	8	7.25	7.38
Sky	2016-07-18 09:30:00	Mountain	yes	8.7	7.75	8	7.25	7.46
Sky	2016-07-18 10:00:00	Mountain	yes	8.82	8	7.88	7.25	7.4
Sky	2016-07-18 10:30:00	Mountain	yes	8.76	8	7.88	7.25	7.44
Sky	2016-07-18 11:00:00	Mountain	yes	8.86	8	7.88	7.25	7.56
Sky	2016-07-18 11:30:00	Mountain	yes	9	8	7.88	7.25	7.42
Sky	2016-07-18 12:00:00	Mountain	yes	9.04	8.13	7.88	7.38	7.52
Sky	2016-07-18 12:30:00	Mountain	yes	9	8.13	7.88	7.38	7.54
Sky	2016-07-18 13:00:00	Mountain	yes		8.13	7.88	7.38	7.6
Sky	2016-07-18 13:30:00	Mountain	yes	9.36	8.13	7.88	7.38	7.66
Sky	2016-07-18 14:00:00	Mountain	yes	9.58	8.38	7.88	7.25	7.62
Sky	2016-07-18 14:30:00	Mountain	yes	9.66	8.38	7.88	7.25	7.64
Sky	2016-07-18 15:00:00	Mountain	yes	9.48	8.38	7.88	7.25	7.66
Sky	2016-07-18 15:30:00	Mountain	yes	9.62	8.38	7.88	7.25	7.56
Sky	2016-07-18 16:00:00	Mountain	yes	9.94	8.38	8.13	7.5	7.58
Sky	2016-07-18 16:30:00	Mountain	yes	9.86	8.38	8.13	7.5	7.64
Sky	2016-07-18 17:00:00	Mountain	yes	9.68	8.38	8.13	7.5	7.72
Sky	2016-07-18 17:30:00	Mountain	yes	9.6	8.38	8.13	7.5	7.78
Sky	2016-07-18 18:00:00	Mountain	yes	9.7	8	7.88	7.25	7.74
Sky	2016-07-18 18:30:00	Mountain	yes	9.72	8	7.88	7.25	7.76
Sky	2016-07-18 19:00:00	Mountain	yes	9.58	8	7.88	7.25	7.66
Sky	2016-07-18 19:30:00	Mountain	yes	9.54	8	7.88	7.25	7.7
Sky	2016-07-18 20:00:00	Mountain	yes	9.56	7.88	7.88	7.25	7.7
Sky	2016-07-18 20:30:00	Mountain	yes	9.56	7.88	7.88	7.25	7.64
Sky	2016-07-18 21:00:00	Mountain	yes	9.6	7.88	7.88	7.25	7.7
Sky	2016-07-18 21:30:00	Mountain	yes	9.6	7.88	7.88	7.25	7.68
Sky	2016-07-18 22:00:00	Mountain	yes	9.54	8	7.63	7.25	7.6
Sky	2016-07-18 22:30:00	Mountain	yes	9.32	8	7.63	7.25	7.6
Sky	2016-07-18 23:00:00	Mountain	yes	9.14	8	7.63	7.25	7.74
Sky	2016-07-18 23:30:00	Mountain	yes	9	8	7.63	7.25	7.48
Sky	2016-07-19 00:00:00	Mountain	yes	8.96	8	8.38	7.63	7.44
Sky	2016-07-19 00:30:00	Mountain	yes	9	8	8.38	7.63	7.68
Sky	2016-07-19 01:00:00	Mountain	yes	8.98	8	8.38	7.63	7.52
Sky	2016-07-19 01:30:00	Mountain	yes	9.04	8	8.38	7.63	7.52
Sky	2016-07-19 02:00:00	Mountain	yes	9.06	7.75	7.88	7.13	7.46
Sky	2016-07-19 02:30:00	Mountain	yes	9	7.75	7.88	7.13	7.46
Sky	2016-07-19 03:00:00	Mountain	yes	8.82	7.75	7.88	7.13	7.6
Sky	2016-07-19 03:30:00	Mountain	yes	8.76	7.75	7.88	7.13	7.5
Sky	2016-07-19 04:00:00	Mountain	yes	8.48	7.63	8	7.63	7.5
Sky	2016-07-19 04:30:00	Mountain	yes	8.2	7.63	8	7.63	7.66
Sky	2016-07-19 05:00:00	Mountain	yes	8.22	7.63	8	7.63	8
Sky	2016-07-19 05:30:00	Mountain	yes	8.38	7.63	8	7.63	7.92
Sky	2016-07-19 06:00:00	Mountain	yes	8.64	7.75	7.63	7.25	7.78
Sky	2016-07-19 06:30:00	Mountain	yes	8.66	7.75	7.63	7.25	7.56
Sky	2016-07-19 07:00:00	Mountain	yes	8.7	7.75	7.63	7.25	7.66
Sky	2016-07-19 07:30:00	Mountain	yes	8.68	7.75	7.63	7.25	7.58
Sky	2016-07-19 08:00:00	Mountain	yes	8.68	7.63	7.75	7	7.18
Sky	2016-07-19 08:30:00	Mountain	yes	8.68	7.63	7.75	7	7.34
Sky	2016-07-19 09:00:00	Mountain	yes	8.42	7.63	7.75	7	7.32
Sky	2016-07-19 09:30:00	Mountain	yes	8.36	7.63	7.75	7	7.32
Sky	2016-07-19 10:00:00	Mountain	yes	8.32	7.63	7.63	7.5	7.44
Sky	2016-07-19 10:30:00	Mountain	yes	8.26	7.63	7.63	7.5	7.52
Sky	2016-07-19 11:00:00	Mountain	yes	8.34	7.63	7.63	7.5	7.66
Sky	2016-07-19 11:30:00	Mountain	yes	8.44	7.63	7.63	7.5	7.18
Sky	2016-07-19 12:00:00	Mountain	yes	8.48	7.88	8	7.75	7.2
Sky	2016-07-19 12:30:00	Mountain	yes	8.56	7.88	8	7.75	7.5
Sky	2016-07-19 13:00:00	Mountain	yes	8.56	7.88	8	7.75	8.28
Sky	2016-07-19 13:30:00	Mountain	yes	8.64	7.88	8	7.75	8.32
Sky	2016-07-19 14:00:00	Mountain	yes		8.25	8.13	8.13	8.06
Sky	2016-07-19 14:30:00	Mountain	yes	8.9	8.25	8.13	8.13	7.64
Sky	2016-07-19 15:00:00	Mountain	yes	8.98	8.25	8.13	8.13	7.64
Sky	2016-07-19 15:30:00	Mountain	yes	9.02	8.25	8.13	8.13	7.66
Sky	2016-07-19 16:00:00	Mountain	yes	9.1	8.38	8.63	8.13	7.66
Sky	2016-07-19 16:30:00	Mountain	yes	9.1	8.38	8.63	8.13	7.66
Sky	2016-07-19 17:00:00	Mountain	yes	9.1	8.38	8.63	8.13	7.78
Sky	2016-07-19 17:30:00	Mountain	yes	9.2	8.38	8.63	8.13	7.76
Sky	2016-07-19 18:00:00	Mountain	yes	9.18	8.63	8.63	7.63	7.86
Sky	2016-07-19 18:30:00	Mountain	yes	9.2	8.63	8.63	7.63	7.74
Sky	2016-07-19 19:00:00	Mountain	yes	9.24	8.63	8.63	7.63	7.74
Sky	2016-07-19 19:30:00	Mountain	yes	9.22	8.63	8.63	7.63	7.9
Sky	2016-07-19 20:00:00	Mountain	yes	9.2	8.5	8.75	7.5	7.86
Sky	2016-07-19 20:30:00	Mountain	yes	9.16	8.5	8.75	7.5	7.94
Sky	2016-07-19 21:00:00	Mountain	yes	9.08	8.5	8.75	7.5	8.02
Sky	2016-07-19 21:30:00	Mountain	yes	9.06	8.5	8.75	7.5	8
Sky	2016-07-19 22:00:00	Mountain	yes	9	8.25	8.25	7.5	7.74
Sky	2016-07-19 22:30:00	Mountain	yes	8.96	8.25	8.25	7.5	7.86
Sky	2016-07-19 23:00:00	Mountain	yes	8.86	8.25	8.25	7.5	7.98
Sky	2016-07-19 23:30:00	Mountain	yes	8.96	8.25	8.25	7.5	7.86
Sky	2016-07-20 00:00:00	Mountain	yes	8.98	8.13	8.38	7.75	7.66
Sky	2016-07-20 00:30:00	Mountain	yes	8.78	8.13	8.38	7.75	7.86
Sky	2016-07-20 01:00:00	Mountain	yes	8.94	8.13	8.38	7.75	7.58
Sky	2016-07-20 01:30:00	Mountain	yes	8.84	8.13	8.38	7.75	7.76
Sky	2016-07-20 02:00:00	Mountain	yes	8.8	8	8.25	7.63	7.72
Sky	2016-07-20 02:30:00	Mountain	yes	8.76	8	8.25	7.63	7.8
Sky	2016-07-20 03:00:00	Mountain	yes	8.7	8	8.25	7.63	7.78
Sky	2016-07-20 03:30:00	Mountain	yes	8.74	8	8.25	7.63	7.38
Sky	2016-07-20 04:00:00	Mountain	yes	8.54	7.75	8.13	7.75	7.56
Sky	2016-07-20 04:30:00	Mountain	yes	8.52	7.75	8.13	7.75	7.7
Sky	2016-07-20 05:00:00	Mountain	yes	8.38	7.75	8.13	7.75	7.46
Sky	2016-07-20 05:30:00	Mountain	yes	8.32	7.75	8.13	7.75	7.1
Sky	2016-07-20 06:00:00	Mountain	yes	8.24	7.63	7.88	7.38	7.76
Sky	2016-07-20 06:30:00	Mountain	yes	8.3	7.63	7.88	7.38	7.54
Sky	2016-07-20 07:00:00	Mountain	yes	8.34	7.63	7.88	7.38	7.18
Sky	2016-07-20 07:30:00	Mountain	yes	8.26	7.63	7.88	7.38	7.52
Sky	2016-07-20 08:00:00	Mountain	yes	8.18	7.63	7.75	7.25	7.6
Sky	2016-07-20 08:30:00	Mountain	yes	8.26	7.63	7.75	7.25	7
Sky	2016-07-20 09:00:00	Mountain	yes	8.4	7.63	7.75	7.25	7.12
Sky	2016-07-20 09:30:00	Mountain	yes	8.66	7.63	7.75	7.25	7.18
Sky	2016-07-20 10:00:00	Mountain	yes	NA	7.88	7.75	7.38	7.2
Sky	2016-07-20 10:30:00	Mountain	yes	NA	7.88	7.75	7.38	7.18
Sky	2016-07-20 11:00:00	Mountain	yes	NA	7.88	7.75	7.38	7.38
Sky	2016-07-20 11:30:00	Mountain	yes	NA	7.88	7.75	7.38	7.46
Sky	2016-07-20 12:00:00	Mountain	yes	NA	8.63	8.13	7.38	7.28
Sky	2016-07-20 12:30:00	Mountain	yes	NA	8.63	8.13	7.38	7.32
Sky	2016-07-20 13:00:00	Mountain	yes	9.34	8.63	8.13	7.38	7.32
Sky	2016-07-20 13:30:00	Mountain	yes	9.6	8.63	8.13	7.38	7.48
Sky	2016-07-20 14:00:00	Mountain	yes	9.66	8.75	8.25	7.88	7.58
Sky	2016-07-20 14:30:00	Mountain	yes	9.72	8.75	8.25	7.88	7.58
Sky	2016-07-20 15:00:00	Mountain	yes	9.92	8.75	8.25	7.88	7.84
Sky	2016-07-20 15:30:00	Mountain	yes	10.2	8.75	8.25	7.88	7.64
Sky	2016-07-20 16:00:00	Mountain	yes	10.4	8.5	8.13	7.38	7.58
Sky	2016-07-20 16:30:00	Mountain	yes	10.42	8.5	8.13	7.38	7.56
Sky	2016-07-20 17:00:00	Mountain	yes	10.72	8.5	8.13	7.38	7.58
Sky	2016-07-20 17:30:00	Mountain	yes	10.72	8.5	8.13	7.38	7.74
Sky	2016-07-20 18:00:00	Mountain	yes	10.62	9.38	7.88	7.5	7.86
Sky	2016-07-20 18:30:00	Mountain	yes	10.38	9.38	7.88	7.5	7.78
Sky	2016-07-20 19:00:00	Mountain	yes	10.32	9.38	7.88	7.5	7.66
Sky	2016-07-20 19:30:00	Mountain	yes	10.22	9.38	7.88	7.5	7.76
Sky	2016-07-20 20:00:00	Mountain	yes	10.34	7.75	7.88	7.38	7.72
Sky	2016-07-20 20:30:00	Mountain	yes	10.24	7.75	7.88	7.38	7.68
Sky	2016-07-20 21:00:00	Mountain	yes	9.62	7.75	7.88	7.38	7.56
Sky	2016-07-20 21:30:00	Mountain	yes	9.48	7.75	7.88	7.38	7.82
Sky	2016-07-20 22:00:00	Mountain	yes	9.64	8.38	8.13	7.25	7.72
Sky	2016-07-20 22:30:00	Mountain	yes	9.78	8.38	8.13	7.25	7.56
Sky	2016-07-20 23:00:00	Mountain	yes	9.76	8.38	8.13	7.25	7.5
Sky	2016-07-20 23:30:00	Mountain	yes	9.34	8.38	8.13	7.25	7.46
Sky	2016-07-21 00:00:00	Mountain	yes	8.88	8	7.88	7.75	7.68
Sky	2016-07-21 00:30:00	Mountain	yes	8.64	8	7.88	7.75	7.84
Sky	2016-07-21 01:00:00	Mountain	yes	8.64	8	7.88	7.75	8.02
Sky	2016-07-21 01:30:00	Mountain	yes	8.6	8	7.88	7.75	7.6
Sky	2016-07-21 02:00:00	Mountain	yes	8.52	7.75	8.13	7.5	7.84
Sky	2016-07-21 02:30:00	Mountain	yes	8.38	7.75	8.13	7.5	7.86
Sky	2016-07-21 03:00:00	Mountain	yes	8.48	7.75	8.13	7.5	7.46
Sky	2016-07-21 03:30:00	Mountain	yes	8.58	7.75	8.13	7.5	7.3
Sky	2016-07-21 04:00:00	Mountain	yes	8.52	7.75	7.88	7.25	7.04
