lakeID	dateTime	localTZ	daylightSavings	wtr0.5	wtr4.5
Loch	2016-08-06 21:39:00	Mountain	yes	11.757	11.209
Loch	2016-08-06 22:09:00	Mountain	yes	11.704	11.164
Loch	2016-08-06 22:39:00	Mountain	yes	11.695	11.173
Loch	2016-08-06 23:09:00	Mountain	yes	11.677	11.137
Loch	2016-08-06 23:39:00	Mountain	yes	11.641	10.956
Loch	2016-08-07 00:09:00	Mountain	yes	11.56	10.875
Loch	2016-08-07 00:39:00	Mountain	yes	11.524	10.766
Loch	2016-08-07 01:09:00	Mountain	yes	11.433	10.712
Loch	2016-08-07 01:39:00	Mountain	yes	11.424	10.539
Loch	2016-08-07 02:09:00	Mountain	yes	11.397	10.211
Loch	2016-08-07 02:39:00	Mountain	yes	11.262	10.147
Loch	2016-08-07 03:09:00	Mountain	yes	11.207	10.147
Loch	2016-08-07 03:39:00	Mountain	yes	11.189	10.138
Loch	2016-08-07 04:09:00	Mountain	yes	11.108	9.955
Loch	2016-08-07 04:39:00	Mountain	yes	11.044	10.028
Loch	2016-08-07 05:09:00	Mountain	yes	10.881	9.982
Loch	2016-08-07 05:39:00	Mountain	yes	10.726	10.202
Loch	2016-08-07 06:09:00	Mountain	yes	10.744	10.211
Loch	2016-08-07 06:39:00	Mountain	yes	10.726	10.184
Loch	2016-08-07 07:09:00	Mountain	yes	10.689	10.12
Loch	2016-08-07 07:39:00	Mountain	yes	10.68	10.056
Loch	2016-08-07 08:09:00	Mountain	yes	10.589	9.817
Loch	2016-08-07 08:39:00	Mountain	yes	10.607	9.854
Loch	2016-08-07 09:09:00	Mountain	yes	10.662	9.9
Loch	2016-08-07 09:39:00	Mountain	yes	10.771	10.01
Loch	2016-08-07 10:09:00	Mountain	yes	10.89	10.065
Loch	2016-08-07 10:39:00	Mountain	yes	10.99	10.092
Loch	2016-08-07 11:09:00	Mountain	yes	11.108	10.193
Loch	2016-08-07 11:39:00	Mountain	yes	11.226	10.202
Loch	2016-08-07 12:09:00	Mountain	yes	11.406	10.311
Loch	2016-08-07 12:39:00	Mountain	yes	11.587	10.375
Loch	2016-08-07 13:09:00	Mountain	yes	11.91	10.421
Loch	2016-08-07 13:39:00	Mountain	yes	12.446	10.421
Loch	2016-08-07 14:09:00	Mountain	yes	12.845	10.521
Loch	2016-08-07 14:39:00	Mountain	yes	12.881	10.512
Loch	2016-08-07 15:09:00	Mountain	yes	13.48	10.494
Loch	2016-08-07 15:39:00	Mountain	yes	13.603	10.566
Loch	2016-08-07 16:09:00	Mountain	yes	13.506	10.648
Loch	2016-08-07 16:39:00	Mountain	yes	13.638	10.694
Loch	2016-08-07 17:09:00	Mountain	yes	14.032	10.784
Loch	2016-08-07 17:39:00	Mountain	yes	14.163	10.784
Loch	2016-08-07 18:09:00	Mountain	yes	14.146	10.866
Loch	2016-08-07 18:39:00	Mountain	yes	14.076	10.793
Loch	2016-08-07 19:09:00	Mountain	yes	13.997	10.784
Loch	2016-08-07 19:39:00	Mountain	yes	13.901	10.784
Loch	2016-08-07 20:09:00	Mountain	yes	13.918	10.82
Loch	2016-08-07 20:39:00	Mountain	yes	13.866	10.829
Loch	2016-08-07 21:09:00	Mountain	yes	13.953	10.839
Loch	2016-08-07 21:39:00	Mountain	yes	13.901	10.839
Loch	2016-08-07 22:09:00	Mountain	yes	13.805	10.839
Loch	2016-08-07 22:39:00	Mountain	yes	13.761	10.811
Loch	2016-08-07 23:09:00	Mountain	yes	13.612	10.811
Loch	2016-08-07 23:39:00	Mountain	yes	13.489	10.811
Loch	2016-08-08 00:09:00	Mountain	yes	13.445	10.829
Loch	2016-08-08 00:39:00	Mountain	yes	13.419	10.884
Loch	2016-08-08 01:09:00	Mountain	yes	13.322	10.829
Loch	2016-08-08 01:39:00	Mountain	yes	13.269	10.82
Loch	2016-08-08 02:09:00	Mountain	yes	13.119	10.965
Loch	2016-08-08 02:39:00	Mountain	yes	13.049	10.956
Loch	2016-08-08 03:09:00	Mountain	yes	13.022	10.911
Loch	2016-08-08 03:39:00	Mountain	yes	12.969	10.884
Loch	2016-08-08 04:09:00	Mountain	yes	12.863	10.857
Loch	2016-08-08 04:39:00	Mountain	yes	12.792	10.866
Loch	2016-08-08 05:09:00	Mountain	yes	12.686	10.929
Loch	2016-08-08 05:39:00	Mountain	yes	12.57	11.019
Loch	2016-08-08 06:09:00	Mountain	yes	12.472	11.037
Loch	2016-08-08 06:39:00	Mountain	yes	12.49	11.083
Loch	2016-08-08 07:09:00	Mountain	yes	12.419	11.38
Loch	2016-08-08 07:39:00	Mountain	yes	12.357	11.765
Loch	2016-08-08 08:09:00	Mountain	yes	12.366	11.747
Loch	2016-08-08 08:39:00	Mountain	yes	12.277	11.703
Loch	2016-08-08 09:09:00	Mountain	yes	12.241	11.649
Loch	2016-08-08 09:39:00	Mountain	yes	12.348	11.703
Loch	2016-08-08 10:09:00	Mountain	yes	12.303	11.729
Loch	2016-08-08 10:39:00	Mountain	yes	12.383	11.765
Loch	2016-08-08 11:09:00	Mountain	yes	12.446	11.846
Loch	2016-08-08 11:39:00	Mountain	yes	12.472	11.917
Loch	2016-08-08 12:09:00	Mountain	yes	12.455	11.881
Loch	2016-08-08 12:39:00	Mountain	yes	12.366	11.765
Loch	2016-08-08 13:09:00	Mountain	yes	12.535	11.801
Loch	2016-08-08 13:39:00	Mountain	yes	12.783	12.113
Loch	2016-08-08 14:09:00	Mountain	yes	13.049	12.238
Loch	2016-08-08 14:39:00	Mountain	yes	13.383	12.424
Loch	2016-08-08 15:09:00	Mountain	yes	13.638	12.628
Loch	2016-08-08 15:39:00	Mountain	yes	13.708	12.76
Loch	2016-08-08 16:09:00	Mountain	yes	13.936	12.796
Loch	2016-08-08 16:39:00	Mountain	yes	13.971	12.875
Loch	2016-08-08 17:09:00	Mountain	yes	13.997	12.901
Loch	2016-08-08 17:39:00	Mountain	yes	14.198	12.866
Loch	2016-08-08 18:09:00	Mountain	yes	14.233	12.848
Loch	2016-08-08 18:39:00	Mountain	yes	14.067	12.831
Loch	2016-08-08 19:09:00	Mountain	yes	14.084	12.848
Loch	2016-08-08 19:39:00	Mountain	yes	14.049	12.822
Loch	2016-08-08 20:09:00	Mountain	yes	14.006	12.848
Loch	2016-08-08 20:39:00	Mountain	yes	13.971	12.84
Loch	2016-08-08 21:09:00	Mountain	yes	13.953	12.822
Loch	2016-08-08 21:39:00	Mountain	yes	13.91	12.831
Loch	2016-08-08 22:09:00	Mountain	yes	13.875	12.804
Loch	2016-08-08 22:39:00	Mountain	yes	13.848	12.822
Loch	2016-08-08 23:09:00	Mountain	yes	13.805	12.796
Loch	2016-08-08 23:39:00	Mountain	yes	13.708	12.796
Loch	2016-08-09 00:09:00	Mountain	yes	13.656	12.725
Loch	2016-08-09 00:39:00	Mountain	yes	13.638	12.628
Loch	2016-08-09 01:09:00	Mountain	yes	13.568	11.97
Loch	2016-08-09 01:39:00	Mountain	yes	13.515	11.649
Loch	2016-08-09 02:09:00	Mountain	yes	13.506	11.272
Loch	2016-08-09 02:39:00	Mountain	yes	13.41	10.992
Loch	2016-08-09 03:09:00	Mountain	yes	13.339	10.983
Loch	2016-08-09 03:39:00	Mountain	yes	13.26	10.965
Loch	2016-08-09 04:09:00	Mountain	yes	13.137	11.01
Loch	2016-08-09 04:39:00	Mountain	yes	13.057	10.992
Loch	2016-08-09 05:09:00	Mountain	yes	13.031	11.01
Loch	2016-08-09 05:39:00	Mountain	yes	12.96	11.001
Loch	2016-08-09 06:09:00	Mountain	yes	12.801	11.046
Loch	2016-08-09 06:39:00	Mountain	yes	12.703	11.245
Loch	2016-08-09 07:09:00	Mountain	yes	12.65	11.711
Loch	2016-08-09 07:39:00	Mountain	yes	12.606	11.756
Loch	2016-08-09 08:09:00	Mountain	yes	12.579	11.899
Loch	2016-08-09 08:39:00	Mountain	yes	12.695	11.908
Loch	2016-08-09 09:09:00	Mountain	yes	12.668	11.837
Loch	2016-08-09 09:39:00	Mountain	yes	12.819	11.908
Loch	2016-08-09 10:09:00	Mountain	yes	13.084	11.979
Loch	2016-08-09 10:39:00	Mountain	yes	13.216	12.015
Loch	2016-08-09 11:09:00	Mountain	yes	13.163	11.97
Loch	2016-08-09 11:39:00	Mountain	yes	13.278	11.738
Loch	2016-08-09 12:09:00	Mountain	yes	13.515	11.747
Loch	2016-08-09 12:39:00	Mountain	yes	13.647	11.64
Loch	2016-08-09 13:09:00	Mountain	yes	13.796	11.694
Loch	2016-08-09 13:39:00	Mountain	yes	14.102	11.703
Loch	2016-08-09 14:09:00	Mountain	yes	14.102	11.765
Loch	2016-08-09 14:39:00	Mountain	yes	14.128	11.837
Loch	2016-08-09 15:09:00	Mountain	yes	14.381	11.926
Loch	2016-08-09 15:39:00	Mountain	yes	14.485	11.917
Loch	2016-08-09 16:09:00	Mountain	yes	14.337	11.872
Loch	2016-08-09 16:39:00	Mountain	yes	14.241	11.926
Loch	2016-08-09 17:09:00	Mountain	yes	14.45	12.175
Loch	2016-08-09 17:39:00	Mountain	yes	14.398	12.104
Loch	2016-08-09 18:09:00	Mountain	yes	14.329	12.042
Loch	2016-08-09 18:39:00	Mountain	yes	14.337	12.024
Loch	2016-08-09 19:09:00	Mountain	yes	14.215	12.158
Loch	2016-08-09 19:39:00	Mountain	yes	14.076	12.131
Loch	2016-08-09 20:09:00	Mountain	yes	13.945	12.095
Loch	2016-08-09 20:39:00	Mountain	yes	13.848	12.848
Loch	2016-08-09 21:09:00	Mountain	yes	13.778	12.91
Loch	2016-08-09 21:39:00	Mountain	yes	13.682	13.016
Loch	2016-08-09 22:09:00	Mountain	yes	13.621	13.042
Loch	2016-08-09 22:39:00	Mountain	yes	13.559	12.963
Loch	2016-08-09 23:09:00	Mountain	yes	13.506	12.981
Loch	2016-08-09 23:39:00	Mountain	yes	13.489	12.972
Loch	2016-08-10 00:09:00	Mountain	yes	13.463	12.813
Loch	2016-08-10 00:39:00	Mountain	yes	13.436	12.804
Loch	2016-08-10 01:09:00	Mountain	yes	13.357	12.645
Loch	2016-08-10 01:39:00	Mountain	yes	13.287	12.468
Loch	2016-08-10 02:09:00	Mountain	yes	13.181	12.273
Loch	2016-08-10 02:39:00	Mountain	yes	13.154	11.622
Loch	2016-08-10 03:09:00	Mountain	yes	13.101	11.586
Loch	2016-08-10 03:39:00	Mountain	yes	12.996	11.461
Loch	2016-08-10 04:09:00	Mountain	yes	12.801	12.06
Loch	2016-08-10 04:39:00	Mountain	yes	12.544	11.953
Loch	2016-08-10 05:09:00	Mountain	yes	12.375	11.828
Loch	2016-08-10 05:39:00	Mountain	yes	12.312	11.703
Loch	2016-08-10 06:09:00	Mountain	yes	12.223	11.658
Loch	2016-08-10 06:39:00	Mountain	yes	12.143	11.496
Loch	2016-08-10 07:09:00	Mountain	yes	12.089	11.505
Loch	2016-08-10 07:39:00	Mountain	yes	11.991	11.452
Loch	2016-08-10 08:09:00	Mountain	yes	11.946	11.353
Loch	2016-08-10 08:39:00	Mountain	yes	11.973	11.353
Loch	2016-08-10 09:09:00	Mountain	yes	11.928	11.272
Loch	2016-08-10 09:39:00	Mountain	yes	12.116	11.38
Loch	2016-08-10 10:09:00	Mountain	yes	12.25	11.55
Loch	2016-08-10 10:39:00	Mountain	yes	12.33	11.604
Loch	2016-08-10 11:09:00	Mountain	yes	12.375	11.711
Loch	2016-08-10 11:39:00	Mountain	yes	12.535	11.881
Loch	2016-08-10 12:09:00	Mountain	yes	12.659	12.06
Loch	2016-08-10 12:39:00	Mountain	yes	12.792	12.202
Loch	2016-08-10 13:09:00	Mountain	yes	12.872	12.229
Loch	2016-08-10 13:39:00	Mountain	yes	12.881	12.282
Loch	2016-08-10 14:09:00	Mountain	yes	13.084	12.344
Loch	2016-08-10 14:39:00	Mountain	yes	13.427	12.442
Loch	2016-08-10 15:09:00	Mountain	yes	13.339	12.628
Loch	2016-08-10 15:39:00	Mountain	yes	13.638	12.698
Loch	2016-08-10 16:09:00	Mountain	yes	13.735	12.813
Loch	2016-08-10 16:39:00	Mountain	yes	13.647	12.963
Loch	2016-08-10 17:09:00	Mountain	yes	13.682	13.051
Loch	2016-08-10 17:39:00	Mountain	yes	13.594	13.025
Loch	2016-08-10 18:09:00	Mountain	yes	13.594	12.937
Loch	2016-08-10 18:39:00	Mountain	yes	13.621	12.963
Loch	2016-08-10 19:09:00	Mountain	yes	13.629	12.954
Loch	2016-08-10 19:39:00	Mountain	yes	13.559	12.99
Loch	2016-08-10 20:09:00	Mountain	yes	13.515	12.972
Loch	2016-08-10 20:39:00	Mountain	yes	13.498	12.954
Loch	2016-08-10 21:09:00	Mountain	yes	13.445	12.928
Loch	2016-08-10 21:39:00	Mountain	yes	13.41	12.875
Loch	2016-08-10 22:09:00	Mountain	yes	13.392	12.424
Loch	2016-08-10 22:39:00	Mountain	yes	13.366	11.979
Loch	2016-08-10 23:09:00	Mountain	yes	13.287	11.443
Loch	2016-08-10 23:39:00	Mountain	yes	13.234	11.272
Loch	2016-08-11 00:09:00	Mountain	yes	13.172	11.173
Loch	2016-08-11 00:39:00	Mountain	yes	13.128	11.155
Loch	2016-08-11 01:09:00	Mountain	yes	13.004	11.218
Loch	2016-08-11 01:39:00	Mountain	yes	12.881	11.514
Loch	2016-08-11 02:09:00	Mountain	yes	12.748	11.828
Loch	2016-08-11 02:39:00	Mountain	yes	12.65	12.069
Loch	2016-08-11 03:09:00	Mountain	yes	12.561	11.988
Loch	2016-08-11 03:39:00	Mountain	yes	12.446	11.944
Loch	2016-08-11 04:09:00	Mountain	yes	12.375	11.828
Loch	2016-08-11 04:39:00	Mountain	yes	12.25	11.72
Loch	2016-08-11 05:09:00	Mountain	yes	12.161	11.631
Loch	2016-08-11 05:39:00	Mountain	yes	12.062	11.461
Loch	2016-08-11 06:09:00	Mountain	yes	11.901	11.335
Loch	2016-08-11 06:39:00	Mountain	yes	11.811	11.218
Loch	2016-08-11 07:09:00	Mountain	yes	11.74	11.101
Loch	2016-08-11 07:39:00	Mountain	yes	11.65	11.065
Loch	2016-08-11 08:09:00	Mountain	yes	11.704	11.028
Loch	2016-08-11 08:39:00	Mountain	yes	11.614	11.01
Loch	2016-08-11 09:09:00	Mountain	yes	11.578	10.92
Loch	2016-08-11 09:39:00	Mountain	yes	11.623	10.992
Loch	2016-08-11 10:09:00	Mountain	yes	11.695	11.055
Loch	2016-08-11 10:39:00	Mountain	yes	11.704	11.046
Loch	2016-08-11 11:09:00	Mountain	yes	11.74	11.092
Loch	2016-08-11 11:39:00	Mountain	yes	12.035	11.209
Loch	2016-08-11 12:09:00	Mountain	yes	12.268	11.425
Loch	2016-08-11 12:39:00	Mountain	yes	12.259	11.613
Loch	2016-08-11 13:09:00	Mountain	yes	12.686	11.649
Loch	2016-08-11 13:39:00	Mountain	yes	12.792	11.694
Loch	2016-08-11 14:09:00	Mountain	yes	12.827	11.711
Loch	2016-08-11 14:39:00	Mountain	yes	12.774	11.711
Loch	2016-08-11 15:09:00	Mountain	yes	13.11	11.774
Loch	2016-08-11 15:39:00	Mountain	yes	13.621	11.828
Loch	2016-08-11 16:09:00	Mountain	yes	13.154	11.792
Loch	2016-08-11 16:39:00	Mountain	yes	13.243	11.828
Loch	2016-08-11 17:09:00	Mountain	yes	13.26	11.846
Loch	2016-08-11 17:39:00	Mountain	yes	13.207	11.837
Loch	2016-08-11 18:09:00	Mountain	yes	13.199	11.837
Loch	2016-08-11 18:39:00	Mountain	yes	13.11	11.846
Loch	2016-08-11 19:09:00	Mountain	yes	13.066	11.837
Loch	2016-08-11 19:39:00	Mountain	yes	13.013	11.881
Loch	2016-08-11 20:09:00	Mountain	yes	12.951	11.908
Loch	2016-08-11 20:39:00	Mountain	yes	12.934	11.997
Loch	2016-08-11 21:09:00	Mountain	yes	12.951	12.166
Loch	2016-08-11 21:39:00	Mountain	yes	12.827	12.246
Loch	2016-08-11 22:09:00	Mountain	yes	12.765	12.184
Loch	2016-08-11 22:39:00	Mountain	yes	12.686	12.122
Loch	2016-08-11 23:09:00	Mountain	yes	12.615	12.077
Loch	2016-08-11 23:39:00	Mountain	yes	12.526	12.042
Loch	2016-08-12 00:09:00	Mountain	yes	12.472	11.953
Loch	2016-08-12 00:39:00	Mountain	yes	12.41	11.872
Loch	2016-08-12 01:09:00	Mountain	yes	12.277	11.738
Loch	2016-08-12 01:39:00	Mountain	yes	12.214	11.622
Loch	2016-08-12 02:09:00	Mountain	yes	12.241	11.64
Loch	2016-08-12 02:39:00	Mountain	yes	12.187	11.595
Loch	2016-08-12 03:09:00	Mountain	yes	12.053	11.362
Loch	2016-08-12 03:39:00	Mountain	yes	12.053	11.281
Loch	2016-08-12 04:09:00	Mountain	yes	11.964	11.128
Loch	2016-08-12 04:39:00	Mountain	yes	11.982	11.01
Loch	2016-08-12 05:09:00	Mountain	yes	11.919	10.784
Loch	2016-08-12 05:39:00	Mountain	yes	11.847	10.703
Loch	2016-08-12 06:09:00	Mountain	yes	11.811	10.666
Loch	2016-08-12 06:39:00	Mountain	yes	11.775	10.648
Loch	2016-08-12 07:09:00	Mountain	yes	11.686	10.621
Loch	2016-08-12 07:39:00	Mountain	yes	11.56	10.12
Loch	2016-08-12 08:09:00	Mountain	yes	11.56	9.596
Loch	2016-08-12 08:39:00	Mountain	yes	11.533	9.375
Loch	2016-08-12 09:09:00	Mountain	yes	11.686	9.347
Loch	2016-08-12 09:39:00	Mountain	yes	12.116	9.328
Loch	2016-08-12 10:09:00	Mountain	yes	12.214	9.412
Loch	2016-08-12 10:39:00	Mountain	yes	12.277	9.449
Loch	2016-08-12 11:09:00	Mountain	yes	12.348	9.55
Loch	2016-08-12 11:39:00	Mountain	yes	12.241	9.522
Loch	2016-08-12 12:09:00	Mountain	yes	12.472	9.615
Loch	2016-08-12 12:39:00	Mountain	yes	12.632	9.596
Loch	2016-08-12 13:09:00	Mountain	yes	12.748	9.679
Loch	2016-08-12 13:39:00	Mountain	yes	12.907	9.698
Loch	2016-08-12 14:09:00	Mountain	yes	13.146	9.734
Loch	2016-08-12 14:39:00	Mountain	yes	13.357	9.79
Loch	2016-08-12 15:09:00	Mountain	yes	13.243	9.799
Loch	2016-08-12 15:39:00	Mountain	yes	13.962	9.872
Loch	2016-08-12 16:09:00	Mountain	yes	13.717	9.863
Loch	2016-08-12 16:39:00	Mountain	yes	13.743	9.918
Loch	2016-08-12 17:09:00	Mountain	yes	13.883	9.927
Loch	2016-08-12 17:39:00	Mountain	yes	13.621	9.936
Loch	2016-08-12 18:09:00	Mountain	yes	13.682	9.946
Loch	2016-08-12 18:39:00	Mountain	yes	13.586	9.973
Loch	2016-08-12 19:09:00	Mountain	yes	13.586	9.964
Loch	2016-08-12 19:39:00	Mountain	yes	13.498	10.028
Loch	2016-08-12 20:09:00	Mountain	yes	13.427	10.019
Loch	2016-08-12 20:39:00	Mountain	yes	13.392	10.046
Loch	2016-08-12 21:09:00	Mountain	yes	13.331	9.991
Loch	2016-08-12 21:39:00	Mountain	yes	13.269	10.019
Loch	2016-08-12 22:09:00	Mountain	yes	13.225	10.019
Loch	2016-08-12 22:39:00	Mountain	yes	13.146	10.028
Loch	2016-08-12 23:09:00	Mountain	yes	13.084	10.019
Loch	2016-08-12 23:39:00	Mountain	yes	13.057	10.019
Loch	2016-08-13 00:09:00	Mountain	yes	13.04	10.028
Loch	2016-08-13 00:39:00	Mountain	yes	12.96	10.037
Loch	2016-08-13 01:09:00	Mountain	yes	12.872	10.028
Loch	2016-08-13 01:39:00	Mountain	yes	12.774	10.037
Loch	2016-08-13 02:09:00	Mountain	yes	12.721	10.01
Loch	2016-08-13 02:39:00	Mountain	yes	12.588	9.973
Loch	2016-08-13 03:09:00	Mountain	yes	12.499	9.973
Loch	2016-08-13 03:39:00	Mountain	yes	12.375	9.927
Loch	2016-08-13 04:09:00	Mountain	yes	12.312	9.762
Loch	2016-08-13 04:39:00	Mountain	yes	12.25	9.698
Loch	2016-08-13 05:09:00	Mountain	yes	12.232	9.596
Loch	2016-08-13 05:39:00	Mountain	yes	12.178	9.67
Loch	2016-08-13 06:09:00	Mountain	yes	12.089	9.578
Loch	2016-08-13 06:39:00	Mountain	yes	11.928	9.596
Loch	2016-08-13 07:09:00	Mountain	yes	11.749	9.651
Loch	2016-08-13 07:39:00	Mountain	yes	11.668	9.624
Loch	2016-08-13 08:09:00	Mountain	yes	11.641	9.559
Loch	2016-08-13 08:39:00	Mountain	yes	11.623	9.55
Loch	2016-08-13 09:09:00	Mountain	yes	11.802	9.578
Loch	2016-08-13 09:39:00	Mountain	yes	11.901	9.605
Loch	2016-08-13 10:09:00	Mountain	yes	12.285	9.633
Loch	2016-08-13 10:39:00	Mountain	yes	12.544	9.771
Loch	2016-08-13 11:09:00	Mountain	yes	12.721	9.762
Loch	2016-08-13 11:39:00	Mountain	yes	12.739	9.799
Loch	2016-08-13 12:09:00	Mountain	yes	12.836	9.817
Loch	2016-08-13 12:39:00	Mountain	yes	12.996	9.909
Loch	2016-08-13 13:09:00	Mountain	yes	13.322	9.918
Loch	2016-08-13 13:39:00	Mountain	yes	13.401	9.946
Loch	2016-08-13 14:09:00	Mountain	yes	13.331	9.991
Loch	2016-08-13 14:39:00	Mountain	yes	13.664	10.074
Loch	2016-08-13 15:09:00	Mountain	yes	13.735	10.156
Loch	2016-08-13 15:39:00	Mountain	yes	13.813	10.138
Loch	2016-08-13 16:09:00	Mountain	yes	13.822	10.202
Loch	2016-08-13 16:39:00	Mountain	yes	13.875	10.184
Loch	2016-08-13 17:09:00	Mountain	yes	13.945	10.348
Loch	2016-08-13 17:39:00	Mountain	yes	13.936	10.311
Loch	2016-08-13 18:09:00	Mountain	yes	13.927	10.266
Loch	2016-08-13 18:39:00	Mountain	yes	13.822	10.238
Loch	2016-08-13 19:09:00	Mountain	yes	13.743	10.229
Loch	2016-08-13 19:39:00	Mountain	yes	13.7	10.266
Loch	2016-08-13 20:09:00	Mountain	yes	13.586	10.257
Loch	2016-08-13 20:39:00	Mountain	yes	13.524	10.248
Loch	2016-08-13 21:09:00	Mountain	yes	13.454	10.257
Loch	2016-08-13 21:39:00	Mountain	yes	13.401	10.238
Loch	2016-08-13 22:09:00	Mountain	yes	13.357	10.229
Loch	2016-08-13 22:39:00	Mountain	yes	13.304	10.266
Loch	2016-08-13 23:09:00	Mountain	yes	13.234	10.275
Loch	2016-08-13 23:39:00	Mountain	yes	13.154	10.229
Loch	2016-08-14 00:09:00	Mountain	yes	13.146	10.257
Loch	2016-08-14 00:39:00	Mountain	yes	13.101	10.248
Loch	2016-08-14 01:09:00	Mountain	yes	13.031	10.229
Loch	2016-08-14 01:39:00	Mountain	yes	12.934	10.248
Loch	2016-08-14 02:09:00	Mountain	yes	12.854	10.284
Loch	2016-08-14 02:39:00	Mountain	yes	12.819	10.22
Loch	2016-08-14 03:09:00	Mountain	yes	12.712	10.257
Loch	2016-08-14 03:39:00	Mountain	yes	12.703	10.248
Loch	2016-08-14 04:09:00	Mountain	yes	12.641	10.248
Loch	2016-08-14 04:39:00	Mountain	yes	12.57	10.238
Loch	2016-08-14 05:09:00	Mountain	yes	12.464	10.238
Loch	2016-08-14 05:39:00	Mountain	yes	12.375	10.202
Loch	2016-08-14 06:09:00	Mountain	yes	12.285	10.11
Loch	2016-08-14 06:39:00	Mountain	yes	12.214	10.129
Loch	2016-08-14 07:09:00	Mountain	yes	12.152	10.138
Loch	2016-08-14 07:39:00	Mountain	yes	12.071	10.056
Loch	2016-08-14 08:09:00	Mountain	yes	12	9.991
Loch	2016-08-14 08:39:00	Mountain	yes	11.955	10.037
Loch	2016-08-14 09:09:00	Mountain	yes	12.062	9.982
Loch	2016-08-14 09:39:00	Mountain	yes	12.062	10.001
Loch	2016-08-14 10:09:00	Mountain	yes	12.375	10.083
Loch	2016-08-14 10:39:00	Mountain	yes	12.535	10.101
Loch	2016-08-14 11:09:00	Mountain	yes	12.579	10.165
Loch	2016-08-14 11:39:00	Mountain	yes	12.757	10.184
Loch	2016-08-14 12:09:00	Mountain	yes	13.013	10.184
Loch	2016-08-14 12:39:00	Mountain	yes	13.225	10.248
Loch	2016-08-14 13:09:00	Mountain	yes	13.419	10.33
Loch	2016-08-14 13:39:00	Mountain	yes	13.673	10.284
Loch	2016-08-14 14:09:00	Mountain	yes	13.761	10.384
Loch	2016-08-14 14:39:00	Mountain	yes	13.997	10.494
Loch	2016-08-14 15:09:00	Mountain	yes	14.468	10.466
Loch	2016-08-14 15:39:00	Mountain	yes	14.111	10.485
Loch	2016-08-14 16:09:00	Mountain	yes	14.102	10.475
Loch	2016-08-14 16:39:00	Mountain	yes	14.119	10.503
Loch	2016-08-14 17:09:00	Mountain	yes	14.789	10.512
Loch	2016-08-14 17:39:00	Mountain	yes	14.59	10.521
Loch	2016-08-14 18:09:00	Mountain	yes	14.546	10.594
Loch	2016-08-14 18:39:00	Mountain	yes	14.442	10.657
Loch	2016-08-14 19:09:00	Mountain	yes	14.337	10.585
Loch	2016-08-14 19:39:00	Mountain	yes	14.294	10.575
Loch	2016-08-14 20:09:00	Mountain	yes	14.276	10.621
Loch	2016-08-14 20:39:00	Mountain	yes	14.241	10.548
Loch	2016-08-14 21:09:00	Mountain	yes	14.189	10.603
Loch	2016-08-14 21:39:00	Mountain	yes	14.102	10.575
Loch	2016-08-14 22:09:00	Mountain	yes	14.058	10.585
Loch	2016-08-14 22:39:00	Mountain	yes	13.98	10.621
Loch	2016-08-14 23:09:00	Mountain	yes	13.927	10.639
Loch	2016-08-14 23:39:00	Mountain	yes	13.875	10.621
Loch	2016-08-15 00:09:00	Mountain	yes	13.796	10.639
Loch	2016-08-15 00:39:00	Mountain	yes	13.708	10.639
Loch	2016-08-15 01:09:00	Mountain	yes	13.656	10.63
Loch	2016-08-15 01:39:00	Mountain	yes	13.515	10.603
Loch	2016-08-15 02:09:00	Mountain	yes	13.436	10.594
Loch	2016-08-15 02:39:00	Mountain	yes	13.41	10.594
Loch	2016-08-15 03:09:00	Mountain	yes	13.331	10.594
Loch	2016-08-15 03:39:00	Mountain	yes	13.251	10.585
Loch	2016-08-15 04:09:00	Mountain	yes	13.146	10.63
Loch	2016-08-15 04:39:00	Mountain	yes	13.084	10.594
Loch	2016-08-15 05:09:00	Mountain	yes	13.004	10.612
Loch	2016-08-15 05:39:00	Mountain	yes	12.916	10.585
Loch	2016-08-15 06:09:00	Mountain	yes	12.819	10.485
Loch	2016-08-15 06:39:00	Mountain	yes	12.748	10.475
Loch	2016-08-15 07:09:00	Mountain	yes	12.597	10.43
Loch	2016-08-15 07:39:00	Mountain	yes	12.446	10.357
Loch	2016-08-15 08:09:00	Mountain	yes	12.401	10.412
Loch	2016-08-15 08:39:00	Mountain	yes	12.446	10.384
Loch	2016-08-15 09:09:00	Mountain	yes	12.588	10.339
Loch	2016-08-15 09:39:00	Mountain	yes	12.65	10.412
Loch	2016-08-15 10:09:00	Mountain	yes	13.093	10.439
Loch	2016-08-15 10:39:00	Mountain	yes	13.199	10.43
Loch	2016-08-15 11:09:00	Mountain	yes	13.542	10.439
Loch	2016-08-15 11:39:00	Mountain	yes	13.647	10.466
Loch	2016-08-15 12:09:00	Mountain	yes	13.813	10.485
Loch	2016-08-15 12:39:00	Mountain	yes	13.805	10.539
Loch	2016-08-15 13:09:00	Mountain	yes	13.577	10.594
Loch	2016-08-15 13:39:00	Mountain	yes	13.533	10.621
Loch	2016-08-15 14:09:00	Mountain	yes	13.506	10.666
Loch	2016-08-15 14:39:00	Mountain	yes	13.55	10.63
Loch	2016-08-15 15:09:00	Mountain	yes	13.603	10.648
Loch	2016-08-15 15:39:00	Mountain	yes	13.419	10.675
Loch	2016-08-15 16:09:00	Mountain	yes	13.375	10.666
Loch	2016-08-15 16:39:00	Mountain	yes	13.568	10.712
