"dateTime","wtr_0.5","wtr_4.5"
2017-07-14 19:30:00,11.379,8.038
2017-07-14 20:00:00,11.749,8.113
2017-07-14 20:30:00,12.116,7.952
2017-07-14 21:00:00,12.25,8.047
2017-07-14 21:30:00,12.526,8.028
2017-07-14 22:00:00,12.686,8.009
2017-07-14 22:30:00,12.925,8.019
2017-07-14 23:00:00,13.084,8
2017-07-14 23:30:00,13.128,8.019
2017-07-15 00:00:00,13.181,7.981
2017-07-15 00:30:00,13.163,7.943
2017-07-15 01:00:00,13.146,7.896
2017-07-15 01:30:00,13.101,7.867
2017-07-15 02:00:00,12.978,7.924
2017-07-15 02:30:00,12.907,8.028
2017-07-15 03:00:00,12.659,8.066
2017-07-15 03:30:00,12.214,8.132
2017-07-15 04:00:00,12.339,7.924
2017-07-15 04:30:00,12.419,7.896
2017-07-15 05:00:00,12.187,7.924
2017-07-15 05:30:00,11.91,7.943
2017-07-15 06:00:00,11.569,8.085
2017-07-15 06:30:00,11.551,8.141
2017-07-15 07:00:00,11.533,7.962
2017-07-15 07:30:00,11.56,7.943
2017-07-15 08:00:00,11.469,7.915
2017-07-15 08:30:00,11.081,7.934
2017-07-15 09:00:00,10.962,7.981
2017-07-15 09:30:00,10.817,7.981
2017-07-15 10:00:00,10.534,8.038
2017-07-15 10:30:00,10.231,8.038
2017-07-15 11:00:00,10.332,7.971
2017-07-15 11:30:00,10.167,7.981
2017-07-15 12:00:00,9.917,7.952
2017-07-15 12:30:00,9.76,7.896
2017-07-15 13:00:00,9.639,7.896
2017-07-15 13:30:00,9.723,7.763
2017-07-15 14:00:00,10.479,7.782
2017-07-15 14:30:00,11.081,7.829
2017-07-15 15:00:00,10.78,7.81
2017-07-15 15:30:00,10.249,7.934
2017-07-15 16:00:00,10.203,8.094
2017-07-15 16:30:00,10.689,8.226
2017-07-15 17:00:00,11.262,8.292
2017-07-15 17:30:00,11.361,8.339
2017-07-15 18:00:00,11.469,8.311
2017-07-15 18:30:00,11.668,8.414
2017-07-15 19:00:00,11.704,8.405
2017-07-15 19:30:00,11.766,8.424
2017-07-15 20:00:00,11.973,8.367
2017-07-15 20:30:00,12.223,8.471
2017-07-15 21:00:00,12.499,8.302
2017-07-15 21:30:00,12.969,8.424
2017-07-15 22:00:00,13.251,8.367
2017-07-15 22:30:00,13.436,8.358
2017-07-15 23:00:00,13.454,8.433
2017-07-15 23:30:00,13.463,8.499
2017-07-16 00:00:00,13.506,8.433
2017-07-16 00:30:00,13.454,8.367
2017-07-16 01:00:00,13.243,8.302
2017-07-16 01:30:00,12.765,8.32
2017-07-16 02:00:00,12.615,8.283
2017-07-16 02:30:00,12.419,8.302
2017-07-16 03:00:00,12.748,8.273
2017-07-16 03:30:00,12.668,8.32
2017-07-16 04:00:00,12.552,8.292
