"dateTime","PAR"
2017-07-14 19:30:00,NA
2017-07-14 20:00:00,2093.3905
2017-07-14 20:30:00,NA
2017-07-14 21:00:00,1835.3045
2017-07-14 21:30:00,NA
2017-07-14 22:00:00,1562.0825
2017-07-14 22:30:00,NA
2017-07-14 23:00:00,433.0315
2017-07-14 23:30:00,NA
2017-07-15 00:00:00,86.688
2017-07-15 00:30:00,NA
2017-07-15 01:00:00,62.78
2017-07-15 01:30:00,NA
2017-07-15 02:00:00,14.3405
2017-07-15 02:30:00,NA
2017-07-15 03:00:00,0
2017-07-15 03:30:00,NA
2017-07-15 04:00:00,0
2017-07-15 04:30:00,NA
2017-07-15 05:00:00,-0.0215
2017-07-15 05:30:00,NA
2017-07-15 06:00:00,0
2017-07-15 06:30:00,NA
2017-07-15 07:00:00,0
2017-07-15 07:30:00,NA
2017-07-15 08:00:00,0
2017-07-15 08:30:00,NA
2017-07-15 09:00:00,0
2017-07-15 09:30:00,NA
2017-07-15 10:00:00,0
2017-07-15 10:30:00,NA
2017-07-15 11:00:00,4.945
2017-07-15 11:30:00,NA
2017-07-15 12:00:00,225.8145
2017-07-15 12:30:00,NA
2017-07-15 13:00:00,737.45
2017-07-15 13:30:00,NA
2017-07-15 14:00:00,1226.403
2017-07-15 14:30:00,NA
2017-07-15 15:00:00,1629.657
2017-07-15 15:30:00,NA
2017-07-15 16:00:00,1850.032
2017-07-15 16:30:00,NA
2017-07-15 17:00:00,1825.1995
2017-07-15 17:30:00,NA
2017-07-15 18:00:00,1056.467
2017-07-15 18:30:00,NA
2017-07-15 19:00:00,1536.863
2017-07-15 19:30:00,NA
2017-07-15 20:00:00,2106.6345
2017-07-15 20:30:00,NA
2017-07-15 21:00:00,1850.548
2017-07-15 21:30:00,NA
2017-07-15 22:00:00,1584.722
2017-07-15 22:30:00,NA
2017-07-15 23:00:00,488.2435
2017-07-15 23:30:00,NA
2017-07-16 00:00:00,107.07
2017-07-16 00:30:00,NA
2017-07-16 01:00:00,48.891
2017-07-16 01:30:00,NA
2017-07-16 02:00:00,7.3315
2017-07-16 02:30:00,NA
2017-07-16 03:00:00,0
2017-07-16 03:30:00,NA
2017-07-16 04:00:00,-0.0215
2017-07-16 04:30:00,NA
2017-07-16 05:00:00,0
2017-07-16 05:30:00,NA
2017-07-16 06:00:00,0
2017-07-16 06:30:00,NA
2017-07-16 07:00:00,0
2017-07-16 07:30:00,NA
2017-07-16 08:00:00,0
2017-07-16 08:30:00,NA
2017-07-16 09:00:00,0
2017-07-16 09:30:00,NA
2017-07-16 10:00:00,0
2017-07-16 10:30:00,NA
2017-07-16 11:00:00,7.4175
2017-07-16 11:30:00,NA
2017-07-16 12:00:00,254.2375
2017-07-16 12:30:00,NA
2017-07-16 13:00:00,735.4075
2017-07-16 13:30:00,NA
2017-07-16 14:00:00,1188.907
2017-07-16 14:30:00,NA
2017-07-16 15:00:00,1601.1695
2017-07-16 15:30:00,NA
2017-07-16 16:00:00,1920.3155
2017-07-16 16:30:00,NA
2017-07-16 17:00:00,1661.3695
2017-07-16 17:30:00,NA
2017-07-16 18:00:00,1684.2455
2017-07-16 18:30:00,NA
2017-07-16 19:00:00,1641.3745
2017-07-16 19:30:00,NA
2017-07-16 20:00:00,768.023
2017-07-16 20:30:00,NA
2017-07-16 21:00:00,658.0075
2017-07-16 21:30:00,NA
2017-07-16 22:00:00,338.9905
2017-07-16 22:30:00,NA
2017-07-16 23:00:00,217.795
2017-07-16 23:30:00,NA
2017-07-17 00:00:00,218.397
2017-07-17 00:30:00,NA
2017-07-17 01:00:00,60.3075
2017-07-17 01:30:00,NA
2017-07-17 02:00:00,6.9445
2017-07-17 02:30:00,NA
2017-07-17 03:00:00,0
2017-07-17 03:30:00,NA
2017-07-17 04:00:00,0
2017-07-17 04:30:00,NA
2017-07-17 05:00:00,0
2017-07-17 05:30:00,NA
2017-07-17 06:00:00,0
2017-07-17 06:30:00,NA
2017-07-17 07:00:00,0
2017-07-17 07:30:00,NA
2017-07-17 08:00:00,0
2017-07-17 08:30:00,NA
2017-07-17 09:00:00,0
2017-07-17 09:30:00,NA
2017-07-17 10:00:00,-0.0215
2017-07-17 10:30:00,NA
2017-07-17 11:00:00,6.6435
2017-07-17 11:30:00,NA
2017-07-17 12:00:00,238.478
2017-07-17 12:30:00,NA
2017-07-17 13:00:00,704.2755
2017-07-17 13:30:00,NA
2017-07-17 14:00:00,1134.8345
2017-07-17 14:30:00,NA
2017-07-17 15:00:00,1562.663
2017-07-17 15:30:00,NA
2017-07-17 16:00:00,1892
2017-07-17 16:30:00,NA
2017-07-17 17:00:00,2131.3595
2017-07-17 17:30:00,NA
2017-07-17 18:00:00,2181.5405
2017-07-17 18:30:00,NA
2017-07-17 19:00:00,438.858
2017-07-17 19:30:00,NA
2017-07-17 20:00:00,900.1405
2017-07-17 20:30:00,NA
2017-07-17 21:00:00,1490.853
2017-07-17 21:30:00,NA
2017-07-17 22:00:00,883.9725
2017-07-17 22:30:00,NA
2017-07-17 23:00:00,441.137
2017-07-17 23:30:00,NA
2017-07-18 00:00:00,163.1635
2017-07-18 00:30:00,NA
2017-07-18 01:00:00,78.002
2017-07-18 01:30:00,NA
2017-07-18 02:00:00,9.3095
2017-07-18 02:30:00,NA
2017-07-18 03:00:00,0
2017-07-18 03:30:00,NA
2017-07-18 04:00:00,-0.5805
2017-07-18 04:30:00,NA
2017-07-18 05:00:00,-0.129
2017-07-18 05:30:00,NA
2017-07-18 06:00:00,-0.043
2017-07-18 06:30:00,NA
2017-07-18 07:00:00,0
2017-07-18 07:30:00,NA
2017-07-18 08:00:00,0
2017-07-18 08:30:00,NA
2017-07-18 09:00:00,0
2017-07-18 09:30:00,NA
2017-07-18 10:00:00,0
2017-07-18 10:30:00,NA
2017-07-18 11:00:00,2.15
2017-07-18 11:30:00,NA
2017-07-18 12:00:00,33.282
2017-07-18 12:30:00,NA
2017-07-18 13:00:00,292.7225
2017-07-18 13:30:00,NA
2017-07-18 14:00:00,272.8995
2017-07-18 14:30:00,NA
2017-07-18 15:00:00,349.2245
2017-07-18 15:30:00,NA
2017-07-18 16:00:00,502.068
2017-07-18 16:30:00,NA
2017-07-18 17:00:00,756.9505
2017-07-18 17:30:00,NA
2017-07-18 18:00:00,1256.5245
2017-07-18 18:30:00,NA
2017-07-18 19:00:00,1960.757
2017-07-18 19:30:00,NA
2017-07-18 20:00:00,1357.295
2017-07-18 20:30:00,NA
2017-07-18 21:00:00,859.5055
2017-07-18 21:30:00,NA
2017-07-18 22:00:00,341.3125
2017-07-18 22:30:00,NA
2017-07-18 23:00:00,337.2275
2017-07-18 23:30:00,NA
2017-07-19 00:00:00,164.69
2017-07-19 00:30:00,NA
2017-07-19 01:00:00,73.057
2017-07-19 01:30:00,NA
2017-07-19 02:00:00,6.493
2017-07-19 02:30:00,NA
