lakeID	dateTime	localTZ	daylightSavings	doObs
Loch	2016-07-25 22:09:00	Mountain	yes	7.466
Loch	2016-07-25 22:39:00	Mountain	yes	7.455
Loch	2016-07-25 23:09:00	Mountain	yes	7.523
Loch	2016-07-25 23:39:00	Mountain	yes	7.511
Loch	2016-07-26 00:09:00	Mountain	yes	7.53
Loch	2016-07-26 00:39:00	Mountain	yes	7.506
Loch	2016-07-26 01:09:00	Mountain	yes	7.469
Loch	2016-07-26 01:39:00	Mountain	yes	7.422
Loch	2016-07-26 02:09:00	Mountain	yes	7.374
Loch	2016-07-26 02:39:00	Mountain	yes	7.335
Loch	2016-07-26 03:09:00	Mountain	yes	7.294
Loch	2016-07-26 03:39:00	Mountain	yes	7.28
Loch	2016-07-26 04:09:00	Mountain	yes	7.25
Loch	2016-07-26 04:39:00	Mountain	yes	7.229
Loch	2016-07-26 05:09:00	Mountain	yes	7.211
Loch	2016-07-26 05:39:00	Mountain	yes	7.169
Loch	2016-07-26 06:09:00	Mountain	yes	7.155
Loch	2016-07-26 06:39:00	Mountain	yes	7.156
Loch	2016-07-26 07:09:00	Mountain	yes	7.169
Loch	2016-07-26 07:39:00	Mountain	yes	7.16
Loch	2016-07-26 08:09:00	Mountain	yes	7.16
Loch	2016-07-26 08:39:00	Mountain	yes	7.16
Loch	2016-07-26 09:09:00	Mountain	yes	7.176
Loch	2016-07-26 09:39:00	Mountain	yes	7.169
Loch	2016-07-26 10:09:00	Mountain	yes	7.178
Loch	2016-07-26 10:39:00	Mountain	yes	7.171
Loch	2016-07-26 11:09:00	Mountain	yes	7.196
Loch	2016-07-26 11:39:00	Mountain	yes	7.207
Loch	2016-07-26 12:09:00	Mountain	yes	7.215
Loch	2016-07-26 12:39:00	Mountain	yes	7.22
Loch	2016-07-26 13:09:00	Mountain	yes	7.242
Loch	2016-07-26 13:39:00	Mountain	yes	7.328
Loch	2016-07-26 14:09:00	Mountain	yes	7.305
Loch	2016-07-26 14:39:00	Mountain	yes	7.335
Loch	2016-07-26 15:09:00	Mountain	yes	7.335
Loch	2016-07-26 15:39:00	Mountain	yes	7.365
Loch	2016-07-26 16:09:00	Mountain	yes	7.386
Loch	2016-07-26 16:39:00	Mountain	yes	7.355
Loch	2016-07-26 17:09:00	Mountain	yes	7.376
Loch	2016-07-26 17:39:00	Mountain	yes	7.382
Loch	2016-07-26 18:09:00	Mountain	yes	7.379
Loch	2016-07-26 18:39:00	Mountain	yes	7.374
Loch	2016-07-26 19:09:00	Mountain	yes	7.395
Loch	2016-07-26 19:39:00	Mountain	yes	7.396
Loch	2016-07-26 20:09:00	Mountain	yes	7.396
Loch	2016-07-26 20:39:00	Mountain	yes	7.36
Loch	2016-07-26 21:09:00	Mountain	yes	7.363
Loch	2016-07-26 21:39:00	Mountain	yes	7.327
Loch	2016-07-26 22:09:00	Mountain	yes	7.321
Loch	2016-07-26 22:39:00	Mountain	yes	7.302
Loch	2016-07-26 23:09:00	Mountain	yes	7.28
Loch	2016-07-26 23:39:00	Mountain	yes	7.261
Loch	2016-07-27 00:09:00	Mountain	yes	7.269
Loch	2016-07-27 00:39:00	Mountain	yes	7.245
Loch	2016-07-27 01:09:00	Mountain	yes	7.232
Loch	2016-07-27 01:39:00	Mountain	yes	7.21
Loch	2016-07-27 02:09:00	Mountain	yes	7.184
Loch	2016-07-27 02:39:00	Mountain	yes	7.17
Loch	2016-07-27 03:09:00	Mountain	yes	7.178
Loch	2016-07-27 03:39:00	Mountain	yes	7.166
Loch	2016-07-27 04:09:00	Mountain	yes	7.122
Loch	2016-07-27 04:39:00	Mountain	yes	7.12
Loch	2016-07-27 05:09:00	Mountain	yes	7.121
Loch	2016-07-27 05:39:00	Mountain	yes	7.094
Loch	2016-07-27 06:09:00	Mountain	yes	7.091
Loch	2016-07-27 06:39:00	Mountain	yes	7.071
Loch	2016-07-27 07:09:00	Mountain	yes	7.085
Loch	2016-07-27 07:39:00	Mountain	yes	7.087
Loch	2016-07-27 08:09:00	Mountain	yes	7.112
Loch	2016-07-27 08:39:00	Mountain	yes	7.117
Loch	2016-07-27 09:09:00	Mountain	yes	7.173
Loch	2016-07-27 09:39:00	Mountain	yes	7.184
