"dateTime","DO"
2019-08-06 20:30:00,9.022
2019-08-06 21:00:00,9.023
2019-08-06 21:30:00,9.052
2019-08-06 22:00:00,9.06
2019-08-06 22:30:00,9.207
2019-08-06 23:00:00,9.177
2019-08-06 23:30:00,9.158
2019-08-07 00:00:00,9.193
2019-08-07 00:30:00,9.198
2019-08-07 01:00:00,9.194
2019-08-07 01:30:00,9.224
2019-08-07 02:00:00,9.23
2019-08-07 02:30:00,9.236
2019-08-07 03:00:00,9.234
2019-08-07 03:30:00,9.219
2019-08-07 04:00:00,9.214
2019-08-07 04:30:00,9.281
2019-08-07 05:00:00,9.239
2019-08-07 05:30:00,9.272
2019-08-07 06:00:00,9.452
2019-08-07 06:30:00,9.47
2019-08-07 07:00:00,9.497
2019-08-07 07:30:00,9.401
2019-08-07 08:00:00,9.392
2019-08-07 08:30:00,9.279
2019-08-07 09:00:00,9.316
2019-08-07 09:30:00,9.283
2019-08-07 10:00:00,9.37
2019-08-07 10:30:00,9.404
2019-08-07 11:00:00,9.389
2019-08-07 11:30:00,9.425
2019-08-07 12:00:00,9.439
2019-08-07 12:30:00,9.445
2019-08-07 13:00:00,9.425
2019-08-07 13:30:00,9.446
2019-08-07 14:00:00,9.437
2019-08-07 14:30:00,9.418
2019-08-07 15:00:00,9.387
2019-08-07 15:30:00,9.081
2019-08-07 16:00:00,9.095
2019-08-07 16:30:00,9.208
2019-08-07 17:00:00,9.148
2019-08-07 17:30:00,9.082
2019-08-07 18:00:00,8.94
2019-08-07 18:30:00,8.954
2019-08-07 19:00:00,8.905
2019-08-07 19:30:00,9.053
2019-08-07 20:00:00,9.107
2019-08-07 20:30:00,9.113
2019-08-07 21:00:00,9.148
2019-08-07 21:30:00,9.164
2019-08-07 22:00:00,9.188
2019-08-07 22:30:00,9.214
2019-08-07 23:00:00,9.258
2019-08-07 23:30:00,9.239
2019-08-08 00:00:00,9.214
2019-08-08 00:30:00,9.264
2019-08-08 01:00:00,9.146
