"dateTime","wtr_0.5","wtr_7.0"
2017-05-30 00:00:00,1.933,4.156
2017-05-30 00:30:00,1.933,4.176
2017-05-30 01:00:00,1.902,4.176
2017-05-30 01:30:00,1.912,4.166
2017-05-30 02:00:00,1.912,4.156
2017-05-30 02:30:00,1.88,4.156
2017-05-30 03:00:00,1.87,4.176
2017-05-30 03:30:00,1.88,4.156
2017-05-30 04:00:00,1.849,4.166
2017-05-30 04:30:00,1.817,4.166
2017-05-30 05:00:00,1.87,4.105
2017-05-30 05:30:00,1.87,4.176
2017-05-30 06:00:00,1.859,4.166
2017-05-30 06:30:00,1.88,4.166
2017-05-30 07:00:00,1.849,4.166
2017-05-30 07:30:00,1.859,4.156
2017-05-30 08:00:00,1.859,4.166
2017-05-30 08:30:00,1.87,4.176
2017-05-30 09:00:00,1.817,4.156
2017-05-30 09:30:00,1.859,4.156
2017-05-30 10:00:00,1.859,4.166
2017-05-30 10:30:00,1.827,4.197
2017-05-30 11:00:00,1.838,4.156
2017-05-30 11:30:00,1.849,4.166
2017-05-30 12:00:00,1.827,4.186
2017-05-30 12:30:00,1.838,4.136
2017-05-30 13:00:00,1.87,4.156
2017-05-30 13:30:00,1.88,4.166
2017-05-30 14:00:00,1.923,4.156
2017-05-30 14:30:00,1.965,4.166
2017-05-30 15:00:00,1.986,4.156
2017-05-30 15:30:00,2.039,4.176
2017-05-30 16:00:00,2.103,4.146
2017-05-30 16:30:00,2.187,4.176
2017-05-30 17:00:00,2.134,4.166
2017-05-30 17:30:00,2.219,4.166
2017-05-30 18:00:00,2.24,4.197
2017-05-30 18:30:00,2.303,4.186
2017-05-30 19:00:00,2.134,4.176
2017-05-30 19:30:00,2.282,4.197
2017-05-30 20:00:00,2.124,4.176
2017-05-30 20:30:00,2.05,4.156
2017-05-30 21:00:00,2.134,4.186
2017-05-30 21:30:00,2.25,4.166
2017-05-30 22:00:00,2.219,4.217
2017-05-30 22:30:00,2.24,4.176
2017-05-30 23:00:00,2.145,4.186
2017-05-30 23:30:00,2.039,4.166
2017-05-31 00:00:00,2.06,4.186
2017-05-31 00:30:00,2.05,4.197
2017-05-31 01:00:00,2.018,4.166
2017-05-31 01:30:00,1.976,4.186
2017-05-31 02:00:00,1.976,4.176
2017-05-31 02:30:00,1.976,4.156
2017-05-31 03:00:00,1.955,4.176
2017-05-31 03:30:00,1.955,4.176
2017-05-31 04:00:00,1.923,4.186
2017-05-31 04:30:00,1.933,4.176
2017-05-31 05:00:00,1.88,4.166
2017-05-31 05:30:00,1.912,4.176
2017-05-31 06:00:00,1.955,4.197
2017-05-31 06:30:00,1.912,4.166
2017-05-31 07:00:00,1.923,4.176
2017-05-31 07:30:00,1.891,4.156
2017-05-31 08:00:00,1.891,4.146
2017-05-31 08:30:00,1.87,4.146
2017-05-31 09:00:00,1.87,4.186
2017-05-31 09:30:00,1.849,4.186
2017-05-31 10:00:00,1.87,4.136
2017-05-31 10:30:00,1.88,4.176
2017-05-31 11:00:00,1.838,4.166
2017-05-31 11:30:00,1.87,4.166
2017-05-31 12:00:00,1.88,4.166
2017-05-31 12:30:00,1.859,4.176
2017-05-31 13:00:00,1.859,4.176
2017-05-31 13:30:00,1.859,4.166
2017-05-31 14:00:00,2.008,4.176
2017-05-31 14:30:00,2.113,4.227
2017-05-31 15:00:00,2.166,4.176
2017-05-31 15:30:00,2.25,4.207
2017-05-31 16:00:00,2.282,4.207
2017-05-31 16:30:00,2.408,4.197
2017-05-31 17:00:00,2.482,4.217
2017-05-31 17:30:00,2.229,4.186
2017-05-31 18:00:00,2.05,4.176
2017-05-31 18:30:00,2.134,4.156
2017-05-31 19:00:00,2.555,4.217
2017-05-31 19:30:00,2.345,4.217
2017-05-31 20:00:00,2.187,4.197
2017-05-31 20:30:00,2.482,4.237
2017-05-31 21:00:00,2.314,4.186
2017-05-31 21:30:00,2.492,4.217
2017-05-31 22:00:00,2.387,4.207
2017-05-31 22:30:00,2.324,4.207
2017-05-31 23:00:00,2.314,4.197
2017-05-31 23:30:00,2.06,4.186
2017-06-01 00:00:00,2.113,4.186
2017-06-01 00:30:00,2.071,4.207
2017-06-01 01:00:00,2.029,4.186
2017-06-01 01:30:00,2.039,4.176
2017-06-01 02:00:00,2.029,4.166
2017-06-01 02:30:00,2.039,4.186
2017-06-01 03:00:00,1.997,4.186
2017-06-01 03:30:00,1.997,4.197
2017-06-01 04:00:00,1.965,4.197
2017-06-01 04:30:00,2.018,4.146
2017-06-01 05:00:00,1.976,4.227
2017-06-01 05:30:00,1.965,4.186
2017-06-01 06:00:00,1.965,4.186
2017-06-01 06:30:00,1.976,4.176
2017-06-01 07:00:00,1.976,4.176
2017-06-01 07:30:00,1.955,4.186
2017-06-01 08:00:00,1.955,4.197
2017-06-01 08:30:00,1.965,4.197
2017-06-01 09:00:00,1.976,4.166
2017-06-01 09:30:00,1.965,4.176
2017-06-01 10:00:00,1.944,4.166
2017-06-01 10:30:00,2.039,4.176
2017-06-01 11:00:00,2.008,4.197
2017-06-01 11:30:00,2.029,4.197
2017-06-01 12:00:00,2.008,4.166
2017-06-01 12:30:00,2.008,4.186
2017-06-01 13:00:00,2.029,4.197
2017-06-01 13:30:00,2.039,4.186
2017-06-01 14:00:00,2.177,4.217
2017-06-01 14:30:00,2.25,4.207
2017-06-01 15:00:00,2.356,4.227
2017-06-01 15:30:00,2.408,4.247
2017-06-01 16:00:00,2.492,4.227
2017-06-01 16:30:00,2.565,4.257
2017-06-01 17:00:00,2.628,4.227
2017-06-01 17:30:00,2.722,4.247
2017-06-01 18:00:00,2.826,4.257
2017-06-01 18:30:00,2.324,4.237
2017-06-01 19:00:00,2.24,4.237
2017-06-01 19:30:00,2.324,4.217
2017-06-01 20:00:00,2.345,4.207
2017-06-01 20:30:00,2.377,4.227
2017-06-01 21:00:00,2.335,4.237
2017-06-01 21:30:00,2.229,4.227
2017-06-01 22:00:00,2.271,4.217
2017-06-01 22:30:00,2.282,4.227
2017-06-01 23:00:00,2.219,4.237
2017-06-01 23:30:00,2.082,4.237
2017-06-02 00:00:00,2.06,4.227
2017-06-02 00:30:00,2.039,4.227
2017-06-02 01:00:00,2.008,4.217
2017-06-02 01:30:00,1.986,4.207
2017-06-02 02:00:00,1.986,4.217
2017-06-02 02:30:00,1.997,4.207
2017-06-02 03:00:00,2.029,4.247
2017-06-02 03:30:00,1.912,4.227
2017-06-02 04:00:00,1.912,4.217
2017-06-02 04:30:00,1.965,4.227
2017-06-02 05:00:00,1.955,4.227
2017-06-02 05:30:00,1.955,4.197
2017-06-02 06:00:00,1.933,4.227
2017-06-02 06:30:00,2.008,4.227
2017-06-02 07:00:00,2.039,4.207
2017-06-02 07:30:00,2.05,4.227
2017-06-02 08:00:00,2.039,4.227
2017-06-02 08:30:00,2.156,4.207
2017-06-02 09:00:00,2.145,4.186
2017-06-02 09:30:00,2.187,4.217
2017-06-02 10:00:00,2.113,4.217
2017-06-02 10:30:00,2.145,4.217
2017-06-02 11:00:00,2.092,4.217
2017-06-02 11:30:00,2.113,4.197
2017-06-02 12:00:00,2.166,4.197
2017-06-02 12:30:00,2.187,4.217
2017-06-02 13:00:00,2.219,4.217
2017-06-02 13:30:00,2.145,4.247
2017-06-02 14:00:00,2.187,4.237
2017-06-02 14:30:00,2.25,4.247
2017-06-02 15:00:00,2.303,4.247
2017-06-02 15:30:00,2.324,4.237
2017-06-02 16:00:00,2.261,4.227
2017-06-02 16:30:00,2.219,4.227
2017-06-02 17:00:00,2.113,4.227
2017-06-02 17:30:00,2.219,4.207
2017-06-02 18:00:00,2.113,4.237
2017-06-02 18:30:00,2.293,4.237
2017-06-02 19:00:00,2.377,4.247
2017-06-02 19:30:00,2.145,4.257
2017-06-02 20:00:00,2.103,4.247
2017-06-02 20:30:00,2.166,4.257
2017-06-02 21:00:00,2.187,4.247
2017-06-02 21:30:00,2.219,4.247
2017-06-02 22:00:00,2.156,4.267
2017-06-02 22:30:00,2.293,4.247
2017-06-02 23:00:00,2.25,4.257
2017-06-02 23:30:00,2.124,4.247
2017-06-03 00:00:00,2.124,4.237
2017-06-03 00:30:00,2.029,4.227
2017-06-03 01:00:00,2.029,4.237
2017-06-03 01:30:00,2.018,4.277
2017-06-03 02:00:00,2.092,4.247
2017-06-03 02:30:00,2.05,4.257
2017-06-03 03:00:00,1.986,4.237
2017-06-03 03:30:00,2.124,4.247
2017-06-03 04:00:00,2.25,4.247
2017-06-03 04:30:00,2.166,4.247
2017-06-03 05:00:00,2.124,4.247
2017-06-03 05:30:00,2.05,4.237
2017-06-03 06:00:00,2.05,4.227
2017-06-03 06:30:00,1.986,4.257
2017-06-03 07:00:00,2.05,4.237
2017-06-03 07:30:00,2.018,4.237
2017-06-03 08:00:00,2.008,4.227
2017-06-03 08:30:00,1.933,4.237
2017-06-03 09:00:00,1.902,4.237
2017-06-03 09:30:00,1.986,4.247
2017-06-03 10:00:00,1.997,4.227
2017-06-03 10:30:00,1.965,4.227
2017-06-03 11:00:00,1.965,4.247
2017-06-03 11:30:00,1.955,4.227
2017-06-03 12:00:00,1.955,4.257
2017-06-03 12:30:00,1.997,4.257
2017-06-03 13:00:00,1.997,4.247
2017-06-03 13:30:00,2.008,4.237
2017-06-03 14:00:00,2.092,4.267
2017-06-03 14:30:00,2.271,4.247
2017-06-03 15:00:00,2.293,4.257
2017-06-03 15:30:00,2.314,4.257
2017-06-03 16:00:00,2.145,4.257
2017-06-03 16:30:00,2.145,4.267
2017-06-03 17:00:00,2.25,4.257
2017-06-03 17:30:00,2.471,4.257
2017-06-03 18:00:00,2.67,4.267
2017-06-03 18:30:00,2.377,4.267
2017-06-03 19:00:00,2.366,4.277
2017-06-03 19:30:00,2.366,4.257
2017-06-03 20:00:00,2.565,4.277
2017-06-03 20:30:00,2.764,4.288
2017-06-03 21:00:00,2.722,4.298
2017-06-03 21:30:00,2.795,4.318
2017-06-03 22:00:00,2.544,4.298
2017-06-03 22:30:00,2.618,4.288
2017-06-03 23:00:00,2.555,4.298
2017-06-03 23:30:00,2.187,4.267
2017-06-04 00:00:00,2.134,4.288
2017-06-04 00:30:00,2.166,4.267
2017-06-04 01:00:00,2.156,4.277
2017-06-04 01:30:00,2.113,4.277
2017-06-04 02:00:00,2.145,4.277
2017-06-04 02:30:00,2.124,4.247
2017-06-04 03:00:00,2.113,4.267
2017-06-04 03:30:00,2.113,4.277
2017-06-04 04:00:00,2.124,4.277
2017-06-04 04:30:00,2.113,4.257
2017-06-04 05:00:00,2.103,4.257
2017-06-04 05:30:00,2.039,4.247
2017-06-04 06:00:00,2.039,4.277
2017-06-04 06:30:00,2.029,4.277
2017-06-04 07:00:00,2.039,4.267
2017-06-04 07:30:00,2.008,4.277
2017-06-04 08:00:00,1.997,4.277
2017-06-04 08:30:00,1.976,4.267
2017-06-04 09:00:00,2.029,4.267
2017-06-04 09:30:00,2.029,4.288
2017-06-04 10:00:00,2.018,4.257
2017-06-04 10:30:00,2.008,4.288
2017-06-04 11:00:00,2.008,4.288
2017-06-04 11:30:00,2.06,4.267
2017-06-04 12:00:00,2.05,4.277
2017-06-04 12:30:00,2.039,4.298
2017-06-04 13:00:00,2.06,4.277
2017-06-04 13:30:00,2.05,4.257
2017-06-04 14:00:00,2.324,4.277
2017-06-04 14:30:00,2.419,4.267
2017-06-04 15:00:00,2.534,4.288
2017-06-04 15:30:00,2.586,4.298
2017-06-04 16:00:00,2.659,4.308
2017-06-04 16:30:00,2.785,4.298
2017-06-04 17:00:00,2.805,4.318
2017-06-04 17:30:00,2.837,4.318
2017-06-04 18:00:00,2.868,4.308
2017-06-04 18:30:00,2.899,4.328
2017-06-04 19:00:00,2.868,4.318
2017-06-04 19:30:00,2.961,4.338
2017-06-04 20:00:00,3.003,4.318
2017-06-04 20:30:00,2.909,4.338
2017-06-04 21:00:00,3.003,4.328
2017-06-04 21:30:00,3.044,4.308
2017-06-04 22:00:00,2.753,4.318
2017-06-04 22:30:00,2.982,4.338
2017-06-04 23:00:00,2.857,4.338
2017-06-04 23:30:00,2.607,4.308
2017-06-05 00:00:00,2.544,4.298
2017-06-05 00:30:00,2.576,4.318
2017-06-05 01:00:00,2.534,4.328
2017-06-05 01:30:00,2.534,4.308
2017-06-05 02:00:00,2.513,4.277
2017-06-05 02:30:00,2.482,4.277
2017-06-05 03:00:00,2.492,4.318
2017-06-05 03:30:00,2.471,4.277
2017-06-05 04:00:00,2.44,4.308
2017-06-05 04:30:00,2.44,4.308
2017-06-05 05:00:00,2.408,4.318
2017-06-05 05:30:00,2.429,4.308
2017-06-05 06:00:00,2.419,4.308
2017-06-05 06:30:00,2.44,4.308
2017-06-05 07:00:00,2.429,4.288
2017-06-05 07:30:00,2.461,4.298
2017-06-05 08:00:00,2.461,4.288
2017-06-05 08:30:00,2.482,4.308
2017-06-05 09:00:00,2.502,4.257
2017-06-05 09:30:00,2.544,4.277
2017-06-05 10:00:00,2.555,4.308
2017-06-05 10:30:00,2.555,4.298
2017-06-05 11:00:00,2.586,4.277
2017-06-05 11:30:00,2.586,4.308
2017-06-05 12:00:00,2.701,4.277
2017-06-05 12:30:00,2.68,4.298
2017-06-05 13:00:00,2.701,4.288
2017-06-05 13:30:00,2.722,4.318
2017-06-05 14:00:00,2.899,4.318
2017-06-05 14:30:00,3.044,4.338
2017-06-05 15:00:00,3.169,4.348
2017-06-05 15:30:00,2.982,4.328
2017-06-05 16:00:00,3.251,4.348
2017-06-05 16:30:00,3.344,4.338
2017-06-05 17:00:00,2.701,4.328
2017-06-05 17:30:00,2.586,4.298
2017-06-05 18:00:00,2.67,4.328
2017-06-05 18:30:00,3.055,4.358
2017-06-05 19:00:00,3.2,4.368
2017-06-05 19:30:00,3.344,4.348
2017-06-05 20:00:00,3.282,4.358
2017-06-05 20:30:00,2.993,4.338
2017-06-05 21:00:00,2.993,4.348
2017-06-05 21:30:00,3.075,4.348
2017-06-05 22:00:00,3.055,4.348
2017-06-05 22:30:00,3.158,4.328
2017-06-05 23:00:00,2.961,4.368
2017-06-05 23:30:00,2.878,4.348
2017-06-06 00:00:00,2.826,4.328
2017-06-06 00:30:00,2.785,4.348
2017-06-06 01:00:00,2.732,4.338
2017-06-06 01:30:00,2.732,4.318
2017-06-06 02:00:00,2.785,4.318
2017-06-06 02:30:00,2.785,4.358
2017-06-06 03:00:00,2.712,4.328
2017-06-06 03:30:00,2.826,4.328
2017-06-06 04:00:00,2.899,4.308
2017-06-06 04:30:00,2.701,4.328
2017-06-06 05:00:00,2.753,4.308
2017-06-06 05:30:00,2.795,4.318
2017-06-06 06:00:00,2.837,4.338
2017-06-06 06:30:00,2.837,4.348
2017-06-06 07:00:00,2.795,4.348
2017-06-06 07:30:00,2.837,4.338
2017-06-06 08:00:00,2.857,4.318
2017-06-06 08:30:00,2.816,4.338
2017-06-06 09:00:00,2.961,4.318
2017-06-06 09:30:00,2.982,4.318
2017-06-06 10:00:00,2.972,4.328
2017-06-06 10:30:00,3.044,4.328
2017-06-06 11:00:00,3.075,4.318
2017-06-06 11:30:00,3.117,4.318
2017-06-06 12:00:00,3.189,4.358
2017-06-06 12:30:00,3.179,4.348
2017-06-06 13:00:00,3.21,4.348
2017-06-06 13:30:00,3.138,4.328
2017-06-06 14:00:00,3.231,4.338
2017-06-06 14:30:00,3.426,4.328
2017-06-06 15:00:00,3.437,4.348
2017-06-06 15:30:00,3.498,4.358
2017-06-06 16:00:00,3.58,4.358
2017-06-06 16:30:00,3.55,4.338
2017-06-06 17:00:00,3.56,4.358
2017-06-06 17:30:00,3.293,4.378
2017-06-06 18:00:00,3.138,4.368
2017-06-06 18:30:00,3.075,4.368
2017-06-06 19:00:00,3.096,4.358
2017-06-06 19:30:00,3.189,4.368
2017-06-06 20:00:00,3.365,4.378
2017-06-06 20:30:00,3.22,4.348
2017-06-06 21:00:00,3.086,4.358
2017-06-06 21:30:00,2.805,4.378
2017-06-06 22:00:00,2.847,4.368
2017-06-06 22:30:00,3.241,4.368
2017-06-06 23:00:00,2.785,4.368
2017-06-06 23:30:00,2.816,4.348
2017-06-07 00:00:00,3.293,4.358
2017-06-07 00:30:00,3.622,4.388
2017-06-07 01:00:00,3.231,4.358
2017-06-07 01:30:00,3.189,4.358
2017-06-07 02:00:00,3.2,4.368
2017-06-07 02:30:00,3.086,4.348
2017-06-07 03:00:00,3.034,4.388
2017-06-07 03:30:00,3.034,4.348
2017-06-07 04:00:00,3.086,4.338
2017-06-07 04:30:00,3.148,4.348
2017-06-07 05:00:00,3.189,4.368
2017-06-07 05:30:00,3.262,4.348
2017-06-07 06:00:00,3.313,4.348
2017-06-07 06:30:00,3.519,4.368
2017-06-07 07:00:00,3.56,4.318
2017-06-07 07:30:00,3.601,4.348
2017-06-07 08:00:00,3.55,4.358
2017-06-07 08:30:00,3.519,4.358
2017-06-07 09:00:00,3.611,4.348
2017-06-07 09:30:00,3.601,4.338
2017-06-07 10:00:00,3.529,4.338
2017-06-07 10:30:00,3.539,4.348
2017-06-07 11:00:00,3.539,4.358
2017-06-07 11:30:00,3.539,4.348
2017-06-07 12:00:00,3.652,4.358
2017-06-07 12:30:00,3.744,4.368
2017-06-07 13:00:00,3.744,4.368
2017-06-07 13:30:00,3.846,4.358
2017-06-07 14:00:00,4.152,4.368
2017-06-07 14:30:00,4.364,4.388
2017-06-07 15:00:00,4.374,4.368
2017-06-07 15:30:00,4.606,4.399
2017-06-07 16:00:00,4.505,4.368
2017-06-07 16:30:00,4.111,4.388
2017-06-07 17:00:00,4.907,4.378
2017-06-07 17:30:00,3.877,4.388
2017-06-07 18:00:00,4.081,4.388
2017-06-07 18:30:00,3.744,4.388
2017-06-07 19:00:00,4.304,4.368
2017-06-07 19:30:00,4.747,4.388
2017-06-07 20:00:00,4.967,4.368
2017-06-07 20:30:00,4.435,4.378
2017-06-07 21:00:00,4.556,4.388
2017-06-07 21:30:00,4.314,4.388
2017-06-07 22:00:00,3.601,4.368
2017-06-07 22:30:00,3.58,4.368
2017-06-07 23:00:00,3.693,4.399
2017-06-07 23:30:00,3.148,4.388
2017-06-08 00:00:00,3.22,4.348
2017-06-08 00:30:00,3.468,4.388
2017-06-08 01:00:00,3.775,4.378
2017-06-08 01:30:00,4.009,4.378
2017-06-08 02:00:00,3.775,4.368
2017-06-08 02:30:00,3.887,4.378
2017-06-08 03:00:00,4.07,4.358
2017-06-08 03:30:00,4.05,4.338
2017-06-08 04:00:00,4.121,4.338
2017-06-08 04:30:00,4.233,4.348
2017-06-08 05:00:00,3.795,4.338
2017-06-08 05:30:00,3.979,4.348
2017-06-08 06:00:00,4.101,4.378
2017-06-08 06:30:00,4.101,4.368
2017-06-08 07:00:00,4.182,4.358
2017-06-08 07:30:00,4.192,4.348
2017-06-08 08:00:00,4.172,4.388
2017-06-08 08:30:00,4.202,4.368
2017-06-08 09:00:00,4.212,4.388
2017-06-08 09:30:00,4.172,4.368
2017-06-08 10:00:00,4.223,4.358
2017-06-08 10:30:00,4.192,4.358
2017-06-08 11:00:00,4.212,4.368
2017-06-08 11:30:00,4.223,4.358
2017-06-08 12:00:00,4.253,4.348
2017-06-08 12:30:00,4.263,4.348
2017-06-08 13:00:00,4.223,4.348
2017-06-08 13:30:00,4.283,4.378
2017-06-08 14:00:00,4.586,4.368
2017-06-08 14:30:00,4.676,4.368
2017-06-08 15:00:00,4.767,4.399
2017-06-08 15:30:00,4.837,4.378
2017-06-08 16:00:00,4.937,4.388
2017-06-08 16:30:00,4.987,4.358
2017-06-08 17:00:00,4.917,4.409
2017-06-08 17:30:00,4.787,4.399
2017-06-08 18:00:00,5.097,4.409
2017-06-08 18:30:00,5.017,4.409
2017-06-08 19:00:00,4.526,4.399
2017-06-08 19:30:00,4.646,4.399
2017-06-08 20:00:00,4.747,4.399
2017-06-08 20:30:00,4.897,4.399
2017-06-08 21:00:00,4.566,4.388
2017-06-08 21:30:00,4.797,4.399
2017-06-08 22:00:00,4.817,4.419
2017-06-08 22:30:00,4.475,4.378
2017-06-08 23:00:00,4.435,4.399
2017-06-08 23:30:00,4.344,4.388
2017-06-09 00:00:00,4.395,4.388
2017-06-09 00:30:00,4.354,4.388
2017-06-09 01:00:00,4.344,4.399
2017-06-09 01:30:00,4.354,4.409
2017-06-09 02:00:00,4.324,4.378
2017-06-09 02:30:00,4.293,4.409
2017-06-09 03:00:00,4.283,4.378
2017-06-09 03:30:00,4.283,4.429
2017-06-09 04:00:00,4.283,4.378
2017-06-09 04:30:00,3.877,4.388
2017-06-09 05:00:00,4.142,4.358
2017-06-09 05:30:00,4.233,4.358
2017-06-09 06:00:00,4.253,4.368
2017-06-09 06:30:00,3.938,4.368
2017-06-09 07:00:00,4.142,4.348
2017-06-09 07:30:00,4.263,4.358
2017-06-09 08:00:00,4.263,4.388
2017-06-09 08:30:00,4.293,4.368
2017-06-09 09:00:00,4.263,4.388
2017-06-09 09:30:00,4.253,4.388
2017-06-09 10:00:00,4.283,4.368
2017-06-09 10:30:00,4.273,4.388
2017-06-09 11:00:00,4.273,4.358
2017-06-09 11:30:00,3.979,4.378
2017-06-09 12:00:00,3.979,4.378
2017-06-09 12:30:00,4.142,4.358
2017-06-09 13:00:00,4.091,4.358
2017-06-09 13:30:00,4.314,4.378
2017-06-09 14:00:00,4.616,4.388
2017-06-09 14:30:00,4.717,4.388
2017-06-09 15:00:00,3.816,4.338
2017-06-09 15:30:00,3.734,4.399
2017-06-09 16:00:00,4.142,4.368
2017-06-09 16:30:00,4.142,4.388
2017-06-09 17:00:00,4.253,4.409
2017-06-09 17:30:00,4.091,4.399
2017-06-09 18:00:00,3.478,4.388
2017-06-09 18:30:00,4.172,4.409
2017-06-09 19:00:00,4.273,4.439
2017-06-09 19:30:00,4.06,4.429
2017-06-09 20:00:00,4.081,4.429
2017-06-09 20:30:00,4.324,4.419
2017-06-09 21:00:00,4.02,4.429
2017-06-09 21:30:00,3.416,4.439
2017-06-09 22:00:00,3.724,4.449
2017-06-09 22:30:00,4.233,4.439
2017-06-09 23:00:00,4.111,4.409
2017-06-09 23:30:00,3.662,4.409
2017-06-10 00:00:00,3.928,4.439
2017-06-10 00:30:00,3.979,4.439
2017-06-10 01:00:00,3.969,4.419
2017-06-10 01:30:00,4.04,4.419
2017-06-10 02:00:00,4.223,4.409
2017-06-10 02:30:00,4.273,4.419
2017-06-10 03:00:00,4.101,4.429
2017-06-10 03:30:00,3.867,4.409
2017-06-10 04:00:00,3.683,4.409
2017-06-10 04:30:00,3.632,4.419
