"dateTime","windSpeed"
2018-05-30 00:00:00,9.02
2018-05-30 00:30:00,NA
2018-05-30 01:00:00,8.73
2018-05-30 01:30:00,NA
2018-05-30 02:00:00,7.99
2018-05-30 02:30:00,NA
2018-05-30 03:00:00,5.55
2018-05-30 03:30:00,NA
2018-05-30 04:00:00,5.41
2018-05-30 04:30:00,NA
2018-05-30 05:00:00,6.9
2018-05-30 05:30:00,NA
2018-05-30 06:00:00,4.84
2018-05-30 06:30:00,NA
2018-05-30 07:00:00,5.09
2018-05-30 07:30:00,NA
2018-05-30 08:00:00,7.91
2018-05-30 08:30:00,NA
2018-05-30 09:00:00,7.03
2018-05-30 09:30:00,NA
2018-05-30 10:00:00,3.88
2018-05-30 10:30:00,NA
2018-05-30 11:00:00,3.26
2018-05-30 11:30:00,NA
2018-05-30 12:00:00,2.22
2018-05-30 12:30:00,NA
2018-05-30 13:00:00,3.94
2018-05-30 13:30:00,NA
2018-05-30 14:00:00,5.08
2018-05-30 14:30:00,NA
2018-05-30 15:00:00,7.4
2018-05-30 15:30:00,NA
2018-05-30 16:00:00,9.71
2018-05-30 16:30:00,NA
2018-05-30 17:00:00,7.9
2018-05-30 17:30:00,NA
2018-05-30 18:00:00,7.12
2018-05-30 18:30:00,NA
2018-05-30 19:00:00,7.12
2018-05-30 19:30:00,NA
2018-05-30 20:00:00,6.59
2018-05-30 20:30:00,NA
2018-05-30 21:00:00,8.06
2018-05-30 21:30:00,NA
2018-05-30 22:00:00,5.17
2018-05-30 22:30:00,NA
2018-05-30 23:00:00,4.3
2018-05-30 23:30:00,NA
2018-05-31 00:00:00,5.96
2018-05-31 00:30:00,NA
2018-05-31 01:00:00,6.97
2018-05-31 01:30:00,NA
2018-05-31 02:00:00,6.67
2018-05-31 02:30:00,NA
2018-05-31 03:00:00,2.64
2018-05-31 03:30:00,NA
2018-05-31 04:00:00,5.8
2018-05-31 04:30:00,NA
2018-05-31 05:00:00,4.25
2018-05-31 05:30:00,NA
2018-05-31 06:00:00,4.83
2018-05-31 06:30:00,NA
2018-05-31 07:00:00,6.09
2018-05-31 07:30:00,NA
2018-05-31 08:00:00,9.63
2018-05-31 08:30:00,NA
2018-05-31 09:00:00,9.68
2018-05-31 09:30:00,NA
2018-05-31 10:00:00,6.68
2018-05-31 10:30:00,NA
2018-05-31 11:00:00,4.49
2018-05-31 11:30:00,NA
2018-05-31 12:00:00,4.74
2018-05-31 12:30:00,NA
2018-05-31 13:00:00,5.76
2018-05-31 13:30:00,NA
2018-05-31 14:00:00,5.12
2018-05-31 14:30:00,NA
2018-05-31 15:00:00,5.95
2018-05-31 15:30:00,NA
2018-05-31 16:00:00,5.74
2018-05-31 16:30:00,NA
2018-05-31 17:00:00,7.16
2018-05-31 17:30:00,NA
2018-05-31 18:00:00,6.72
2018-05-31 18:30:00,NA
2018-05-31 19:00:00,8.33
2018-05-31 19:30:00,NA
2018-05-31 20:00:00,7.22
2018-05-31 20:30:00,NA
2018-05-31 21:00:00,7.64
2018-05-31 21:30:00,NA
2018-05-31 22:00:00,10.78
2018-05-31 22:30:00,NA
2018-05-31 23:00:00,10.99
2018-05-31 23:30:00,NA
2018-06-01 00:00:00,8.03
2018-06-01 00:30:00,NA
2018-06-01 01:00:00,5.2
2018-06-01 01:30:00,NA
2018-06-01 02:00:00,1.94
2018-06-01 02:30:00,NA
2018-06-01 03:00:00,2.45
2018-06-01 03:30:00,NA
2018-06-01 04:00:00,1.63
2018-06-01 04:30:00,NA
2018-06-01 05:00:00,2.53
2018-06-01 05:30:00,NA
2018-06-01 06:00:00,4.09
2018-06-01 06:30:00,NA
2018-06-01 07:00:00,6.14
2018-06-01 07:30:00,NA
2018-06-01 08:00:00,6.84
2018-06-01 08:30:00,NA
2018-06-01 09:00:00,11.58
2018-06-01 09:30:00,NA
2018-06-01 10:00:00,12.21
2018-06-01 10:30:00,NA
2018-06-01 11:00:00,12.48
2018-06-01 11:30:00,NA
2018-06-01 12:00:00,12.41
2018-06-01 12:30:00,NA
2018-06-01 13:00:00,13.79
2018-06-01 13:30:00,NA
2018-06-01 14:00:00,13.13
2018-06-01 14:30:00,NA
2018-06-01 15:00:00,11.65
2018-06-01 15:30:00,NA
2018-06-01 16:00:00,11.69
2018-06-01 16:30:00,NA
2018-06-01 17:00:00,11.81
2018-06-01 17:30:00,NA
2018-06-01 18:00:00,10.95
2018-06-01 18:30:00,NA
2018-06-01 19:00:00,10.33
2018-06-01 19:30:00,NA
2018-06-01 20:00:00,10.07
2018-06-01 20:30:00,NA
2018-06-01 21:00:00,10.02
2018-06-01 21:30:00,NA
2018-06-01 22:00:00,10.55
2018-06-01 22:30:00,NA
2018-06-01 23:00:00,11.99
2018-06-01 23:30:00,NA
2018-06-02 00:00:00,12.13
2018-06-02 00:30:00,NA
2018-06-02 01:00:00,11.47
2018-06-02 01:30:00,NA
2018-06-02 02:00:00,7.87
2018-06-02 02:30:00,NA
2018-06-02 03:00:00,8.37
2018-06-02 03:30:00,NA
2018-06-02 04:00:00,11.33
2018-06-02 04:30:00,NA
2018-06-02 05:00:00,11.74
2018-06-02 05:30:00,NA
2018-06-02 06:00:00,12.89
2018-06-02 06:30:00,NA
2018-06-02 07:00:00,13.78
2018-06-02 07:30:00,NA
2018-06-02 08:00:00,17.82
2018-06-02 08:30:00,NA
2018-06-02 09:00:00,17.78
2018-06-02 09:30:00,NA
2018-06-02 10:00:00,14.33
2018-06-02 10:30:00,NA
2018-06-02 11:00:00,9.67
2018-06-02 11:30:00,NA
2018-06-02 12:00:00,8.3
2018-06-02 12:30:00,NA
2018-06-02 13:00:00,6.23
2018-06-02 13:30:00,NA
2018-06-02 14:00:00,4.94
2018-06-02 14:30:00,NA
2018-06-02 15:00:00,7.38
2018-06-02 15:30:00,NA
2018-06-02 16:00:00,10.44
2018-06-02 16:30:00,NA
2018-06-02 17:00:00,9.73
2018-06-02 17:30:00,NA
2018-06-02 18:00:00,7.14
2018-06-02 18:30:00,NA
2018-06-02 19:00:00,6.93
2018-06-02 19:30:00,NA
2018-06-02 20:00:00,6.35
2018-06-02 20:30:00,NA
2018-06-02 21:00:00,6.03
2018-06-02 21:30:00,NA
2018-06-02 22:00:00,5
2018-06-02 22:30:00,NA
2018-06-02 23:00:00,6.3
2018-06-02 23:30:00,NA
2018-06-03 00:00:00,1.9
2018-06-03 00:30:00,NA
2018-06-03 01:00:00,1.67
2018-06-03 01:30:00,NA
2018-06-03 02:00:00,1.39
2018-06-03 02:30:00,NA
2018-06-03 03:00:00,1.29
2018-06-03 03:30:00,NA
2018-06-03 04:00:00,2.11
2018-06-03 04:30:00,NA
2018-06-03 05:00:00,0.99
2018-06-03 05:30:00,NA
2018-06-03 06:00:00,0.74
2018-06-03 06:30:00,NA
2018-06-03 07:00:00,0.62
2018-06-03 07:30:00,NA
2018-06-03 08:00:00,1.15
2018-06-03 08:30:00,NA
2018-06-03 09:00:00,1.24
2018-06-03 09:30:00,NA
2018-06-03 10:00:00,3.28
2018-06-03 10:30:00,NA
2018-06-03 11:00:00,4.14
2018-06-03 11:30:00,NA
2018-06-03 12:00:00,4.3
2018-06-03 12:30:00,NA
2018-06-03 13:00:00,4.24
2018-06-03 13:30:00,NA
2018-06-03 14:00:00,5.3
2018-06-03 14:30:00,NA
2018-06-03 15:00:00,7.85
2018-06-03 15:30:00,NA
2018-06-03 16:00:00,6.43
2018-06-03 16:30:00,NA
2018-06-03 17:00:00,7.6
2018-06-03 17:30:00,NA
2018-06-03 18:00:00,7.14
2018-06-03 18:30:00,NA
2018-06-03 19:00:00,6.49
2018-06-03 19:30:00,NA
2018-06-03 20:00:00,4.2
2018-06-03 20:30:00,NA
2018-06-03 21:00:00,6.13
2018-06-03 21:30:00,NA
2018-06-03 22:00:00,5.52
2018-06-03 22:30:00,NA
2018-06-03 23:00:00,8.82
2018-06-03 23:30:00,NA
2018-06-04 00:00:00,5.46
2018-06-04 00:30:00,NA
2018-06-04 01:00:00,7.36
2018-06-04 01:30:00,NA
2018-06-04 02:00:00,11.54
2018-06-04 02:30:00,NA
2018-06-04 03:00:00,7.13
2018-06-04 03:30:00,NA
2018-06-04 04:00:00,2.75
2018-06-04 04:30:00,NA
2018-06-04 05:00:00,2.42
2018-06-04 05:30:00,NA
2018-06-04 06:00:00,10.49
2018-06-04 06:30:00,NA
2018-06-04 07:00:00,13.71
2018-06-04 07:30:00,NA
2018-06-04 08:00:00,8.89
2018-06-04 08:30:00,NA
2018-06-04 09:00:00,4.9
2018-06-04 09:30:00,NA
2018-06-04 10:00:00,7.09
2018-06-04 10:30:00,NA
2018-06-04 11:00:00,11.32
2018-06-04 11:30:00,NA
2018-06-04 12:00:00,8.86
2018-06-04 12:30:00,NA
2018-06-04 13:00:00,3.7
2018-06-04 13:30:00,NA
2018-06-04 14:00:00,5.06
2018-06-04 14:30:00,NA
2018-06-04 15:00:00,7.22
2018-06-04 15:30:00,NA
2018-06-04 16:00:00,9.61
2018-06-04 16:30:00,NA
2018-06-04 17:00:00,9.58
2018-06-04 17:30:00,NA
2018-06-04 18:00:00,8.4
2018-06-04 18:30:00,NA
2018-06-04 19:00:00,5.84
2018-06-04 19:30:00,NA
2018-06-04 20:00:00,6.39
2018-06-04 20:30:00,NA
2018-06-04 21:00:00,6.37
2018-06-04 21:30:00,NA
2018-06-04 22:00:00,4.82
2018-06-04 22:30:00,NA
2018-06-04 23:00:00,3.36
2018-06-04 23:30:00,NA
2018-06-05 00:00:00,4.14
2018-06-05 00:30:00,NA
2018-06-05 01:00:00,6.33
2018-06-05 01:30:00,NA
2018-06-05 02:00:00,3.06
2018-06-05 02:30:00,NA
2018-06-05 03:00:00,1.48
2018-06-05 03:30:00,NA
2018-06-05 04:00:00,2.24
2018-06-05 04:30:00,NA
2018-06-05 05:00:00,3.7
2018-06-05 05:30:00,NA
2018-06-05 06:00:00,3.39
2018-06-05 06:30:00,NA
2018-06-05 07:00:00,5.86
2018-06-05 07:30:00,NA
2018-06-05 08:00:00,4.19
2018-06-05 08:30:00,NA
2018-06-05 09:00:00,4.34
2018-06-05 09:30:00,NA
2018-06-05 10:00:00,3.35
2018-06-05 10:30:00,NA
2018-06-05 11:00:00,2.84
2018-06-05 11:30:00,NA
2018-06-05 12:00:00,4.07
2018-06-05 12:30:00,NA
2018-06-05 13:00:00,3.79
2018-06-05 13:30:00,NA
2018-06-05 14:00:00,5.37
2018-06-05 14:30:00,NA
2018-06-05 15:00:00,4.12
2018-06-05 15:30:00,NA
2018-06-05 16:00:00,4.01
2018-06-05 16:30:00,NA
2018-06-05 17:00:00,6.78
2018-06-05 17:30:00,NA
